,JA_diff_l_prox_0.0018992623694747046,JV_l_prox_0.4491842970205675,JA_diff_r_prox_0.0038025042468014863,JV_r_prox_0.9129624650796274,JA_diff_l_distal_0.0016012989520465008,JV_l_distal_0.37788252105329667,JA_diff_r_distal_-0.0018442280156693647,JV_r_distal_-0.4359180484574342,EUC_dist_l_prox_0.0,EUC_dist_l_distal_0.00041219276572866936,EUC_dist_r_prox_0.0,EUC_dist_r_distal_0.0002842776850005423,EUC_dist_cube_controller_0.0005390760813624402,EUC_dist_cube_human_0.0002935702141541951
58,,-0.991407451758845,,0.99139621393732,,-1.0172598329631362,,1.0172604923399875,0.0,0.0,0.0,0.0,0.0,0.0
59,-0.020629666764591326,-4.951120023501925,0.02062965917872439,4.951118202893842,0.0004238582637346999,0.1017259832963151,-0.0004238585384750415,-0.1017260492339995,0.0,0.00029742048694907347,0.0,0.00029741450417326604,0.00018861295031946895,0.0
60,-0.019872686969605535,-4.769444872705337,0.019872679277226468,4.769443026534345,-4.23858263735033e-05,-0.0101725983296328,4.2385853847526356e-05,0.0101726049234009,0.0,0.0014853130224441393,0.0,0.00148530865642473,0.0001735276221308107,0.0
61,-0.017503793728364525,-4.200910494807476,0.017403704818647614,4.176889156475431,0.027243077915853342,6.538338699804802,-0.027741422979556618,-6.657941515093591,0.0,0.0014308039087423759,0.0,0.001430814276086217,0.001022079233743838,0.0
62,-0.01710330867492693,-4.104794081982473,0.01714269634826504,4.114247123583612,0.026265669670011427,6.303760720802737,-0.027851435411252123,-6.684344498700509,0.0,0.001260262015951604,0.0,0.001253043962344417,0.0010246885154775254,0.0
63,0.0021705547406877246,0.5209331377650637,-0.002224977228821645,-0.5339945349171904,-0.002104658783750213,-0.5051181081000449,0.002230921397054497,0.5354211352930758,0.0,0.0012314205660768028,0.0,0.0012342626334394037,0.0009001951126566769,0.0
64,0.0003480565306699379,0.0835335673607823,-0.00045241699635900634,-0.1085800791261711,0.0010988531712817773,0.263724761107615,-0.0009517575666996292,-0.2284218160079028,0.0,0.0001562788151603915,0.0,0.0001601976840865684,0.0006775810814506331,0.0
65,0.00030319110671206406,0.0727658656109028,-0.00040081586191509366,-0.0961958068596119,0.0010149122252707254,0.2435789340649649,-0.0009184936922855824,-0.2204384861485376,0.0,2.5058616485043895e-05,0.0,3.257411730589324e-05,0.0004796138957128841,0.0
66,0.00043244044721046926,0.1037857073305064,-0.0005200967015285274,-0.1248232083668487,0.0006114953468090434,0.1467588832341632,-0.0005986597693785622,-0.1436783446508562,0.0,2.1827698831063302e-05,0.0,2.8857484661285024e-05,0.0003642897335017171,0.0
67,0.0004993403196207336,0.1198416767089692,-0.000560734870103663,-0.134576368824881,0.0004081902664585524,0.0979656639500457,-0.00033807807092356423,-0.0811387370216512,0.0,3.113919956233203e-05,0.0,3.744953830924563e-05,0.00031457221104607173,0.0
68,0.0005634743563436295,0.1352338455224791,-0.0005799743283211312,-0.1391938387970744,0.0003718144892316255,0.089235477415602,-5.625064365644139e-05,-0.0135001544775385,0.0,3.5952942457264984e-05,0.0,4.03758126577203e-05,0.0002520069238320096,0.0
69,0.0005772694697520064,0.1385446727404868,-0.0006030310825264618,-0.144727459806358,-3.7181380871831315e-05,-0.0089235314092425,-0.0003097795565285555,-0.0743470935668562,0.0,4.0570099839713875e-05,0.0,4.175409133573496e-05,0.00019285610002565037,0.0
70,0.0005776017659393506,0.1386244238254337,-0.0006066724349382824,-0.1456013843851749,3.7181380871942338e-06,0.0008923531409239,-0.000118177108533013,-0.0283625060479198,0.0,4.156379826019251e-05,0.0,4.341522934706301e-05,0.0001126319077811723,0.0
71,0.0006083916048028604,0.146013985152686,-0.00057594859453447,-0.1382276626882595,0.00010117729989345126,0.0242825519744186,1.1817710853345709e-05,0.0028362506047923,0.0,4.158607151862881e-05,0.0,4.368551662718557e-05,0.00010438631893806747,0.0
72,0.0006009241574828073,0.1442217977958746,-0.0005737939080524557,-0.1377105379325973,5.5773021985672244e-05,0.0133855252765505,-1.1208335374268685e-06,-0.0002690000489909,0.0,4.380723570133212e-05,0.0,4.147123135102088e-05,9.643029926218506e-05,0.0
73,0.0005970544818436618,0.1432930756424842,-0.0005758411907864636,-0.1382018857887391,-5.5773021985228155e-06,-0.0013385525276561,1.1208335370938016e-07,2.6900004898244845e-05,0.0,4.326324472193668e-05,0.0,4.130553636649302e-05,8.850014554282989e-05,0.0
