,x,y,rmag,f_x,f_y,f_rot_mag
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.006329113924050633,0.0,0.0,-0.006329113924050633,0.0
2.0,0.0,-0.012658227848101266,0.0,0.0,-0.012658227848101266,0.0
3.0,0.0,-0.0189873417721519,0.0,0.0,-0.0189873417721519,0.0
4.0,0.0,-0.02531645569620253,0.0,0.0,-0.02531645569620253,0.0
5.0,0.0,-0.03164556962025317,0.0,0.0,-0.03164556962025317,0.0
6.0,0.0,-0.0379746835443038,0.0,0.0,-0.0379746835443038,0.0
7.0,0.0,-0.04430379746835443,0.0,0.0,-0.04430379746835443,0.0
8.0,0.0,-0.05063291139240506,0.0,0.0,-0.05063291139240506,0.0
9.0,0.0,-0.056962025316455694,0.0,0.0,-0.056962025316455694,0.0
10.0,0.0,-0.06329113924050633,0.0,0.0,-0.06329113924050633,0.0
11.0,0.0,-0.06962025316455696,0.0,0.0,-0.06962025316455696,0.0
12.0,0.0,-0.0759493670886076,0.0,0.0,-0.0759493670886076,0.0
13.0,0.0,-0.08227848101265822,0.0,0.0,-0.08227848101265822,0.0
14.0,0.0,-0.08860759493670886,0.0,0.0,-0.08860759493670886,0.0
15.0,0.0,-0.0949367088607595,0.0,0.0,-0.0949367088607595,0.0
16.0,0.0,-0.10126582278481013,0.0,0.0,-0.10126582278481013,0.0
17.0,0.0,-0.10759493670886076,0.0,0.0,-0.10759493670886076,0.0
18.0,0.0,-0.11392405063291139,0.0,0.0,-0.11392405063291139,0.0
19.0,0.0,-0.12025316455696203,0.0,0.0,-0.12025316455696203,0.0
20.0,0.0,-0.12658227848101267,0.0,0.0,-0.12658227848101267,0.0
21.0,0.0,-0.13291139240506328,0.0,0.0,-0.13291139240506328,0.0
22.0,0.0,-0.13924050632911392,0.0,0.0,-0.13924050632911392,0.0
23.0,0.0,-0.14556962025316456,0.0,0.0,-0.14556962025316456,0.0
24.0,0.0,-0.1518987341772152,0.0,0.0,-0.1518987341772152,0.0
25.0,0.0,-0.15822784810126583,0.0,0.0,-0.15822784810126583,0.0
26.0,0.0,-0.16455696202531644,0.0,0.0,-0.16455696202531644,0.0
27.0,0.0,-0.17088607594936708,0.0,0.0,-0.17088607594936708,0.0
28.0,0.0,-0.17721518987341772,0.0,0.0,-0.17721518987341772,0.0
29.0,0.0,-0.18354430379746836,0.0,0.0,-0.18354430379746836,0.0
30.0,0.0,-0.189873417721519,0.0,0.0,-0.189873417721519,0.0
31.0,0.0,-0.1962025316455696,0.0,0.0,-0.1962025316455696,0.0
32.0,0.0,-0.20253164556962025,0.0,0.0,-0.20253164556962025,0.0
33.0,0.0,-0.2088607594936709,0.0,0.0,-0.2088607594936709,0.0
34.0,0.0,-0.21518987341772153,0.0,0.0,-0.21518987341772153,0.0
35.0,0.0,-0.22151898734177214,0.0,0.0,-0.22151898734177214,0.0
36.0,0.0,-0.22784810126582278,0.0,0.0,-0.22784810126582278,0.0
37.0,0.0,-0.23417721518987342,0.0,0.0,-0.23417721518987342,0.0
38.0,0.0,-0.24050632911392406,0.0,0.0,-0.24050632911392406,0.0
39.0,0.0,-0.2468354430379747,0.0,0.0,-0.2468354430379747,0.0
40.0,0.0,-0.25316455696202533,0.0,0.0,-0.25316455696202533,0.0
41.0,0.0,-0.25949367088607594,0.0,0.0,-0.25949367088607594,0.0
42.0,0.0,-0.26582278481012656,0.0,0.0,-0.26582278481012656,0.0
43.0,0.0,-0.2721518987341772,0.0,0.0,-0.2721518987341772,0.0
