,x,y,rmag,f_x,f_y,f_rot_mag
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.03361344537815126,0.0,0.0,-0.03361344537815126,0.0,0.0
2.0,-0.06722689075630252,0.0,0.0,-0.06722689075630252,0.0,0.0
3.0,-0.10084033613445378,0.0,0.0,-0.10084033613445378,0.0,0.0
4.0,-0.13445378151260504,0.0,0.0,-0.13445378151260504,0.0,0.0
5.0,-0.16806722689075632,0.0,0.0,-0.16806722689075632,0.0,0.0
6.0,-0.20168067226890757,0.0,0.0,-0.20168067226890757,0.0,0.0
7.0,-0.23529411764705882,0.0,0.0,-0.23529411764705882,0.0,0.0
8.0,-0.2689075630252101,0.0,0.0,-0.2689075630252101,0.0,0.0
9.0,-0.3025210084033613,0.0,0.0,-0.3025210084033613,0.0,0.0
10.0,-0.33613445378151263,0.0,0.0,-0.33613445378151263,0.0,0.0
11.0,-0.3697478991596639,0.0,0.0,-0.3697478991596639,0.0,0.0
12.0,-0.40336134453781514,0.0,0.0,-0.40336134453781514,0.0,0.0
13.0,-0.4369747899159664,0.0,0.0,-0.4369747899159664,0.0,0.0
14.0,-0.47058823529411764,0.0,0.0,-0.47058823529411764,0.0,0.0
15.0,-0.5042016806722689,0.0,0.0,-0.5042016806722689,0.0,0.0
16.0,-0.5378151260504201,0.0,0.0,-0.5378151260504201,0.0,0.0
17.0,-0.5714285714285714,0.0,0.0,-0.5714285714285714,0.0,0.0
18.0,-0.6050420168067226,0.0,0.0,-0.6050420168067226,0.0,0.0
19.0,-0.6386554621848739,0.0,0.0,-0.6386554621848739,0.0,0.0
20.0,-0.6722689075630253,0.0,0.0,-0.6722689075630253,0.0,0.0
21.0,-0.7058823529411765,0.0,0.0,-0.7058823529411765,0.0,0.0
22.0,-0.7394957983193278,0.0,0.0,-0.7394957983193278,0.0,0.0
23.0,-0.773109243697479,0.0,0.0,-0.773109243697479,0.0,0.0
24.0,-0.8067226890756303,0.0,0.0,-0.8067226890756303,0.0,0.0
25.0,-0.8403361344537815,0.0,0.0,-0.8403361344537815,0.0,0.0
26.0,-0.8739495798319328,0.0,0.0,-0.8739495798319328,0.0,0.0
27.0,-0.907563025210084,0.0,0.0,-0.907563025210084,0.0,0.0
28.0,-0.9411764705882353,0.0,0.0,-0.9411764705882353,0.0,0.0
29.0,-0.9747899159663865,0.0,0.0,-0.9747899159663865,0.0,0.0
30.0,-1.0084033613445378,0.0,0.0,-1.0084033613445378,0.0,0.0
31.0,-1.0420168067226891,0.0,0.0,-1.0420168067226891,0.0,0.0
32.0,-1.0756302521008403,0.0,0.0,-1.0756302521008403,0.0,0.0
33.0,-1.1092436974789917,0.0,0.0,-1.1092436974789917,0.0,0.0
