,JA_diff_l_prox_-0.0046866094548986305,JV_l_prox_-0.2883729717020131,JA_diff_r_prox_0.007173767377002253,JV_r_prox_0.3923153865537725,JA_diff_l_distal_0.011672448320981516,JV_l_distal_0.6413748195460827,JA_diff_r_distal_-0.011157046793650083,JV_r_distal_-0.6131229339051953,EUC_dist_l_prox_0.0,EUC_dist_l_distal_0.00045501700662481674,EUC_dist_r_prox_0.0,EUC_dist_r_distal_0.0005872705683742338,EUC_dist_cube_controller_0.0005619045558905727,EUC_dist_cube_human_0.0014391959952660626
14,,-3.5504372063580854,,3.5789086898164406,,5.843468067207706,,-5.431581853362886,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.006266804547917837,0.3596010927208025,0.006762048934277787,-0.3409927387516254,0.014924853552088613,-0.3731594758044255,-0.013892548060487564,0.3258148565936086,0.0,0.0016241817434173326,0.0,0.0016627959012542998,0.0013054770390698957,0.0
16,0.0028194632263729424,0.0754753408479251,-0.0025946495452756624,-0.0669730209305421,-0.0002909153998770231,0.0624956819043846,0.00011095238499514437,-0.056992626829892,0.0,0.00028823636413053186,0.0,0.00026901577032341324,0.0002406992389144516,0.00011180339887498949
17,0.0019330267780753863,0.0839002354476274,-0.002005797406234966,-0.0892377860934336,0.00016517277327487978,-0.0043497161079419,-0.00014851825985973122,0.0039016042131414,0.0,0.00013665268685726694,0.0,0.00013774147084201664,0.001113732048337391,0.0001252996408614167
18,0.0011971919340353354,0.0449148135739022,-0.001552325937477339,-0.0616679121183008,-9.259395548077975e-06,0.0005908541472585,-0.00011611787370524596,0.0030964766321401,0.0,9.789165192980987e-05,0.0,0.00012003697015876588,0.0010771238426455392,2.236067977499788e-05
19,0.0002936583508750257,0.0074674066012747,-0.0006118545001907449,-0.0186128139182004,0.00045608613597414305,0.0417584555284238,-0.00016705775117842325,0.0044548733647582,0.0,3.237446682045173e-05,0.0,5.6975377065101747e-05,6.38147192381785e-05,4.472135954999578e-05
20,0.0002598093551855474,0.0118369960267489,-0.0007064701773731308,-0.032390856359834,0.00046717880689128854,0.0185735070615757,1.0960659054815025e-05,-0.0002922842414605,0.0,1.7401883300947124e-05,0.0,4.672619488832177e-05,4.300602069500736e-06,4.472135954999579e-05
21,0.00022665535985821883,0.0093105801264585,-0.0008549142787822595,-0.037314382482716,0.00027786235900773004,0.0112091772178314,-7.19128840476202e-07,1.9176769079365386e-05,0.0,1.70748647303605e-05,0.0,6.0077854470489245e-05,2.6322575459225013e-06,4.4721359549995795e-05
22,-0.0009910006917621672,-0.0522832428280701,-0.001556022980648497,-0.0720441449105404,0.00027265393662889714,0.0096881693629173,4.7182043161342335e-08,-1.258187817931855e-06,0.0,5.2875335896326e-05,0.0,0.00010161531809865645,0.00012529339341784874,6.40312423743285e-05
23,-0.0013585454570202993,-0.0591415527541062,-0.00139263281132318,-0.0571058078491679,0.00025568355174576674,0.0120632303639988,-3.095613765324856e-09,8.254970040866284e-08,0.0,9.575912500860464e-05,0.0,0.0001047533641217437,0.00015950544733107783,0.0005323532661682467
24,-0.0016322138683668719,-0.069577293029009,0.00022815854996471874,0.0191185854840921,0.0007296162169129206,0.0864548077479224,-0.00044974215029169873,-0.0677754812341532,0.0,0.0001143896723544832,0.0,6.442081512697934e-06,0.00015612376779615297,0.0019859506539690254
25,0.002227731863214233,0.1268994684152725,0.003624691542866265,0.1801085611787351,0.0011054069428951818,0.0375965621292371,-0.0012932029707042325,-0.0455581072898753,0.0,0.00010145541392038055,0.0,0.0002126803895739319,0.00030237244505233084,0.0038148263394288348
26,0.005992753235837811,0.2804797525492545,0.009160352776114489,0.4321179658500848,0.002469015581591738,0.1313019736006784,-0.002741595143455844,-0.123035999654177,0.0,0.0003854078752499322,0.0,0.0005839455010929476,0.0009455685695860309,0.005340009363287671
27,0.004956717094255048,0.1985242186140654,0.013698760761798434,0.6142928150336693,0.007319288996708084,0.3474024892233925,-0.007365756553552538,-0.3479431488235123,0.0,0.0003814682886122865,0.0,0.0009316529470325009,0.001213808795734413,0.007162352965331993
28,0.0005524113244599338,-0.009923459326848,0.016153856382164822,0.704667718389234,0.013310065771133472,0.6122617857229574,-0.013048698572281636,-0.5943624485682162,0.0,0.0001023053665945052,0.0,0.0011359525685696354,0.0011418060884145027,0.007414849964766653
29,-0.0026338403921447595,-0.1329021120458947,0.01733163502271151,0.7468347239661588,0.01734764921164056,0.766019106853226,-0.01689477055320021,-0.7472525504459585,0.0,0.00015273800019416204,0.0,0.0012352113855968873,0.0011025776686906224,0.005094251662413233
30,-0.004863075143256457,-0.2222258391163921,0.01648165605833546,0.6959198928638164,0.0189530541860653,0.8180643901433993,-0.0184228889571868,-0.7940890883784391,0.0,0.0003233490534366993,0.0,0.0012019406087627829,0.0009540480403227731,0.0024426420122482142
31,-0.00914915913183445,-0.4235475231083666,0.014442458528705127,0.6020688128342451,0.021178001674423852,0.9269012652721924,-0.020514727253155174,-0.8908919874691446,0.0,0.0005983425553472726,0.0,0.0010680003061629428,0.0007518692706575769,0.001861182419861091
32,-0.010163913115566303,-0.4366592857883603,0.013420524136345313,0.5677335872164839,0.021527468668570804,0.9210090652306916,-0.020755869629249468,-0.8849910267844013,0.0,0.0007278652085184413,0.0,0.0009765717755513526,0.0007117675272648332,0.0018445866745696777
33,-0.010868877154276424,-0.4699338100908377,0.01239689466034627,0.5222423492858355,0.02150766009354088,0.921089539393184,-0.02065264099878461,-0.8808889663543602,0.0,0.0007725692712350544,0.0,0.0009062195298730746,0.0006714215300427222,0.0011090987332063767
