,JA_diff_l_prox_0.005584301086188281,JV_l_prox_0.17324189102390627,JA_diff_r_prox_0.012524093306915517,JV_r_prox_0.5863643678698219,JA_diff_l_distal_0.007241705619496044,JV_l_distal_0.5102564558906676,JA_diff_r_distal_-0.007297969139843554,JV_r_distal_-0.49867157864146,EUC_dist_l_prox_0.0,EUC_dist_l_distal_0.0009571718870160238,EUC_dist_r_prox_0.0,EUC_dist_r_distal_0.0009395609857272507,EUC_dist_cube_controller_0.0013251678479165334,EUC_dist_cube_human_0.0012733090614138924
14,,-3.5504372063580854,,3.5789086898164406,,5.843468067207706,,-5.431581853362886,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.006266804547917837,0.3596010927208025,0.006762048934277787,-0.3409927387516254,0.014924853552088613,-0.3731594758044255,-0.013892548060487564,0.3258148565936086,0.0,0.0016241817434173326,0.0,0.0016627959012542998,0.0013054770390698957,0.0
16,0.00276355149766383,0.0725763802715149,-0.002692471678542585,-0.07200558529027,-0.0003333869954307289,0.0597028221077544,0.00013454842003390866,-0.0565823044356537,0.0,0.00028508272678661053,0.0,0.00027454991633755755,0.00022968649370362114,0.0
17,0.0018245530072416027,0.0789344366483115,-0.0022187076227941915,-0.0991089646478258,0.00015813126194452742,-0.0041652412036132,-0.0001475075100394463,0.003867817593457,0.0,0.0001294546277378877,0.0,0.0001516187258730621,0.0011220477277342213,0.0
18,0.0010790652800867218,0.0398520887963355,-0.0017770982742645325,-0.071355139069194,-8.694869015779538e-06,0.0005663086930798,-5.6457764447293e-05,0.0015055403852617,0.0,8.942061682656337e-05,0.0,0.0001362761535641381,0.0010754004222734476,0.0
19,0.0001987866107884262,0.0039639185037713,-0.0007774689454612682,-0.0254321128921866,0.000391779583270524,0.045739669225345,-0.00011548139946626623,0.0030795039857665,0.0,2.5081704282051697e-05,0.0,6.975688159142097e-05,6.10407460054242e-05,0.0
20,-0.0015145111675077816,-0.0778295984162234,-0.0013484071838740785,-0.0638380129486631,0.0008639687659329764,0.0358064680661892,-0.0006323006535058351,-0.0342836306444948,0.0,8.451028570286985e-05,0.0,8.556524073692153e-05,0.00018364367964138147,0.0009984988733093292
21,0.0005181468327253302,0.0412048501010356,-0.0010097033222423724,-0.0391852959392802,8.87651282018842e-05,-0.0023670700853832,-8.520343122819796e-05,0.0022720914994192,0.0,1.5985445957584328e-06,0.0,8.009332141100742e-05,3.509236274535179e-05,0.0025315805339747735
22,0.007035389020831784,0.3500660571711372,0.0011243535104025204,0.0640945627339125,-5.8238800614285324e-06,0.0001553034683041,-0.0004209328678680402,-0.0295866450186761,0.0,0.00041389160619169466,0.0,4.996843734769317e-05,1.1932518988595545e-05,0.004054639318114498
23,0.011430661377372697,0.5147514319497458,0.002229925930907206,0.1012464947675897,3.82104770824121e-07,-1.0189460555309893e-05,-0.0003382398642044482,-0.0011948475303232,0.0,0.0007735922627281734,0.0,0.00014941028910293885,0.00023461070984402973,0.005049138540384883
24,-0.06744191186287152,-3.404815331772644,0.06867256726791654,3.363688037451227,0.0821865414545383,5.93159720044262,-0.0824267119587182,-5.8678761958032135,0.0,0.0036795453283916036,0.0,0.003965190033994331,0.002223179228426697,0.0
25,0.008385830780753056,1.0758152222481954,0.011052251580066286,-0.079069867339082,0.014738931488444518,-0.3930381730251869,-0.01465171915000707,0.3837716324149621,0.0,0.0007404053227698792,0.0,0.00182854154178867,0.0011115349990262976,0.005236888389110465
26,0.02297952851005114,0.9638429603958988,0.005973199540550422,0.3191452947797739,-0.0009670212949568491,0.0257872345321823,0.0008887920498513724,-0.0252291790561123,0.0,0.0016880795994434475,0.0,0.0003106051228372112,0.0014259781962988878,0.005197239651969111
27,0.024865127502328832,1.081135603806831,0.00977991468111139,0.4367180518990886,6.34462671621483e-05,-0.0016919004576569,-8.677468612328099e-05,0.001089340434473,0.0,0.0017550578545684902,0.0,0.0006688826427400807,0.002430278104539321,0.004633238608144418
28,-0.06301449628305122,-3.2733237965541493,0.06593746470035422,3.1726951229845857,0.08199244137998662,5.770856138018155,-0.07815268157026678,-5.525712499401088,0.0,0.0032304343785855864,0.0,0.0039262178075816865,0.0025046840148738973,0.0
29,0.01647002150182819,1.4622512061758304,0.019208889728414058,0.3725936813037281,0.01435430763669776,-0.382781536978606,-0.013856226264772897,0.3632179080653412,0.0,0.0002348319989104682,0.0,0.0022229811837268998,0.0018446282737645692,0.004143066497173318
30,0.027446990296889573,1.1174011067088774,0.014259977867982498,0.6548377418034061,-0.0009417861240437198,0.0251142966411661,0.000773546651116952,-0.0217661152310894,0.0,0.0020795701371484794,0.0,0.0009420401933125178,0.002643183536721076,0.003379127106221368
31,0.0258691700973408,1.102920364675497,0.015702521349421406,0.6744684776432162,6.200142265810893e-05,-0.0015971485883201,-0.000198168712763791,0.0053839958682768,0.0,0.001866865458419537,0.0,0.0011246784402825373,0.00274256675410153,0.002724591712532357
32,0.025951953796534477,1.1098946743175526,0.017572504474084538,0.7645589200152889,-3.943328735989127e-06,0.0001051554329611,-0.00012002120629561741,-0.0194593040479238,0.0,0.0018663964606420377,0.0,0.0012381805979870338,0.0020350435452945173,0.002632812184718084
33,0.02519253893570883,1.0699286758859712,0.01805126611672908,0.7728539789681104,2.587217983185397e-07,-6.89924795427288e-06,-0.00018090280370408607,0.0011927261845222,0.0,0.001825807824834469,0.0,0.0012971841247971306,0.002396367283555708,0.0021613421755936734
34,-0.0595771911242744,-3.124907357716914,0.0644467838915439,3.020676330115208,0.08009219697296438,5.6705928995475885,-0.07101752660592242,-5.164254645782521,0.0,0.0030308815962288367,0.0,0.003965319624930533,0.0028535727966217997,0.0
