,JA_diff_l_prox_-0.019028692553669582,JV_l_prox_-0.8426048648028501,JA_diff_r_prox_-0.006027077407230837,JV_r_prox_-0.21115778305927532,JA_diff_l_distal_0.015728329710588775,JV_l_distal_1.0279431658394176,JA_diff_r_distal_-0.013691077914779247,JV_r_distal_-0.9169191062146126,EUC_dist_l_prox_0.0,EUC_dist_l_distal_0.0013883680819977869,EUC_dist_r_prox_0.0,EUC_dist_r_distal_0.0014256772845692965,EUC_dist_cube_controller_0.0018805577313322419,EUC_dist_cube_human_0.0010554620954284603
14,,-3.5504372063580854,,3.5789086898164406,,5.843468067207706,,-5.431581853362886,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.006266804547917837,0.3596010927208025,0.006762048934277787,-0.3409927387516254,0.014924853552088613,-0.3731594758044255,-0.013892548060487564,0.3258148565936086,0.0,0.0016241817434173326,0.0,0.0016627959012542998,0.0013054770390698957,0.0
16,0.00276355149766383,0.0725763802715149,-0.002692471678542585,-0.07200558529027,-0.0003333869954307289,0.0597028221077544,0.00013454842003390866,-0.0565823044356537,0.0,0.00028508272678661053,0.0,0.00027454991633755755,0.00022968649370362114,0.0
17,0.0018245530072416027,0.0789344366483115,-0.0022187076227941915,-0.0991089646478258,0.00015813126194452742,-0.0041652412036132,-0.0001475075100394463,0.003867817593457,0.0,0.0001294546277378877,0.0,0.0001516187258730621,0.0011220477277342213,0.0
18,0.0010790652800867218,0.0398520887963355,-0.0017770982742645325,-0.071355139069194,-8.694869015779538e-06,0.0005663086930798,-5.6457764447293e-05,0.0015055403852617,0.0,8.942061682656337e-05,0.0,0.0001362761535641381,0.0010754004222734476,0.0
19,0.0001987866107884262,0.0039639185037713,-0.0007774689454612682,-0.0254321128921866,0.000391779583270524,0.045739669225345,-0.00011548139946626623,0.0030795039857665,0.0,2.5081704282051697e-05,0.0,6.975688159142097e-05,6.10407460054242e-05,0.0
20,0.00021593303320366353,0.010197172620407,-0.0008322430639858824,-0.0374885830783418,0.0005807914706899009,0.0233709059999956,7.576734619041403e-06,-0.0002020462565068,0.0,1.3678133733022757e-05,0.0,5.630432151455551e-05,7.055885460269777e-06,0.0
21,-5.863446061415978e-05,-0.0049482086310209,-0.0010279461707186632,-0.0451448684708397,0.0006589288182686781,0.0288370752843994,-4.971095582950724e-07,1.3256254888460717e-05,0.0,3.207213170831037e-07,0.0,7.171878765543066e-05,7.1593933551202475e-06,0.00015231546211727818
22,-0.0005245236801579845,-0.0257355304026708,-0.0012928549225473818,-0.0571614856194155,0.0005951289819597916,0.0273338999421179,3.261535808096738e-08,-8.697428830473086e-07,0.0,3.1531019935171596e-05,0.0,8.947394762825033e-05,5.85991838385399e-05,0.00016278820596099706
23,-0.0029558508197325972,-0.1457928189639282,-0.0024631106554074966,-0.1144059870762408,0.00026542507797211456,0.0013662960585492,-2.1398937066763324e-09,5.7063830993797644e-08,0.0,0.0001767995561826035,0.0,0.00016017456681831905,0.00034242237901164704,0.0007161005515987262
24,-0.0010027008969225593,-0.022195899398173,-0.003684668545219094,-0.1656318233645919,0.0005122638529225787,0.0348010085841821,1.403984706271899e-10,-3.743959808844011e-09,0.0,0.00010927565423951956,0.0,0.0002499284543356732,9.547357699108287e-05,0.0022570112981551513
25,-0.0008917583581230515,-0.0414964239871447,-0.007366900885372396,-0.3431933526011175,0.0006092028539030903,0.0272671706805437,-9.211631457617386e-12,2.4564350553646364e-10,0.0,5.841576390412372e-05,0.0,0.00047714878412713604,7.788676038003727e-05,0.004435414298574599
26,-0.0009607363579650086,-0.041232639364231,-0.012582949034594226,-0.5746855494187219,0.0007522479921880931,0.0410169811827444,6.042943923034727e-13,-1.6115109247039072e-11,0.0,6.925106213776225e-05,0.0,0.0008365196625806176,7.157925961144916e-05,0.005992036381732008
27,-0.06765165044302518,-3.3079111029580583,0.06881200046419766,3.5081751483203085,0.08461436993725446,6.109005658913544,-0.07717452638235478,-5.487809653131762,0.0,0.0038904450716963418,0.0,0.0037291915700978714,0.0023757355027204654,0.0
28,-0.007412189998999619,0.2541930232853798,-0.008930692018733977,-1.1233097859481582,0.015214690325813685,-0.399407845233118,-0.0137378822148978,0.3663435257306079,0.0,0.0016022758236905838,0.0,0.0007464336587895572,0.0011097958951333128,0.006274599588818397
29,0.00128266144473832,0.0167821686118121,-0.024010074803348047,-1.0072153544853215,-0.0009894534495196172,0.0262671440448047,0.0009011303912637159,-0.0240340716345043,0.0,0.00016357244729694394,0.0,0.0017635077229938034,0.00021874717585802428,0.005421669484577605
30,-0.00038067077579628794,-0.0226791602056399,-0.027808274474724004,-1.2225942739226223,0.0005284725948981883,0.0202047893830173,-5.9131864258543665e-05,0.0015768497135626,0.0,1.5567650746968896e-05,0.0,0.0019375262238528607,0.0012522631851415015,0.004394234859449365
31,-0.06420507068754394,-3.140547195942736,0.0662786332522689,3.4864134620878438,0.0727239372975036,5.489124391787449,-0.07396423959038845,-5.600317211703271,0.0,0.003687004843654958,0.0,0.003359049372137034,0.0034824473565721772,0.0
32,-0.008751567851371156,0.1539227004945525,-0.018235591453331534,-1.5926702962293888,0.013577200517589039,-0.3534054502524349,-0.013784974795094551,0.3675993278691871,0.0,0.0016184186959875223,0.0,0.00021076643162847608,0.0024019134015147423,0.0033008029326210956
33,-0.004825411617607689,-0.2749300392546896,-0.03352358113107978,-1.4016675700313035,-0.0007495933624217521,0.027797793183182,0.0009044306788303924,-0.024118151435478,0.0,0.00021877470415358185,0.0,0.0024708782467548194,0.0012865854956595364,0.002235732542143628
