,JA_diff_l_prox_-0.013070745639675365,JV_l_prox_-0.6141371256015752,JA_diff_r_prox_-0.005747711589469324,JV_r_prox_-0.17396569255438585,JA_diff_l_distal_0.008488921962568683,JV_l_distal_0.5032784378248203,JA_diff_r_distal_-0.006703846579725583,JV_r_distal_-0.42145768563019637,EUC_dist_l_prox_0.0,EUC_dist_l_distal_0.0009741073132849624,EUC_dist_r_prox_0.0,EUC_dist_r_distal_0.0006679338574979777,EUC_dist_cube_controller_0.0012541668598516178,EUC_dist_cube_human_0.001264172264642093
14,,-3.5504372063580854,,3.5789086898164406,,5.843468067207706,,-5.431581853362886,0.0,0.0,0.0,0.0,0.0,0.0
15,-0.006266804547917837,0.3596010927208025,0.006762048934277787,-0.3409927387516254,0.014924853552088613,-0.3731594758044255,-0.013892548060487564,0.3258148565936086,0.0,0.0016241817434173326,0.0,0.0016627959012542998,0.0013054770390698957,0.0
16,0.00276355149766383,0.0725763802715149,-0.002692471678542585,-0.07200558529027,-0.0003333869954307289,0.0597028221077544,0.00013454842003390866,-0.0565823044356537,0.0,0.00028508272678661053,0.0,0.00027454991633755755,0.00022968649370362114,0.0
17,0.0018245530072416027,0.0789344366483115,-0.0022187076227941915,-0.0991089646478258,0.00015813126194452742,-0.0041652412036132,-0.0001475075100394463,0.003867817593457,0.0,0.0001294546277378877,0.0,0.0001516187258730621,0.0011220477277342213,0.0
18,0.0011469689701119057,0.0433059528405287,-0.0016636341337125105,-0.0655056868410754,-8.836027947767278e-06,0.0005515664785243,-9.129477579872258e-05,0.0024345273546337,0.0,9.327077845886942e-05,0.0,0.0001298600344568538,0.0010764824254432409,0.00013
19,0.00027498561933236854,0.0070821439643499,-0.0006543853358603746,-0.0201735590236093,0.0004210940381734751,0.0447412127537938,-0.00013936323982188803,0.0037163530619181,0.0,3.067097903845216e-05,0.0,6.071475568409903e-05,5.951982547811719e-05,0.0
20,0.0002757358284690703,0.0127171463210745,-0.0007100254148945107,-0.0322739675820171,0.00047268184288440374,0.0187411696353854,9.143622164642373e-06,-0.0002438299243898,0.0,1.816479206314725e-05,0.0,4.7490587509912174e-05,6.972475635339528e-06,0.0
21,0.0002036771110652813,0.007974224692086,-0.0009312640950849271,-0.0412209991118048,0.0003368333135622681,0.0141829011864217,-5.999130502365446e-07,1.599768133964119e-05,0.0,1.608058656617403e-05,0.0,6.436932545474098e-05,4.210264143132185e-06,0.00013
22,0.00017471845124705787,0.0073948075356722,-0.001008491843585202,-0.0434430460704913,0.00018229429182747836,0.0070198894902749,3.936029524531648e-08,-1.0496078726163205e-06,0.0,1.2755624634504508e-05,0.0,7.194685587849761e-05,2.5969306260642297e-06,0.0
23,0.00016071285146090908,0.0067844541225075,-0.0010520114370776712,-0.0452331894458453,6.375609093012269e-05,0.002231701310402,-2.582428937358827e-09,6.886477255108049e-08,0.0,1.1758918806184002e-05,0.0,7.520913695427909e-05,1.6190953485472391e-06,0.0
24,0.00021977346667767517,0.0098838973748183,-0.0009677596999948523,-0.0406053333863534,4.26481450011007e-06,-0.0004209068359234,1.6943346725639685e-10,-4.518227585275167e-09,0.0,1.4887184800720279e-05,0.0,7.106349947029648e-05,1.0653374071193034e-06,0.00013
25,0.00022303853736327373,0.0094614706105939,-0.0009771210298338273,-0.0419645060031816,-4.3641300528918237e-07,1.16376801422291e-05,-1.1112000208868267e-11,2.9632030162924074e-10,0.0,1.61855490993922e-05,0.0,6.994905882654485e-05,8.351010538461306e-07,0.0
26,0.00028871257360274516,0.012883245423068,-0.0007868628453162607,-0.0320257665099834,3.357690159244697e-08,-2.3603679769255538e-07,-1.2289175010948838e-08,-1.31136342922028e-06,0.0,1.9762390813556428e-05,0.0,5.963556504673179e-05,3.6000024068920357e-07,0.0004687216658103186
27,0.0006106436437216534,0.0286087567849593,-0.00037540923929590964,-0.0129890942425081,-1.9152266550470642e-08,1.97497052425156e-06,-2.4178212432168777e-08,-2.002536229631157e-08,0.0,3.925146885855869e-05,0.0,3.274345725021531e-05,7.593466034440485e-07,0.0004785394445602161
28,0.0007489322695145573,0.0326440780888806,-2.4559610602992166e-06,0.0023531403853951,-7.180128713812906e-10,1.689883480594438e-06,-1.7345841762939074e-08,5.830207820479013e-07,0.0,5.271448998063954e-05,0.0,4.773310854293751e-06,5.007553821381008e-07,0.0006041522986797287
29,0.0005917077991388631,0.0238753756624676,-0.00032940134039471936,-0.0172073143129774,1.323442222478377e-08,8.690340825483941e-07,2.394402309757737e-08,-1.519241632150929e-06,0.0,4.523292090385735e-05,0.0,1.7848586992326476e-05,3.3039762248757916e-07,0.0006562011886609167
30,5.437374775518755e-05,-0.0017887185416949,-0.0013030551682865488,-0.0630104138768992,3.10033749784111e-08,-9.183514714560482e-07,4.970119893421554e-08,-4.550146751547458e-06,0.0,1.161110298590563e-05,0.0,8.00833834005172e-05,2.1816441022500138e-07,0.0012873616430514
31,-0.0034099646880497714,-0.1732179251599379,-0.004721638972967956,-0.2281933184547417,0.00033788523869360265,0.0108992204651604,2.6916394324505433e-07,-7.177705152905389e-06,0.0,0.00019408505744320938,0.0,0.00029040389947875396,9.83153527155183e-05,0.003118092365533773
32,-0.005114002914129223,-0.2271896659003314,-0.00902929121169782,-0.4158322634953482,9.848850833027445e-05,0.0034078926045205,-1.7659846363038412e-08,4.709292369398099e-07,0.0,0.00035202251528737425,0.0,0.0005938102655487467,0.0005785733907927977,0.004941710230274536
33,-0.06819918900791866,-3.300926951996635,0.06845751036560821,3.4561631118074576,0.08520288562919387,6.151258376059569,-0.07859112702265514,-5.645045168718134,0.0,0.00398770842589862,0.0,0.003766915366863649,0.0024182928583695753,0.0
