,Phase,Cube_Pos_X,Cube_Pos_Y,Cube_Pos_Z,Cube_Orn_X,Cube_Orn_Y,Cube_Orn_Z,b'l_prox_pin'_link_pos_x,b'l_prox_pin'_link_pos_y,b'l_prox_pin'_link_pos_z,b'l_prox_pin'_link_orn_x,b'l_prox_pin'_link_orn_y,b'l_prox_pin'_link_orn_z,b'l_distal_pin'_link_pos_x,b'l_distal_pin'_link_pos_y,b'l_distal_pin'_link_pos_z,b'l_distal_pin'_link_orn_x,b'l_distal_pin'_link_orn_y,b'l_distal_pin'_link_orn_z,b'r_prox_pin'_link_pos_x,b'r_prox_pin'_link_pos_y,b'r_prox_pin'_link_pos_z,b'r_prox_pin'_link_orn_x,b'r_prox_pin'_link_orn_y,b'r_prox_pin'_link_orn_z,b'r_distal_pin'_link_pos_x,b'r_distal_pin'_link_pos_y,b'r_distal_pin'_link_pos_z,b'r_distal_pin'_link_orn_x,b'r_distal_pin'_link_orn_y,b'r_distal_pin'_link_orn_z,b'l_prox_pin'_joint_angle,b'l_prox_pin'_joint_vel,b'l_prox_pin'_joint_react_forces,b'l_prox_pin'_joint_motor_torque,b'l_distal_pin'_joint_angle,b'l_distal_pin'_joint_vel,b'l_distal_pin'_joint_react_forces,b'l_distal_pin'_joint_motor_torque,b'r_prox_pin'_joint_angle,b'r_prox_pin'_joint_vel,b'r_prox_pin'_joint_react_forces,b'r_prox_pin'_joint_motor_torque,b'r_distal_pin'_joint_angle,b'r_distal_pin'_joint_vel,b'r_distal_pin'_joint_react_forces,b'r_distal_pin'_joint_motor_torque,contact_point_l_dist,contact_normal_l_dist,contact_distance_l_dist,contact_norm_force_l_dist,contact_point_r_dist,contact_normal_r_dist,contact_distance_r_dist,contact_norm_force_r_dist
32,Move,-0.018344909156359845,0.17701922518833427,0.03084175987622212,5.646701852467901e-05,0.016379254617580788,0.06569408056936814,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.5492740013106144,-0.06433890759944916,0.11440907418727875,0.0,0.0,-0.0,0.019180820362209573,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.2819131077686496,0.046779949218034744,0.12215779721736908,0.0,0.0,-0.0,0.2584669115377691,0.5363525140826452,-3.1011483179642063,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-63.269321446810885,-0.5060959368671162,5.75933029878936,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-35.50145708259714,-0.26911965481745426,3.0704261231816,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",62.58937425143892,0.5190877610339943,-5.110141918821831,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",31.737447378808262,"(-0.04882962503766599, 0.19222312180991, 0.0009078571702396)","(0.9977790657668373, 0.0665683578282673, 0.0023642448065189525)",-0.002661686035065378,456.1439861412422,"(0.010532208325504978, 0.19282388009618112, 0.002161031597149799)","(-0.9976467286900633, -0.06663206960801057, 0.016160817855792865)",-0.0009706829572700068,447.3126646567137
33,Move,-0.020442165170594443,0.17860361208817166,0.031561405465435934,-0.0006327660966621104,0.032009903007517264,0.05521149484716936,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.5477035274693065,-0.0642424151301384,0.1144680306315422,0.0,0.0,-0.0,0.05729611741402884,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.2490241787792143,0.044495001435279846,0.12277904152870178,0.0,0.0,-0.0,0.25515574601087015,0.5538874799244148,1.4841594716654594,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.265244636790563,-0.49194730607594056,-0.36958511705097236,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.32740906900181893,-0.246703637916822,0.5569288270449617,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.5956751863689849,0.505457896178432,0.306712782846752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.9360528021166771,"(-0.05167996651555709, 0.19231959320704775, 0.0018709212420592223)","(0.9983696506985759, 0.05706403734310056, 0.001317651740402535)",-0.0014261080949196595,0.0,"(0.00848202427744893, 0.19355853240873966, 0.0021690841266255936)","(-0.9978376042713762, -0.06110506781732662, 0.02421334733158922)",-0.0013391846642700205,11.742084226984366
34,Move,-0.02392852205097485,0.1784143947088191,0.030703947196109492,-0.0004267264949856768,-0.0017793365258553042,0.07389488303356144,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.5771972975850511,-0.06603877991437912,0.11333566159009933,0.0,0.0,-0.0,0.08427560849389543,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.23320911333923897,0.04338926449418068,0.12305094301700592,0.0,0.0,-0.0,0.2724619661009677,0.5819676224110121,1.1448659098218368,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.18666282792014594,-0.49282429853460036,0.023386465564261563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.01416253060046234,-0.23014118174904186,0.736294714445724,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.47326685265593943,0.5054309903155675,-0.05760840587945384,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.31067584465922393,"(-0.05558104015973554, 0.1914977793208299, 0.0018709212420592223)","(0.9983696506985759, 0.05706403734310056, 0.001317651740402535)",-0.000317932641484251,0.0,"(0.006154411434045194, 0.19321619323809328, 0.002090439131045969)","(-0.9974705085785629, -0.07033504756624875, 0.010274512147857446)",-0.0008812199823585526,4.151038545618437
35,Move,-0.02649522616572717,0.17816558463010945,0.030478666300952813,-0.0021761741387197166,0.001724822734950692,0.09699144176275429,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.6036996061038458,-0.06762382388114929,0.11227335780858994,0.0,0.0,-0.0,0.11095454144085366,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.2164062495665211,0.042209915816783905,0.12332063168287277,0.0,0.0,-0.0,0.2886157299749061,0.6083907010893406,1.1258712680064522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.26689716335038627,-0.4927558527424825,-0.0025979733630901603,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.029533803437847617,-0.21344926335117806,0.7096733529244804,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.11567668365611261,0.5050628839360852,0.00981617011952629,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.008785422771806594,"(-0.05294145783714302, 0.134018931700677, 0.0009050167313797937)","(0.9975228474467654, 0.07034322157604912, 1.9189750018725207e-15)",-0.0005358928338009446,1.0272418989699545,"(0.003846535102254668, 0.19287526569102736, 0.002090439131045969)","(-0.9974705085785629, -0.07033504756624875, 0.010274512147857446)",-0.00037990357700437127,0.0
36,Move,-0.028840514878107498,0.17791066663311478,0.03054227796548259,0.000645216483483934,-0.004061726149577549,0.10700721754936637,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.6293085279229073,-0.06912818551063538,0.11120729148387909,0.0,0.0,-0.0,0.13658271665186358,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.20009295292967408,0.04106074944138527,0.12356346100568771,0.0,0.0,-0.0,0.3040664763787671,0.6337948398976508,1.076693261572646,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.18165302232985098,-0.49272891397080837,-0.0007183672446444689,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.014464866410686273,-0.19718915263089754,0.6969099427913961,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.2520950122239367,0.504168233769669,0.0021168864807480647,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.712242051345156,"(-0.05500580612217715, 0.13330375581757567, 0.0001844598503742273)","(0.9945578695184963, 0.10418562366674865, -0.0)",-0.0002522438743150032,0.0,"(0.0016273204504564168, 0.1925170794615789, 0.002090439131045969)","(-0.9974705085785629, -0.07033504756624875, 0.010274512147857446)",-8.52034538690195e-05,5.612272168181248
37,Move,-0.030905941242538593,0.17776682092641222,0.030629546824336502,0.00011651608210114424,-0.0010567470078143122,0.11347986470438723,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.6536967423340354,-0.07053501158952713,0.11015656590461731,0.0,0.0,-0.0,0.16100844200698716,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.18438946700615919,0.03995094075798988,0.12377948313951492,0.0,0.0,-0.0,0.31934432498760995,0.6579724824921569,1.0261961246122882,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.27258343491214576,-0.49267529104773045,0.003109638906194492,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.04530052039223181,-0.18164012186039022,0.6598455506057133,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.10759203760837606,0.5037772272423142,0.010426840729461873,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.008204684082511437,"(-0.05695650642596243, 0.13259135152247015, 0.0001844598503742273)","(0.9945578695184963, 0.10418562366674865, -0.0)",-6.0616193635564164e-05,1.4126693449081718,"(-0.0005586395257121263, 0.19220851086857552, 0.00038095620805442065)","(-0.9936516573023452, -0.11203267612523875, 0.010250044903321232)",-9.124888810748004e-05,0.0
38,Move,-0.03259245518832684,0.17755210319462272,0.030796572229794043,-0.0022285391754868367,0.0072046843316203235,0.12623343038600027,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.6769715304580861,-0.07185333967208862,0.10912208259105682,0.0,0.0,-0.0,0.18429436402377036,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.16951174309043884,0.038896478712558746,0.12396804243326187,0.0,0.0,-0.0,0.3336091639810072,0.6810502703561547,0.978893172222536,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.15937120658967613,-0.4926769772525783,4.4965463251450926e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.011871681892863618,-0.1669120749865941,0.6239219962719359,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.3783463667989904,0.5029720914658106,-0.03570922207744563,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.24803883218307593,"(-0.058797081231521636, 0.1318395847092362, 0.0006475442606414984)","(0.992265187327223, 0.12413620752411789, -1.470996615340732e-15)",0.00035856895642821427,0.0,"(-0.002591131466435387, 0.19183107838473262, 2.605891809265876e-05)","(-0.9922149042591081, -0.12410642556128294, 0.010352724302848844)",-1.2196569418190882e-05,3.3437693270436726
39,Move,-0.03478308441712033,0.1770503674063893,0.03043180416539901,0.0062508704480821525,-0.0062943641180787,0.13296108871276682,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.6989440687266074,-0.07307549566030502,0.10811758786439896,0.0,0.0,-0.0,0.2062671411677727,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.15563434479392535,0.03791049122810364,0.1241297647356987,0.0,0.0,-0.0,0.3468582090276804,0.7027699203402841,0.9182238740704795,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.14957292302254258,-0.4926768666202722,-2.9501948284327284e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0111422886597395,-0.15323911989296007,0.5748520753685458,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.10096452602381326,0.5024871264799297,-0.001295095964148939,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.005889799114629593,"(-0.06052051625456242, 0.13110954842218472, 0.00036872593577952535)","(0.9915007954189086, 0.13010062522398416, -0.0)",0.0005926232083375854,0.0,"(-0.004468534612364156, 0.19143016335888313, 0.00016582215831312917)","(-0.9911011591049849, -0.13137860834348997, 0.021404525000180377)",1.967488692374879e-05,0.04683277891135415
40,Move,-0.036143662107598055,0.17698422118184773,0.030309678717275843,-0.002741788805361043,0.0009494546833516164,0.1431281391455768,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7196971670258397,-0.0742093026638031,0.10714438557624817,0.0,0.0,-0.0,0.22702281799833884,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.14278892988339295,0.03699590265750885,0.12426725029945374,0.0,0.0,-0.0,0.3578320291476569,0.7233270481902451,0.8711514903467403,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.14183491471687268,-0.4926746807252454,-5.829053404893261e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.010565952526880043,-0.14046238939948058,0.5583689288599136,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.6132311778408233,0.5006436532105016,0.005447209081432716,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.4068980306952463,"(-0.06213141392496081, 0.13037355780047824, -6.324732043684392e-05)","(0.989993224601478, 0.14111490085447218, 1.0998078962803674e-15)",0.0011545936010166403,0.0,"(-0.006124565408837733, 0.19111325508259655, 1.8662363879548043e-06)","(-0.9899921457256433, -0.1411101292015609, 0.0018662363879552812)",-1.138488896677189e-05,18.650821888253994
41,Move,-0.037956485447230036,0.1767432369354608,0.03057061363780839,-0.00022632663861724147,0.0003312374797843907,0.14797133593142064,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7398005813863145,-0.07528812438249588,0.10617941617965698,0.0,0.0,-0.0,0.24712574787895725,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.12952261688467415,0.03604957461357117,0.1243969053030014,0.0,0.0,-0.0,0.3704842515559546,0.7433532249665761,0.852636637385979,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.13876466072220311,-0.4926726348187971,0.0005292619585905409,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.010284935470162812,-0.12712855253758426,0.5745766018779097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.08372651175003672,0.5000707971520996,0.015340684980156762,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0011366857059998214,"(-0.06367928219830085, 0.1296446231540757, 1.804890965731551e-05)","(0.9897742705661183, 0.1426425368720992, 5.419456121344076e-16)",0.0012901438496703325,0.0,"(-0.007911239322476657, 0.1906910529879036, 0.00016824455021550636)","(-0.9890360821273141, -0.14726305461565908, 0.011010040668337212)",-1.3710103874220028e-05,0.0
42,Move,-0.03959188829577646,0.1764219414831375,0.030597961391882866,0.0008898157388059555,-0.0005373278650245227,0.15484517539796794,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7589216190015019,-0.07629603147506714,0.10524165630340576,0.0,0.0,-0.0,0.26625025958244924,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.11694363044123632,0.035150762647390366,0.12450823187828064,0.0,0.0,-0.0,0.3825758901906206,0.7622495240903593,0.7987150619285874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.12998543036575957,-0.4926714672842636,-3.1134254226738935e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.009684499165446248,-0.11475840775033214,0.5244529858412897,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.05233992903881921,0.49965761829116256,0.03313648889186744,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.010506518664581932,"(-0.06513441141614199, 0.1289031278971356, -0.00010152061699132101)","(0.9888941982891915, 0.1486212117767078, -5.388055571098957e-16)",0.001357689671741183,0.0,"(-0.009604463231957447, 0.19026089043339842, 0.00023078279981140755)","(-0.9880814725883107, -0.15222845007487093, 0.022836429570271214)",-1.0332118981710034e-05,0.10005168644382059
43,Move,-0.04103622821198621,0.17627710744001268,0.030726292435732615,-0.003862017244764119,0.00163327307136166,0.15891714807562493,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7767965978660936,-0.07722189277410507,0.10434772074222565,0.0,0.0,-0.0,0.2841250504920195,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.10551285803416949,0.03433283790946007,0.12459958344697952,0.0,0.0,-0.0,0.3938493079051569,0.7799041526940219,0.7458038758915322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.12143333835893205,-0.4926715438862043,2.042718419748013e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.009048382239470434,-0.10355661771635788,0.46949776959215295,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.42101611048104376,0.49924684350709014,-0.02767026819643487,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2551163205277325,,,,,,,,
44,Move,-0.04572759971378186,0.1770459786603047,0.032712148883900984,0.020671279054056763,0.03387670490769308,0.3220547365198537,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7306133040711633,-0.07479751110076904,0.1066230982542038,0.0,0.0,-0.0,0.2386962282964417,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.04982938945808748,0.030336230993270874,0.1249106302857399,0.0,0.0,-0.0,0.4431381613329824,0.7187166367932027,-2.8552013467660617,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-65.16028590952911,-0.47180358705760006,4.8272410859384145,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-31.140719171531323,-0.03755833349963991,2.9450539552565216,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",55.87790392936108,0.46316245763088015,-7.153212856155316,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",30.6279690980314,"(-0.06300399964359839, 0.13005733712120804, 0.002348860781350895)","(0.9724740248474117, 0.2330113108779823, -0.0)",-0.0023422716865353008,120.95242881296943,"(-0.017901741333675628, 0.18692045736501556, 0.006151021421443806)","(-0.9514186417092628, -0.3050790602904313, 0.041585276004959176)",-0.00033984050903879945,404.8427855877423
45,Move,-0.04677970106336488,0.17828655912965477,0.03286127708857902,-0.0029289990708500045,0.0432825914594916,0.3237723694121307,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7243829935977734,-0.07446249574422836,0.10692140460014343,0.0,0.0,-0.0,0.2709161126306655,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.01778497934148092,0.028030451387166977,0.1249886155128479,0.0,0.0,-0.0,0.41508448073171744,0.7287132567500347,1.039258377270419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.1631029399520285,-0.4525943852878657,0.20939605352231475,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.897975410244726,-0.015367443582073117,0.5802085347284022,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.154875921546344,0.4336967241330728,0.19855939366592776,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.178218055461058,"(-0.07874508746786685, 0.18585821387730672, 0.0037784100799712027)","(0.9460530917022584, 0.32388667922885345, 0.008998149737812626)",-0.004514571174484919,35.23877250877086,"(-0.018440880447841215, 0.18829904326505656, 0.006143306371058127)","(-0.9480428013591413, -0.3163347192573248, 0.0338702256192814)",-0.000673463123676391,43.405567225671746
46,Move,-0.04956262712062977,0.17817394108857376,0.032326054438129886,-0.001768970131459424,0.026471676780848236,0.2995192562139793,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7443247339199551,-0.07552822679281235,0.10595927387475967,0.0,0.0,-0.0,0.29725468759315127,0.026750000193715096,0.05299999937415123,0.0,0.0,0.0,-0.00040013281443870683,0.02677880972623825,0.1249999925494194,0.0,0.0,-0.0,0.4297594957369821,0.7476518173053918,0.7984841789256153,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.251547096851001,-0.44543876641370594,0.3915199476956127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.554919410110155,0.002955486459004855,0.8053486304917322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.823430749239511,0.42691037589242836,-0.7798181525219854,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.392802103921399,"(-0.0818925733269305, 0.18477617131837865, 0.0033157187092788757)","(0.9546653073707816, 0.2976773704967436, 0.0015277423851496538)",-0.0029726509035107986,23.635493492974973,"(-0.0206231105830788, 0.1876419819010985, 0.006145806677114366)","(-0.9540168088741892, -0.2975384224115409, 0.036370531675521796)",-0.0005815555064076192,53.67262200101761
47,Move,-0.051518945542424324,0.17725165452417344,0.03193764936227381,-0.002454054430581836,0.012490639544267079,0.32193944865422436,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7628747311563058,-0.07650216668844223,0.1050453782081604,0.0,0.0,-0.0,0.3230568117809108,0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.017542836343031182,0.025486981496214867,0.12498892098665237,0.0,0.0,-0.0,0.434554494164922,0.7661692805706151,0.7906805229938119,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.286972835181451,-0.43856233527567035,0.3013539990189384,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.135592076297865,0.020652024624726185,0.746205355628916,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.9495537429064225,0.4152330767942086,-0.4268627901007275,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.3086046995081864,"(-0.08489781577217473, 0.1836718467510767, 0.0033157187092788757)","(0.9546653073707816, 0.2976773704967436, 0.0015277423851496538)",-0.0017878610222675502,23.930540909983836,"(-0.0222147631509522, 0.18740289639111993, 0.006145806677114366)","(-0.9540168088741892, -0.2975384224115409, 0.036370531675521796)",-0.0004392085928405652,39.02221611987444
48,Move,-0.05384258807043479,0.17601782499353336,0.031398920583893555,0.001690599406956653,-0.00456032570086911,0.34867711845146954,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7802191137861454,-0.07739733159542084,0.10417468100786209,0.0,0.0,-0.0,0.34588809241631463,0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.03597178783914651,0.024160590022802353,0.12495341897010803,0.0,0.0,-0.0,0.44492712993116934,0.7833148851678303,0.7429815858900439,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.901928322350192,-0.43312841072111635,0.2886396013071916,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.053205306794838,0.0392926194930132,0.7970003642285844,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.066111458547908,0.40659515140286695,-0.5664460799406614,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.412062677637782,"(-0.08746887035460785, 0.18226471227133734, 0.0012779886373614827)","(0.9430395467025757, 0.332680442228486, 0.0003697481025777146)",-0.001452440016736056,20.119057773836502,"(-0.024185972499403373, 0.18686925648547106, 0.006145806677114366)","(-0.9540168088741892, -0.2975384224115409, 0.036370531675521796)",-0.0002675176865465188,39.88184921832147
49,Move,-0.05569875748045922,0.17582289990330827,0.03133779238875477,0.0007524055711595616,-0.003471214379141228,0.3680919137127502,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.7964251229614798,-0.07821998000144958,0.10334720462560654,0.0,0.0,-0.0,0.36893277791818635,0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.05507218052368982,0.022786807268857956,0.12489084154367447,0.0,0.0,-0.0,0.4509753153429639,0.7991980143803966,0.6654998083796443,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.873721173821414,-0.42622094975890695,0.30513696994415107,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.365212883080856,0.058509680464709994,0.8250010897127416,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.710207740539107,0.3935772401196067,-0.5582187937267291,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.768296367637087,"(-0.09008824599102318, 0.18118442992193007, 0.0012779886373614827)","(0.9430395467025757, 0.332680442228486, 0.0003697481025777146)",-0.0007738371258268924,26.209188798064147,"(-0.025933347896480226, 0.18651313560763605, 0.006145806677114366)","(-0.9540168088741892, -0.2975384224115409, 0.036370531675521796)",-0.0001589362052841698,43.19811026188423
50,Move,-0.057569938029790955,0.17559237247851722,0.03119641492389226,-0.0005280271764668508,0.0004935316791731562,0.38710164186010754,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.8117918460473107,-0.07898754626512527,0.10255036503076553,0.0,0.0,-0.0,0.3912148415430398,0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.07551052506004352,0.021318407729268074,0.12479483336210251,0.0,0.0,-0.0,0.45768856494605553,0.8145080050522151,0.6518699421286317,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.987765375542214,-0.41930528365003245,0.3052134373907507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.2530841507837245,0.07925517286353632,0.8987139667089068,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.385423945207274,0.3796327253672098,-0.6108735130152922,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.197950773457082,"(-0.09258710262798957, 0.18010383839741317, 0.0012779886373614827)","(0.9430395467025757, 0.332680442228486, 0.0003697481025777146)",-0.0003049807454660204,23.72178261531641,"(-0.028190681323426517, 0.18683983024451523, 0.000768029369262055)","(-0.9273354326025276, -0.3742129837868978, 0.003692994068463466)",-0.00031556405656849615,51.96626264770317
51,Move,-0.05927221904121436,0.17477085689519445,0.031274802428416446,-0.00055234885129029,-0.0009416040481507691,0.40633816256451133,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.8257376157670475,-0.07967346161603928,0.10181707888841629,0.0,0.0,-0.0,0.41159787594909036,0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.09563182842618477,0.019874999299645424,0.12467101216316223,0.0,0.0,-0.0,0.46405065461159867,0.8281078605738668,0.5688500962350941,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5.221778629290485,-0.4130031122810893,0.27280125278738904,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.845279250802705,0.0991337717558074,0.8404668372010471,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.464129826585927,0.36605518637949314,-0.5672652695116698,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.192189365330824,"(-0.09485085621476746, 0.17907726047573383, 0.0012779886373614827)","(0.9430395467025757, 0.332680442228486, 0.0003697481025777146)",1.8951269279818867e-05,13.157162551282957,"(-0.030002303575795204, 0.1863468770768891, 0.0008429407460552766)","(-0.9199370999517772, -0.39201793878480756, 0.006137410139871378)",-0.000327180446652794,52.34957551514286
52,Move,-0.060895636620672634,0.17378133590843906,0.031245848480648177,0.0014215007840804176,0.0011919452261468831,0.43483760709185404,-0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.8373966161210515,-0.08023901283740997,0.10119673609733582,0.0,0.0,-0.0,0.4292690941247485,0.026750000193715096,0.05299999937415123,0.0,0.0,-0.0,0.11437134663295946,0.01853320375084877,0.12452960759401321,0.0,0.0,-0.0,0.4705231938994087,0.8391863671275877,0.4295393109522917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.47628995404448,-0.40839837498998993,-0.06500435178748631,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.46105766199873244,0.11770748343884614,0.8006730526230575,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.920293403634089,0.3556715780684494,-0.11528422104823255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.844607789150606,"(-0.07310352661021055, 0.12645321475952567, 0.0008514658058498014)","(0.9126420075667899, 0.4087597901267435, 1.0768943207347869e-15)",-0.0003329696889358787,25.989189178892712,"(-0.03173769029674582, 0.18587041806065327, 0.0007952467314255143)","(-0.9107192823653335, -0.41300148893083205, 0.0044898629029855325)",-0.00032756080028466646,34.248418515576375
