frame,pitch,rmag,roll,tmag,x,y,yaw,z
0,0,0,0,0,0.0,0.0,0,0
1,0,1.489981792341237,0,0,-0.00012171101575688276,7.952624344700898e-05,0,0
2,0,1.492852510604322,0,0,-0.00031165209763788144,5.1198902598414975e-05,0,0
3,0,1.531044881968838,0,0,-0.0004030267053853173,-5.661883400057133e-05,0,0
4,0,1.58242618752188,0,0,-0.0006355943333363171,-1.1031529661392758e-05,0,0
5,0,1.5762024197336657,0,0,-0.0006325125167455823,-7.180234740111757e-10,0,0
6,0,1.574387788919662,0,0,-0.0006288310003996858,-1.6655733582060517e-06,0,0
7,0,1.573061154809458,0,0,-0.0006300277485065709,-4.0954037122675757e-07,0,0
8,0,1.5720234979536138,0,0,-0.0006309775268242563,6.152703460882147e-07,0,0
9,0,1.5710325954273547,0,0,-0.0006318962087344139,1.6278364098343268e-06,0,0
10,0,1.570905046627872,0,0,-0.0006319790851466833,1.760724387400714e-06,0,0
11,0,1.5708588141015365,0,0,-0.0006320247088548111,1.816142908617202e-06,0,0
12,0,1.5708283424582028,0,0,-0.0006320566562190266,1.8556319602014426e-06,0,0
13,0,1.570808258743203,0,0,-0.0006320796002832457,1.8846362844771036e-06,0,0
14,0,1.5708480552285167,0,0,-0.0005812827168454084,1.1438460536083994e-05,0,0
15,0,1.5708594624299683,0,0,-0.0004937186795395297,2.207714614474443e-05,0,0
16,0,1.5708285046803014,0,0,-0.0004818632912123627,2.464714550956537e-05,0,0
17,0,1.5708083654793654,0,0,-0.00048188528149479615,2.467625598562284e-05,0,0
18,0,1.5326390802710044,0,0,0.0007209137916541814,0.001131062335872346,0,0
19,0,1.484875690845137,0,0,0.0008429400525575658,0.0012570274068417764,0,0
20,0,1.4787117453612857,0,0,0.0009597147940058525,0.001275398635848246,0,0
21,0,1.5129759074433247,0,0,0.0010741382259620343,0.0011540082379827565,0,0
22,0,1.5590551528661372,0,0,-0.0004786300444305369,0.004345641918689996,0,0
23,0,1.5784751905940257,0,0,-0.001042894373158194,0.008310877719426013,0,0
24,0,1.5657315223236636,0,0,-0.001543272390804454,0.009937640859162516,0,0
25,0,1.55738084794632,0,0,-2.6153980427421654e-05,0.011629068871523679,0,0
26,0,1.5593752571143629,0,0,-4.554073975204993e-05,0.013073382843214743,0,0
27,0,1.57309749141489,0,0,-4.8889469299931584e-05,0.013158461455853976,0,0
28,0,1.5595603646223435,0,0,0.0005841368067983657,0.013813375267682199,0,0
29,0,1.5556262239826235,0,0,0.0005576095683879959,0.014277698263449712,0,0
30,0,1.5735538529562894,0,0,0.0005609941171440234,0.014255290382253677,0,0
31,0,1.5607934742837324,0,0,-0.0005883306398909661,0.0149391061497611,0,0
32,0,1.5610031112128782,0,0,-0.000637036676881964,0.015673665496802908,0,0
33,0,1.5707102141613227,0,0,0.0015954555510195845,0.017028729135778214,0,0
34,0,1.5710201039945304,0,0,0.0015222788530549138,0.018340943350018957,0,0
35,0,1.5709487056625966,0,0,0.0015221430437199171,0.01834127651597095,0,0
36,0,1.5704276884148503,0,0,-0.00018000134343028296,0.019266545462817197,0,0
37,0,1.570449003048219,0,0,-0.0010737124765357355,0.020121194079701143,0,0
38,0,1.5715617537958457,0,0,-0.0013110924715967246,0.021248873405733837,0,0
39,0,1.57065933713636,0,0,-0.0020674499719051842,0.02190324190620127,0,0
40,0,1.5707924753260238,0,0,-0.002068166676605375,0.021903063869752715,0,0
41,0,1.5717809311684265,0,0,-0.0018624995431001925,0.022840901913855655,0,0
42,0,1.569875704192456,0,0,-0.0025695524846409126,0.023400614201586345,0,0
43,0,1.5719794958538116,0,0,-0.002904123898227766,0.02450714801459461,0,0
44,0,1.5716620355410929,0,0,-0.0051829350706533266,0.026823660409312944,0,0
45,0,1.5779084820441573,0,0,-0.005629549196831526,0.028995956137566642,0,0
46,0,1.5658831326700609,0,0,-0.006915340512945084,0.03070360396571245,0,0
47,0,1.5659786537569784,0,0,-0.007129114779529065,0.030850161374482876,0,0
48,0,1.5693662303147835,0,0,-0.00900706986348658,0.03453992329242281,0,0
49,0,1.5538374783634004,0,0,-0.011346391387582429,0.042095057709157085,0,0
50,0,1.5686677094991273,0,0,-0.012209833862821552,0.04980458013390843,0,0
51,0,1.580361535918584,0,0,-0.012642279827222424,0.05660674660662396,0,0
52,0,1.5621269511601183,0,0,-0.012861684560252516,0.060702019373671146,0,0
53,0,1.5776547183909404,0,0,-0.013216243764500276,0.06334640982788306,0,0
54,0,1.5769715408388727,0,0,-0.013422892238741213,0.06413585638328428,0,0
55,0,1.5732680436007944,0,0,-0.013017100994387272,0.0648597969691116,0,0
56,0,1.5236816010580485,0,0,-0.018803589635788244,0.06907699718515295,0,0
57,0,1.508759577473861,0,0,-0.024023619602921802,0.07346393237806925,0,0
58,0,1.553310162879653,0,0,-0.02601727716784128,0.07791858581088384,0,0
59,0,1.5931633159056866,0,0,-0.02694121467577554,0.08101941892297868,0,0
60,0,1.5693882868904978,0,0,-0.02655288267122772,0.08226934384532933,0,0
61,0,1.5619773617758852,0,0,-0.026525088892584828,0.0823788142593562,0,0
62,0,1.5652957387464297,0,0,-0.026523894709686902,0.0823751137129192,0,0
63,0,1.568256588657314,0,0,-0.02652330168090308,0.0823716816523761,0,0
64,0,1.569132266249645,0,0,-0.02652273573794818,0.0823709236476862,0,0
65,0,1.5697005986588675,0,0,-0.0265223707921341,0.08237045007318247,0,0
66,0,1.5700750115286044,0,0,-0.026522134783764226,0.08237014319408073,0,0
67,0,1.5703217772922133,0,0,-0.02652198124533217,0.0823699431211928,0,0
68,0,1.5704844161605505,0,0,-0.02652188094885937,0.08236981222338777,0,0
69,0,1.5705919311871517,0,0,-0.026521814918472816,0.08236972624352076,0,0
70,0,1.5706629907788086,0,0,-0.02652177128766757,0.08236966978001195,0,0
71,0,1.570709836301188,0,0,-0.026521742609062208,0.08236963269043082,0,0
72,0,1.5707407128545023,0,0,-0.02652172377620845,0.08236960831478465,0,0
73,0,1.5700626710201875,0,0,-0.026519245535410994,0.08237023699015053,0,0
74,0,1.5491168893305343,0,0,-0.02646515023859679,0.08241089448661845,0,0
75,0,1.53788716026216,0,0,-0.026352125896280006,0.08243712756670543,0,0
76,0,1.4489748815326517,0,0,-0.02619575349041095,0.08285504017950293,0,0
77,0,1.3809059693571775,0,0,-0.026148575684764103,0.08246223740573785,0,0
78,0,1.2539189680082075,0,0,-0.026303747981702933,0.08411815211863524,0,0
79,0,1.1678365264105717,0,0,-0.02628345430924549,0.0849036653064564,0,0
80,0,1.121422241081288,0,0,-0.026240331153080085,0.08382613237298317,0,0
81,0,1.0742659149437985,0,0,-0.026197249229399377,0.08274962972959402,0,0
82,0,1.0262656039755833,0,0,-0.026154207233421156,0.08167412477325317,0,0
83,0,0.9773219196451758,0,0,-0.026111211523221673,0.080599776375369,0,0
84,0,1.0169484632391026,0,0,-0.026623202942128797,0.07855782599149608,0,0
85,0,1.1007339195393446,0,0,-0.027457305246607368,0.07573247176113418,0,0
86,0,1.209067850426145,0,0,-0.02844559195900011,0.072709996428795,0,0
