,JA_diff_l_prox_4.995295553695253e-05,JV_l_prox_-0.00036147006903695315,JA_diff_r_prox_0.00766657621468392,JV_r_prox_1.830015629906703,JA_diff_l_distal_0.006016687326800391,JV_l_distal_1.4143333838474956,JA_diff_r_distal_-0.006923696906943017,JV_r_distal_-1.6293928251414427,EUC_dist_l_prox_0.0,EUC_dist_l_distal_0.00011251488163758699,EUC_dist_r_prox_0.0,EUC_dist_r_distal_0.0005429137884737607,EUC_dist_cube_controller_0.0005167872558960111,EUC_dist_cube_human_0.0013630974095162366
69,0.000814715021436152,0.1955316051446661,0.001552619791029608,0.3726287498471097,0.0010257844752860068,0.246188274068634,-0.0008523022004994774,-0.204552528119882,0.0,5.4697063190354514e-05,0.0,9.090789208871803e-05,0.0001898566848303959,0.0014321149998714872
70,0.0008668209676020444,0.2080370322244918,0.0018298083833585554,0.4391540120060469,0.0011485482808856196,0.2756515874125543,-0.00100359477626899,-0.2408627463045526,0.0,5.865821804805287e-05,0.0,0.00011178822947073871,0.000214641112768368,0.001432114999871502
71,0.0009065064625530805,0.2175615510127332,0.002096187471284594,0.5030849931083152,0.0011888499239762762,0.2853239817543089,-0.0013014520836511778,-0.3123485000762818,0.0,6.240648515344168e-05,0.0,0.00013174629929713,0.00024305593266851357,0.001432114999871486
72,0.0009481008701658356,0.2275442088398035,0.002367268744549844,0.568144498691973,0.0013426134546391522,0.3222272291134088,-0.0015257463428933749,-0.3661791222943978,0.0,6.527241773933235e-05,0.0,0.00015092521523645967,0.00028149366626708974,0.0014321149998714885
73,0.000992718105716217,0.2382523453718938,0.002638165705766804,0.633159769384025,0.0015976886032874615,0.3834452647889802,-0.0016238109303507997,-0.3897146232841901,0.0,6.825819232101997e-05,0.0,0.000170443677439162,0.00031840561641087515,0.001432114999871486
74,0.0010321440072746935,0.2477145617459277,0.002899552949337858,0.6958927078410853,0.0017820316348656773,0.4276875923677583,-0.0017860163740976986,-0.4286439297834603,0.0,7.148168255281e-05,0.0,0.00018994733581769778,0.00035015248686930936,0.0014321149998714885
75,0.0010661283729119786,0.2558708094988801,0.0031537863560751056,0.7569087254580315,0.001963264961893363,0.4711835908544197,-0.0019547521077253327,-0.4691405058540838,0.0,7.430845177284557e-05,0.0,0.00020876490935748114,0.00038107554746551555,0.0014321149998714835
76,0.0010966444968351086,0.2631946792404164,0.0034027917924212003,0.8166700301810993,0.0021443286307073484,0.5146388713697564,-0.0021253256168749513,-0.510078148049985,0.0,7.676541307813749e-05,0.0,0.00022707157171648727,0.00041150805771827156,0.0014321149998714885
77,0.0011236683879086717,0.2696804130980755,0.0036465699662772133,0.8751767919065361,0.0023256938854144815,0.558166532499477,-0.00229690461812726,-0.5512571083505483,0.0,7.895589528723908e-05,0.0,0.00024500262129825365,0.00044143443173457516,0.0014321149998715007
78,0.0011472022558963735,0.2753285414151294,0.00388518036706742,0.9324432880961796,0.0025075824120740497,0.6018197788977769,-0.00246904383946156,-0.5925705214707677,0.0,8.090884887568485e-05,0.0,0.0002625576256381595,0.00047082957121616267,0.0014321149998714885
79,0.001165697832724799,0.279767479853951,0.00411849210777826,0.9884381058667712,0.0026969066139517217,0.6472575873484175,-0.002650990990404334,-0.6362378376970376,0.0,8.259326998176169e-05,0.0,0.0002797276497668521,0.0004424495850892651,0.0014321149998714835
80,0.001185369419883342,0.2844886607720001,0.0043487392516897705,1.0436974204055451,0.002662559247827989,0.6390142194787136,-0.0030686335178676805,-0.7364720442882502,0.0,8.393272828046197e-05,0.0,0.00029653070952204055,0.00036120545104055736,0.0014321149998714885
81,0.0011964136815316717,0.2871392835676133,0.004571014125698936,1.0970433901677423,0.0030983027323965295,0.7435926557751665,-0.0029515288045763866,-0.7083669130983282,0.0,8.534470409588849e-05,0.0,0.0003131100978611017,0.00039402543724376224,0.0014321149998714885
82,0.001211884042582101,0.2908521702196925,0.004794231785144265,1.150615628434634,0.0032562143769513385,0.7814914504683137,-0.003148894534631075,-0.7557346883114614,0.0,8.614295427985876e-05,0.0,0.00032911498879703495,0.0004090447688521394,0.0014321149998714885
83,0.0012188116986874276,0.2925148076849819,0.00500581813260681,1.2013963518256234,0.0034409744657200036,0.8258338717727962,-0.0033167274877405895,-0.7960145970577468,0.0,8.725352160938164e-05,0.0,0.00034517981019030377,0.00042494816172949164,0.0014321149998714885
84,0.0012236825400340212,0.2936838096081769,0.005213083784576744,1.2511401082984115,0.003623181748486637,0.8695636196367972,-0.003485717670962729,-0.8365722410310602,0.0,8.775871642372688e-05,0.0,0.00036042238529296593,0.0004403835207924344,0.0014321149998714835
85,0.0012257054474249518,0.294169307381992,0.005415023356319382,1.2996056055166565,0.0038052757689513994,0.9132661845483382,-0.0036530141651263115,-0.8767233996303204,0.0,8.81028698308877e-05,0.0,0.0003753420509756789,0.0004554386769699243,0.001432114999871503
86,0.0012249323517988797,0.2939837644317252,0.005611633522395132,1.346792045374844,0.003986829378346157,0.9568390508030716,-0.003818798333967144,-0.916511600152105,0.0,8.825491739876539e-05,0.0,0.00038987785761869677,0.0004700867641408469,0.0014321149998714835
87,0.0012214492896212015,0.2931478295090929,0.005802909904642384,1.3926983771141803,0.00416776175535849,1.0002628212860305,-0.003982837819338836,-0.955881076641329,0.0,8.81921977385383e-05,0.0,0.0004040391338699662,0.00048433273045694403,0.0014321149998714835
88,0.0012153120306322984,0.2916748873517439,0.005988853596476829,1.437324863154429,0.004347932390934117,1.0435037738241908,-0.004145038655104516,-0.9948092772250716,0.0,8.794580409426608e-05,0.0,0.00041780737203202375,0.0004981722601263807,0.0014321149998714885
89,0.001206597139526533,0.2895833134863567,0.006169449525461668,1.4806678861108176,0.004527194634662668,1.086526712319042,-0.004305256270904945,-1.0332615050171745,0.0,8.749884993200732e-05,0.0,0.000431196573527822,0.000511603004356402,0.0014321149998714885
90,0.0011953506903377153,0.2868841656810585,0.00634470493852185,1.5227291852452305,0.004705423369911643,1.129301608778804,-0.00446342488657725,-1.0712219727785466,0.0,8.6878595570346e-05,0.0,0.00044419899143381496,0.0005246201392383811,0.0014321149998714885
91,0.001181657698989591,0.2835978477575029,0.006514605478963653,1.5635053149512967,0.004882502109104014,1.1718005061849526,-0.0046193648524193165,-1.1086475645806386,0.0,8.606198188505804e-05,0.0,0.0004568210518525627,0.0005372244860974742,0.0014321149998714983
92,0.001165578293052305,0.2797387903325602,0.006679155632147327,1.602997351715351,0.0050582754254547835,1.2139861021091432,-0.00477303104085669,-1.1455274498055976,0.0,8.508009057979431e-05,0.0,0.00046904888788976563,0.0005494098922891141,0.0014321149998714885
93,0.0011471757974926833,0.2753221913982456,0.006838352484814014,1.641204596355377,0.005232633173940182,1.2558319617456473,-0.0049243108370095046,-1.1818346008822846,0.0,8.392254246115245e-05,0.0,0.00048089927212638167,0.000561174406734281,0.0014321149998714885
94,0.0011265382233036636,0.2703691735928824,0.0069921936560981,1.6781264774635287,0.005405458603853441,1.2973100649248257,-0.005073060436989851,-1.2175345048775514,0.0,8.259970007305709e-05,0.0,0.0004923618885467553,0.0005725184871282033,0.0014321149998714885
95,0.0011037239699851487,0.264893752796443,0.007140686960259601,1.713764870462303,0.005576625531745427,1.3383901276189007,-0.005219227683602945,-1.252614644064696,0.0,8.110728627429296e-05,0.0,0.000503436594760244,0.0005834376517336688,0.0014321149998714885
96,0.0010787997409195116,0.2589119378206813,0.007283834790300592,1.7481203496721465,0.0057460143558420995,1.379043445402104,-0.005362732643430568,-1.2870558344233365,0.0,7.946849617924701e-05,0.0,0.0005141265465874988,0.0005939289576812029,0.0014321149998714983
97,0.001051851706795337,0.2524444096308934,0.0074216497505941725,1.7811959401426132,0.00591350241648414,1.419240579956203,-0.005503487525396422,-1.320837006095153,0.0,7.76741280043948e-05,0.0,0.0005244383496130167,0.0006039915275559572,0.0014321149998714688
98,0.0010229374216550458,0.2455049811972234,0.007554135607141632,1.8129925457139984,0.006078988292867793,1.4589571902882723,-0.005641419834992223,-1.353940760398143,0.0,7.57351840181465e-05,0.0,0.0005343550612561994,0.0006136224983091382,0.0014321149998714885
99,0.0009921442074204423,0.238114609780903,0.007681310415010301,1.8435144996024615,0.006242371215182563,1.4981690916438135,-0.005776431417381045,-1.386343540171446,0.0,7.36473762094866e-05,0.0,0.0005438963214099131,0.0006228228004839045,0.0014321149998714885
100,0.0009595460416174095,0.230291049988174,0.007803187041100168,1.8727648898640572,0.006403519181721551,1.5368446036131602,-0.005908484594496777,-1.418036302679225,0.0,7.143755071778079e-05,0.0,0.0005530517658520318,0.0006315887510012107,0.0014321149998714983
101,0.0009252094069452932,0.2220502576668766,0.007919785568757332,1.9007485365017416,0.006562338361966735,1.5749612068720222,-0.006037525657900611,-1.4490061578961344,0.0,6.908492352410068e-05,0.0,0.000561828035810132,0.0006399189545267371,0.0014321149998714885
102,0.0008892091652717982,0.2134101996652411,0.00803112777669629,1.9274706664071048,0.006718727467448504,1.612494592187642,-0.006163501540245475,-1.479240369658917,0.0,6.661632817357997e-05,0.0,0.0005702242469555419,0.0006478123816813619,0.0014321149998714885
103,0.0008516401363453108,0.204393632722872,0.008137236048681384,1.9529366516835505,0.0068725670257306914,1.6494160861753535,-0.006286349894011223,-1.5087239745626917,0.0,6.402135509212008e-05,0.0,0.000578239116569862,0.0006552690012496123,0.0014321149998714885
104,0.0008125655998069137,0.1950157439536501,0.008238145080903425,1.977154819416829,0.007023781437681231,1.6857075450434975,-0.006406039265034913,-1.5374494236083824,0.0,6.131903060849062e-05,0.0,0.0005858801871770458,0.000662288403411526,0.0014321149998714885
105,0.0007720681938745422,0.1852963665298981,0.008333882421896588,2.000131781255187,0.007172281227857291,1.7213474946857574,-0.006522507664020627,-1.565401839364952,0.0,5.850676423621694e-05,0.0,0.0005931442694962515,0.0006688716041935131,0.0014321149998714983
106,0.0007302380474529802,0.1752571313887148,0.008424488247221418,2.0218771793331225,0.007317958757034448,1.756310101688263,-0.006635731345983276,-1.5925755230359786,0.0,5.558452961737739e-05,0.0,0.0006000382187001218,0.0006750189154378466,0.0014321149998714688
107,0.00068713299969414,0.1649119199266069,0.008509998906193361,2.042399737486417,0.0074607455603723505,1.7905789344893552,-0.006745692896270583,-1.618966295104949,0.0,5.257572556717482e-05,0.0,0.0006065608487532557,0.0006807299405495904,0.001432114999871508
108,0.0006427623872538035,0.1542629729409256,0.008590515773141627,2.0617237855539803,0.007598784369895806,1.823708248774994,-0.00685370300264998,-1.644888720635996,0.0,4.947338396767266e-05,0.0,0.0006127195656341455,0.000686217487195026,0.0014321149998714885
109,0.0005970778053399073,0.1432986732815744,0.008666123921958091,2.079869741269939,0.007730774271334173,1.855385825120194,-0.006960713435113508,-1.67057122442725,0.0,4.6281827657464204e-05,0.0,0.0006185135140594552,0.0006916111369416452,0.0014321149998714788
110,0.0005506082339353791,0.1321459761444822,0.008736573574324613,2.096777657837908,0.007865353660108987,1.8876848784261653,-0.0070611542468361765,-1.6946770192406797,0.0,4.2993305967553654e-05,0.0,0.0006239600107725448,0.0006957948565228012,0.0014321149998714885
111,0.0005034041550979751,0.120816997223527,0.008802206254949485,2.112529501187884,0.00799590621238333,1.919017490972011,-0.007158006190638111,-1.7179214857531475,0.0,3.9644090582580704e-05,0.0,0.0006290298734378335,0.0006997541118821203,0.0014321149998714885
112,0.0004542355886587579,0.109016541278102,0.008862808179461612,2.127073963070784,0.00815866580580027,1.9580797933920715,-0.007263505307418372,-1.7432412737804066,0.0,3.6241193298634376e-05,0.0,0.0006337584909003564,0.0007020406281634604,0.0014321149998714983
113,0.00042236923686023164,0.1013686168464478,0.008904134950136977,2.1369923880328705,0.008505364399916004,2.041287455979849,-0.007575812293529549,-1.8181949504471044,0.0,3.271012609181044e-05,0.0,0.000638118772284758,0.0006874992264774358,0.0014321149998714788
114,0.0005912335676194758,0.1418960562286728,0.008910711671265004,2.138570801103594,0.00773369417397074,1.8560866017529825,-0.010912331606639625,-2.618959585593514,0.0,3.040887909378009e-05,0.0,0.0006410959940774521,0.0005384284982774338,0.0014321149998714983
115,0.0005278356345699287,0.1266805522967762,0.008963655349541633,2.151277283890008,0.007844886707432885,1.8827728097839012,-0.01091047602029771,-2.618514244871442,0.0,4.256514151939001e-05,0.0,0.0006415688797232433,0.0005436599769397094,0.0014321149998714983
116,0.00047584247608956076,0.1142021942614984,0.009126631483146685,2.190391555955187,0.007528001234902604,1.8067202963766376,-0.010242205730109477,-2.4581293752262785,0.0,3.800594839594035e-05,0.0,0.0006453809837169331,0.0006074975329286914,0.0014321149998714788
117,0.00046781105507476273,0.1122746532179465,0.009266808250039393,2.224033980009469,0.007259114398658784,1.7421874556781012,-0.00989167002707636,-2.3740008064983185,0.0,3.425913069021796e-05,0.0,0.0006571138805946914,0.0006578832692487454,0.0014321149998714983
118,0.00046571624725799676,0.1117718993419198,0.009417937620447403,2.260305028907373,0.007058394990981043,1.6940147978354516,-0.009862023638205208,-2.3668856731692625,0.0,3.367901268492528e-05,0.0,0.0006672110677525182,0.0006296120020822208,0.0014321149998714788
119,0.0005162034633324764,0.1238888311997904,0.009514845810291106,2.283562994469864,0.007454927490346819,1.7891825976832376,-0.010433592536640446,-2.5040622087937123,0.0,3.353275236497842e-05,0.0,0.0006780881795351248,0.0005888356294320887,0.0014321149998714788
120,0.0005422034163060641,0.1301288199134583,0.009657705934256688,2.3178494242216074,0.007452708364253713,1.788650007420895,-0.010479790782775722,-2.515149787866179,0.0,3.7167260700148845e-05,0.0,0.0006850646304741438,0.0005772137239623275,0.0014321149998714983
121,0.0005598717942831843,0.1343692306279517,0.009792041289097192,2.350089909383315,0.007486151447992029,1.7966763475180847,-0.010562248949016584,-2.534939747763992,0.0,3.904176818399484e-05,0.0,0.0006953543981009851,0.000572959181498472,0.0014321149998714788
122,0.0005703533274282746,0.1368847985827754,0.009928872211824619,2.3829293308379174,0.0075196938632526855,1.8047265271806336,-0.010631044211647622,-2.55145061079544,0.0,4.0312641284488155e-05,0.0,0.0007050228752260718,0.0005779972235694728,0.0014321149998715178
123,0.0005705843848554659,0.1369402523653056,0.010067824831104993,2.4162779594652006,0.007545072094499394,1.810817302679859,-0.010678803914558332,-2.562912939494004,0.0,4.106642290105638e-05,0.0,0.0007148780472926113,0.0005948670151622156,0.0014321149998714788
124,0.0005580028899562217,0.1339206935895004,0.010191011937919298,2.4458428651006363,0.007645980646023398,1.8350353550456229,-0.009963232605616268,-2.3911758253479083,0.0,4.107799419800023e-05,0.0,0.0007248771377249983,0.0006308818990798567,0.0014321149998714788
125,-9.256316187145064e-05,-0.0222151588491471,0.010880519444343206,2.611324666642352,-0.00031077688836278483,-0.0745864532070783,-0.001074441091376721,-0.2578658619304028,0.0,4.0174747912080865e-05,0.0,0.0007337490499729787,0.0011117144758288808,0.0014321149998714885
126,0.0006567750179321541,0.1576260043037219,0.010389769258597387,2.493544622063378,0.008505357113221312,2.041285707173125,-0.012034632883817675,-2.888311892116242,0.0,6.65827253512976e-06,0.0,0.0007833952565134829,0.0005974495364263547,0.0014321149998714885
127,0.0007028425619638456,0.1686822148713206,0.010764968597460206,2.583592463390466,0.00839152920454217,2.01396700909012,-0.012972805782988595,-3.1134733879172622,0.0,4.7287224465619306e-05,0.0,0.0007480605641604033,0.0005541253866562269,0.0014321149998714885
128,0.0007246585216472701,0.1739180451953488,0.010935606084280902,2.624545460227415,0.008528244037006694,2.046778568881612,-0.013148341447303313,-3.1556019473528027,0.0,5.060254545810264e-05,0.0,0.0007750747919189979,0.0005479881627540852,0.0014321149998714885
129,0.0005708911506241421,0.1370138761497844,0.011123656223142903,2.669677493554299,0.010749187132219895,2.5798049117327757,-0.009146922528608381,-2.1952614068660137,0.0,5.2169906496343675e-05,0.0,0.0007873595302530003,0.0008234268234250182,0.0014321149998714885
130,0.0006057156977530287,0.1453717674607351,0.011289601628527907,2.7095043908466843,0.010616816564059828,2.5480359753743547,-0.00960377899707382,-2.3049069592977,0.0,4.1106474368675873e-05,0.0,0.0008008992763122891,0.0008226547190604189,0.001432114999871508
131,0.0005216630988545967,0.1251991437250929,0.011213688641538794,2.691285273969318,0.010747444542975382,2.5793866903140894,-0.009601859232582388,-2.3044462158197687,0.0,4.361274406400722e-05,0.0,0.0008128466978808152,0.0008227009726463476,0.0014321149998714688
132,0.00047561226409342794,0.1141469433824229,0.011141635044004797,2.673992410561153,0.010972970191529596,2.633512845967108,-0.009933543373225107,-2.384050409574028,0.0,3.75625275130408e-05,0.0,0.0008073790614267918,0.0007891404345759716,0.0014321149998714885
133,0.000795075475508944,0.1908181141221515,0.010971648068544296,2.633195536450625,0.008766885460143814,2.104052510434498,-0.015520393001329291,-3.7248943203190255,0.0,3.424526270606289e-05,0.0,0.0008021945832413354,0.00046468117005160387,0.0014321149998714885
134,0.0006688405497607963,0.1605217319426025,0.010914583653413495,2.619500076819249,0.009429773713181488,2.263145691163572,-0.014646202804007302,-3.515088672961768,0.0,5.724407187068362e-05,0.0,0.0007899553039052208,0.0004542646306499734,0.0014321149998714885
135,0.0006868066948466645,0.1648336067632107,0.010993371319361706,2.638409116646811,0.009288708843812221,2.229290122514928,-0.014490709379233524,-3.4777702510160338,0.0,4.815695030823758e-05,0.0,0.000785846351247855,0.00045216896503767984,0.0014321149998714885
136,0.0006820286775541806,0.1636868826130087,0.011069452929470508,2.656668703072924,0.009248909115783077,2.2197381877879447,-0.01439512582869229,-3.45483019888615,0.0,4.944571287641334e-05,0.0,0.0007915169022678812,0.0004541093156046751,0.0014321149998714885
137,0.0005626704251324721,0.1350409020317927,0.011239370845214293,2.69744900285141,0.008404584993955133,2.0171003985492137,-0.013305433078241502,-3.1933039387779565,0.0,4.911025884144069e-05,0.0,0.0007969991010667615,0.0004972470238865453,0.001432114999871508
138,0.0005419967659994196,0.1300792238398481,0.011298213265604998,2.711571183745215,0.00825883929870147,1.982121431688362,-0.013500350849811993,-3.240084203954882,0.0,4.051211253447807e-05,0.0,0.0008092287861713031,0.0005385733132330825,0.0014321149998714885
139,0.0005537678609401908,0.1329042866256489,0.011394995660058804,2.7347989584140957,0.0082365478591368,1.9767714861928265,-0.013720326460920418,-3.2928783506208936,0.0,3.902339653117833e-05,0.0,0.0008134683252752581,0.0005946670345590111,0.0014321149998714885
140,0.0005738645267513443,0.1377274864203341,0.011507746542644998,2.7618591702348025,0.008280232392818887,1.9872557742765355,-0.013694260594245167,-3.286622542618844,0.0,3.987118948722929e-05,0.0,0.000820434090509181,0.0006180389834462992,0.0014321149998714885
141,0.0005830179428151228,0.1399243062756384,0.0115948403678856,2.782761688292563,0.008302760431983136,1.9926625036759475,-0.013764095279283906,-3.3033828670281404,0.0,4.131655970651391e-05,0.0,0.0008285534401284524,0.0006227746819452988,0.0014321149998714885
