,JA_diff_l_prox_-0.007595179521975922,JV_l_prox_-1.8130868575082337,JA_diff_r_prox_-1.2261018459783698e-05,JV_r_prox_0.009298560650459814,JA_diff_l_distal_0.007010087853466286,JV_l_distal_1.6498770267967104,JA_diff_r_distal_-0.005984455518705594,JV_r_distal_-1.4066907706774374,EUC_dist_l_prox_0.0,EUC_dist_l_distal_0.0005380077442245971,EUC_dist_r_prox_0.0,EUC_dist_r_distal_0.00011030747543836772,EUC_dist_cube_controller_0.00050952547350027,EUC_dist_cube_human_0.0013630974095162366
69,-0.0014930892343247848,-0.3583414162379369,-0.00075196639487074,-0.1804719347689868,0.000894208852547429,0.2146101246113705,-0.0010138245546164049,-0.2433178931079289,0.0,8.59022669880683e-05,0.0,4.969842867769406e-05,0.00015688039890155253,0.0014321149998714872
70,-0.0017806172140029108,-0.4273481313607103,-0.0008098348238052555,-0.1943603577132701,0.001056990787686396,0.2536777890447384,-0.0011949234162123012,-0.2867816198909624,0.0,0.00010750341819965537,0.0,5.414522847896864e-05,0.00018731289834089012,0.001432114999871502
71,-0.002051762889217601,-0.4924230934122195,-0.0008604910292854262,-0.206517847028492,0.0012792999980265618,0.3070319995263643,-0.001196153144250478,-0.2870767546201133,0.0,0.00012820318666441997,0.0,5.8304757792369656e-05,0.00021643806807959933,0.001432114999871486
72,-0.0023264672347254045,-0.5583521363341097,-0.0009061542918606946,-0.2174770300465681,0.0015266945291757539,0.3664066870021796,-0.0013016872226995213,-0.3124049334478965,0.0,0.00014772446541379326,0.0,6.195591210994415e-05,0.0002555350100267555,0.0014321149998714885
73,-0.00260134711201665,-0.6243233068839992,-0.0009538435225204811,-0.2289224454049205,0.001642126475966399,0.3941103542319254,-0.0015789518602487007,-0.3789484464596794,0.0,0.00016750905997328042,0.0,6.524756275800616e-05,0.00029611817988431827,0.001432114999871486
74,-0.0028667272371738495,-0.6880145369217134,-0.000997986468396328,-0.2395167524151089,0.001801819501594859,0.432436680382767,-0.001769075131559661,-0.4245780315743193,0.0,0.00018729477522724894,0.0,6.867349558430536e-05,0.00033082732600162013,0.0014321149998714885
75,-0.003123971356229882,-0.7497531254951696,-0.0010355002403148461,-0.2485200576755584,0.001970732697451516,0.472975847388376,-0.0019508569622761485,-0.4682056709462786,0.0,0.00020640509312206518,0.0,7.185360477772933e-05,0.00036414488811509915,0.0014321149998714835
76,-0.0033752016388273187,-0.8100483933185543,-0.0010688478671025958,-0.2565234881046266,0.002141522322803846,0.5139653574729315,-0.0021317401781894008,-0.5116176427654657,0.0,0.00022492147569929725,0.0,7.455641100833848e-05,0.00039670947831682205,0.0014321149998714885
77,-0.003620591327362921,-0.8689419185670924,-0.0010981926301191214,-0.2635662312285938,0.0023134844851175895,0.555236276428209,-0.002312321199470224,-0.5549570878728574,0.0,0.0002430186261801342,0.0,7.695966715924372e-05,0.0004285470845473262,0.0014321149998715007
78,-0.003860249913300029,-0.926459979192015,-0.0011235891225710448,-0.2696613894170594,0.002486000179590997,0.5966400431018497,-0.002493113242672318,-0.5983471782413681,0.0,0.00026067948728457135,0.0,7.906958416873235e-05,0.0004596722153029467,0.0014321149998714885
79,-0.004094303488462736,-0.9826328372310458,-0.0011451119170209356,-0.2748268600850226,0.0026588462946359748,0.6381231107126242,-0.0026742005759444742,-0.6418081382266645,0.0,0.0002779385258444467,0.0,8.089858458746186e-05,0.0004900763883092407,0.0014321149998714835
80,-0.0043228573526545855,-1.0374857646371118,-0.001161702656946706,-0.2788086376672148,0.0028330204487864163,0.6799249077087297,-0.0028662421256960835,-0.6878981101670708,0.0,0.00029479185757671334,0.0,8.244871670164801e-05,0.00048132473705000186,0.0014321149998714885
81,-0.004550393852051027,-1.0920945244922533,-0.0011762771562674468,-0.2823065175041823,0.0033504325088222764,0.8041038021173594,-0.0027391544666565126,-0.6573970719975528,0.0,0.00031124386249251225,0.0,8.363736818078793e-05,0.00037995380998574784,0.0014321149998714885
82,-0.004763257616558936,-1.1431818279741364,-0.001185860704998154,-0.2846065691995701,0.003140116666744297,0.7536280000186207,-0.003265062498433391,-0.7836149996240233,0.0,0.00032762953756694134,0.0,8.46918180335301e-05,0.0004152830809881783,0.0014321149998714885
83,-0.004988677615937687,-1.197282627825033,-0.001201318481874658,-0.2883164356499266,0.00334813128873257,0.803551509295824,-0.0034184621901968137,-0.8204309256472239,0.0,0.0003429504043021355,0.0,8.538681585304747e-05,0.0004311124051709637,0.0014321149998714885
84,-0.005192990084063265,-1.2463176201751855,-0.001204426670574965,-0.2890624009380044,0.003514111681842347,0.843386803642174,-0.0036017321068606556,-0.864415705646566,0.0,0.00035918902297327795,0.0,8.649741749041937e-05,0.00044765215252865793,0.0014321149998714835
85,-0.0053933644834209815,-1.2944074760210358,-0.00120563688303843,-0.28935285192923,0.003682574268014882,0.8838178243235653,-0.0037816429886700087,-0.9075943172807948,0.0,0.00037389176817666985,0.0,8.6715284704009e-05,0.0004636759004326935,0.001432114999871503
86,-0.005588288221014537,-1.3411891730434848,-0.0012038910234343225,-0.2889338456242409,0.003849391989052875,0.9238540773727028,-0.003961393983036077,-0.9507345559286606,0.0,0.0003883235207991237,0.0,8.680119564757722e-05,0.0004789822340442114,0.0014321149998714835
87,-0.0057776876442674485,-1.3866450346241812,-0.0011992990208229415,-0.2878317649975022,0.004014345897170202,0.9634430153208492,-0.004140489771154776,-0.9937175450771564,0.0,0.0004023573293622226,0.0,8.668044787813341e-05,0.0004937796135474056,0.0014321149998714835
88,-0.005961602180767245,-1.430784523384123,-0.001191954966934694,-0.2860691920643237,0.004177414125281387,1.0025793900675244,-0.004318828367525396,-1.036518808206084,0.0,0.00041599159936950156,0.0,8.635528804499347e-05,0.0005080682817399109,0.0014321149998714885
89,-0.006140059314355795,-1.473614235445407,-0.001181919684575039,-0.2836607242980217,0.004338552904068038,1.0412526969763245,-0.004496248765699651,-1.0790997037679224,0.0,0.0004292329896842241,0.0,8.582151090140471e-05,0.0005218492285059883,0.0014321149998714885
90,-0.006313053832675497,-1.5151329198421049,-0.0011693089113784527,-0.2806341387308277,0.004497577000243891,1.0794184800585445,-0.004672604811241432,-1.1214251546979392,0.0,0.00044208713706369164,0.0,8.509137995700748e-05,0.0005351295703634831,0.0014321149998714885
91,-0.00648061457006438,-1.555347496815466,-0.0011542068679248896,-0.2770096483019643,0.0046543999445247675,1.117055986685932,-0.004847765032570894,-1.1634636078170233,0.0,0.0004545372463522847,0.0,8.419407280617617e-05,0.0005479135359970614,0.0014321149998714983
92,-0.006642769855081998,-1.594264765219672,-0.0011366730225197408,-0.2728015254047395,0.004808946870015207,1.154147248803639,-0.00502163332252159,-1.2051919974051923,0.0,0.00046660268623023143,0.0,8.310039095153867e-05,0.0005602048186126426,0.0014321149998714885
93,-0.006799524770468024,-1.6318859449123275,-0.0011168203630400608,-0.2680368871296132,0.004961036471971436,1.1906487532731318,-0.00519410259183839,-1.2465846220412014,0.0,0.00047828033016969685,0.0,8.184141831340447e-05,0.000572011553159439,0.0014321149998714885
94,-0.00695089873191318,-1.6682156956591665,-0.0010947266310763482,-0.2627343914583126,0.005110640276736467,1.2265536664167624,-0.005364995355207958,-1.2875988852499085,0.0,0.000489562770967244,0.0,8.041714922875609e-05,0.0005833318540582334,0.0014321149998714885
95,-0.007096914666977316,-1.7032595200745495,-0.0010704686998412871,-0.2569124879619029,0.005257658736931847,1.261838096863631,-0.005534221345525503,-1.3282131229261298,0.0,0.0005004667660187918,0.0,7.881720492996768e-05,0.0005941703949409912,0.0014321149998714885
96,-0.0072375917968171,-1.737022031236106,-0.0010441413219111073,-0.2505939172586574,0.0054019984963943335,1.2964796391346525,-0.005701653918295468,-1.3683969403909075,0.0,0.0005109753011261641,0.0,7.707453639262764e-05,0.0006045304301952851,0.0014321149998714983
97,-0.0073729512087438165,-1.7695082900985322,-0.0010158200399982276,-0.2437968095995874,0.005543558723514197,1.330454093643402,-0.005867214402131116,-1.4081314565114686,0.0,0.0005211048417818252,0.0,7.517264244019249e-05,0.0006144164684209364,0.0014321149998714688
98,-0.007503017782764965,-1.8007242678635782,-0.000985593087953096,-0.2365423411087484,0.005682287774959716,1.3637490659903326,-0.0060307633941025784,-1.4473832145846284,0.0,0.0005308515907330794,0.0,7.314264874442362e-05,0.0006238293363397884,0.0014321149998714885
99,-0.007627814948405809,-1.830675587617398,-0.0009535375690993275,-0.2288490165838398,0.005818122168215423,1.3963493203716897,-0.006192194693481312,-1.4861267264355238,0.0,0.0005402154424523881,0.0,7.096379480628159e-05,0.0006327709601389096,0.0014321149998714885
100,-0.007747368221825424,-1.859368373238116,-0.0009197375582165046,-0.2207370139719689,0.005951004758648515,1.4282411420756354,-0.006351392435943404,-1.5243341846264211,0.0,0.0005492025007431153,0.0,6.865862991757683e-05,0.0006412430016025399,0.0014321149998714983
101,-0.007861715325819696,-1.8868116781967212,-0.000884277807100986,-0.2122266737042247,0.0060808686737111595,1.4594084816906847,-0.006508273751270832,-1.5619857003050088,0.0,0.0005578087393012218,0.0,6.622104577719006e-05,0.0006492497289419348,0.0014321149998714885
102,-0.007970880428551597,-1.9130113028523803,-0.000847246198697138,-0.2033390876873254,0.006207628961196643,1.4898309506871878,-0.00666274934672495,-1.5990598432139866,0.0,0.0005660440470390777,0.0,6.366141691544706e-05,0.0006567949127242832,0.0014321149998714885
103,-0.0080748993177584,-1.93797583626202,-0.0008087152469470338,-0.1940916592672911,0.006331263025274647,1.5195031260659138,-0.006814716444946911,-1.6355319467872629,0.0,0.0005739004251473987,0.0,6.1002274616293684e-05,0.0006638793623711708,0.0014321149998714885
104,-0.008173809030254775,-1.961714167261148,-0.0007687748965884422,-0.1845059751812391,0.006451723477086446,1.548413634500736,-0.00696407320092407,-1.6713775682217842,0.0,0.0005813905829954173,0.0,5.822538118044722e-05,0.0006705059424162751,0.0014321149998714885
105,-0.008267650192799736,-1.9842360462719415,-0.0007274965874353168,-0.1745991809844878,0.0065689788262253135,1.57655491829408,-0.007110741995069669,-1.7065780788167226,0.0,0.0005885100198338187,0.0,5.5355017039152805e-05,0.0006766771865461675,0.0014321149998714983
106,-0.008356465430234494,-2.00555170325627,-0.0006849748318795701,-0.1643939596510933,0.006682983231032558,1.6039159754478227,-0.007254627146046522,-1.7411105150511743,0.0,0.0005952706438905805,0.0,5.237728484410184e-05,0.0006823968319226385,0.0014321149998714688
107,-0.00844029610748881,-2.0256710657973285,-0.0006412865080634989,-0.1539087619352313,0.006793705532840644,1.6304893278817565,-0.007395648093386442,-1.774955542412748,0.0,0.0006016640646598617,0.0,4.932250422266638e-05,0.0006876677014679381,0.001432114999871508
108,-0.00851920025619507,-2.0446080614868167,-0.0005965055303932543,-0.14316132729437,0.0069011319929757065,1.6562716783141689,-0.007533741814397588,-1.8080980354554184,0.0,0.0006077007688463709,0.0,4.617074359644023e-05,0.0006924938405817223,0.0014321149998714885
109,-0.00859322255004491,-2.0623734120107837,-0.0005507329904890224,-0.1321759177173521,0.007005219580069166,1.6812526992166044,-0.007668808713032771,-1.8405140911278532,0.0,0.0006133783741795828,0.0,4.2947957240293054e-05,0.0006968794663330454,0.0014321149998714788
110,-0.00866241866447992,-2.07898047947518,-0.0005040307460245641,-0.1209673790459041,0.007105965038432527,1.705431609223816,-0.007800795028486296,-1.8721908068367104,0.0,0.0006187124024175964,0.0,3.965332057531687e-05,0.0007008280062822354,0.0014321149998714885
111,-0.008726845832730978,-2.0944429998554344,-0.00045649010108572696,-0.1095576242605824,0.007203340646462331,1.7288017551509622,-0.007929625325096001,-1.9031100780230412,0.0,0.000623693465533751,0.0,3.629197616759015e-05,0.0007043447758581084,0.0014321149998714885
112,-0.008786568778792081,-2.108776506910101,-0.0004081928488126607,-0.0979662837150361,0.00729732306417219,1.7513575354013258,-0.008055248301341189,-1.933259592321896,0.0,0.000628329343517512,0.0,3.2868250447860595e-05,0.0007074361315437941,0.0014321149998714983
113,-0.00884169114523381,-2.12200587485611,-0.00035915359373306366,-0.0861968624959234,0.007386258638725884,1.7727020732942114,-0.00817803101799186,-1.962727444318052,0.0,0.0006326307956974816,0.0,2.938478856247804e-05,0.0007101853991371402,0.0014321149998714788
114,-0.00883266498807389,-2.11983959713772,-0.00054552761075366,-0.130926626580887,0.010883141384496864,2.6119539322792584,-0.0074974334873946225,-1.7993840369747185,0.0,0.0006365996673944073,0.0,2.5865782673621643e-05,0.0005508197769309046,0.0014321149998714983
115,-0.00888300655923352,-2.131921574216063,-0.00046970996968365153,-0.1127303927240669,0.010783352359335918,2.588004566240618,-0.0076463975781077,-1.8351354187458413,0.0,0.0006359497351323551,0.0,3.927598489904809e-05,0.0005617333935919308,0.0014321149998714983
116,-0.00901237555500739,-2.162970133201767,-0.00048752767289139687,-0.1170066414939439,0.010829180323674081,2.5990032776817724,-0.007655897294150282,-1.8374153505960789,0.0,0.0006395744408612105,0.0,3.3813437077089524e-05,0.0005713790632421834,0.0014321149998714788
117,-0.009133238834556023,-2.191977320293449,-0.00045354477785453096,-0.1088507466850807,0.011051576595917156,2.6523783830201126,-0.008047227200552953,-1.931334528132697,0.0,0.0006488890904653156,0.0,3.510231122188873e-05,0.0005420661122207495,0.0014321149998714983
118,-0.009263080304686977,-2.223139273124891,-0.0004552672069209063,-0.1092641296610064,0.010796542046529689,2.5911700911671383,-0.007880800126202292,-1.8913920302885536,0.0,0.000657591083716759,0.0,3.2660803645121366e-05,0.0005254115159162731,0.0014321149998714788
119,-0.0094023449053951,-2.256562777294806,-0.00045591795490973475,-0.1094203091783474,0.010621539166206007,2.549169399889436,-0.007740336627592437,-1.857680790622188,0.0,0.0006669370675163167,0.0,3.2776912866169957e-05,0.000507053581614242,0.0014321149998714788
120,-0.009527053752166309,-2.286492900519925,-0.0004658709892091384,-0.1118090374102043,0.01061336762065368,2.547208228956892,-0.007755463439359622,-1.861311225446321,0.0,0.0006769696536016246,0.0,3.2821235878688926e-05,0.0005027924483307989,0.0014321149998714983
121,-0.009644510841792187,-2.314682602030111,-0.00047719248191446795,-0.1145261956594673,0.0100853244721264,2.420477873310332,-0.007900494853900542,-1.8961187649361195,0.0,0.0006859458398570682,0.0,3.3549759259211845e-05,0.0005213138335546397,0.0014321149998714788
122,-0.009762841008855605,-2.343081842125347,-0.0004992907730241303,-0.119829785525802,0.01044560720834442,2.5069457300026694,-0.00804048307132288,-1.9297159371174903,0.0,0.0006944003340393478,0.0,3.435881510202732e-05,0.0005461230259519636,0.0014321149998715178
123,-0.009899759792510815,-2.3759423502026062,-0.0004886599848102913,-0.1172783963544769,0.01041499460464601,2.499598705115031,-0.008087513752710107,-1.941003300650428,0.0,0.0007029198354724062,0.0,3.5945715835964136e-05,0.0005485489691497203,0.0014321149998714788
124,-0.010027555948105088,-2.406613427545199,-0.00047115745729120473,-0.1130777897498785,0.010497160648968051,2.519318555752334,-0.008154504314772715,-1.957081035545447,0.0,0.0007127816885713444,0.0,3.517937256545893e-05,0.0005657051878949699,0.0014321149998714788
125,-0.010751208274037305,-2.5802899857689527,0.0002392276041633945,0.0574146249992155,0.0006965066246348295,0.1671615899123408,0.0004916372183341178,0.1179929324001765,0.0,0.0007219820114578251,0.0,3.392880369101652e-05,0.0009264321886792303,0.0014321149998714885
126,-0.01025276150380841,-2.460662760914024,-0.000503639674499845,-0.1208735218799601,0.011640952305109253,2.7938285532262395,-0.008110719548572232,-1.9465726916573387,0.0,0.0007740825156454277,0.0,1.7230351609029028e-05,0.0006284495950499594,0.0014321149998714885
127,-0.010638816745997592,-2.553316019039433,-0.0006133075591300274,-0.1471938141912182,0.01210760766529484,2.90582583967075,-0.008112727536907616,-1.947054608857828,0.0,0.000738196154381504,0.0,3.626837103562401e-05,0.0006344861147939961,0.0014321149998714885
128,-0.010819922986644692,-2.596781516794722,-0.0006367232485461338,-0.1528135796510602,0.012180081299393686,2.923219511854484,-0.008208740204169285,-1.9700976490006348,0.0,0.0007659888241113253,0.0,4.415310367550342e-05,0.0006309690234366966,0.0014321149998714885
129,-0.011007915090966713,-2.641899621832003,-0.00050783557141032,-0.1218805371384638,0.008782597175468698,2.1078233221125,-0.010144828234903147,-2.4347587763767584,0.0,0.0007790319347310638,0.0,4.584853933088e-05,0.0008445181520196258,0.0014321149998714885
130,-0.01115516158109589,-2.677238779463027,-0.0005664965433195279,-0.1359591703966799,0.009420620927253709,2.2609490225408857,-0.010428741276211073,-2.5028979062906584,0.0,0.0007925657603476499,0.0,3.656264159495059e-05,0.0008691211816966144,0.001432114999871508
131,-0.011059173296631308,-2.6542015911915136,-0.0005063540140730627,-0.1215249633775219,0.009660773419535584,2.318585620688524,-0.010649726966850181,-2.555934472044042,0.0,0.0008031692022752652,0.0,4.0788790558154506e-05,0.0008454864515386781,0.0014321149998714688
132,-0.010896916556285191,-2.615259973508428,-0.000793450141454155,-0.190428033948989,0.015152761142138316,3.636662674113192,-0.008778195307926506,-2.106766873902357,0.0,0.0007962550618256426,0.0,3.6454865546954246e-05,0.0005375837332132478,0.0014321149998714885
133,-0.010841010669524295,-2.6018425606858413,-0.0006484803069474188,-0.1556352736673897,0.014643589432634774,3.514461463832357,-0.009287021610803414,-2.2288851865928168,0.0,0.0007845743517965052,0.0,5.713264015032693e-05,0.0005156693162931188,0.0014321149998714885
134,-0.010923331328002106,-2.621599518720512,-0.0006520913068559508,-0.1565019136454298,0.014505324722994928,3.4812779335187627,-0.00913960389443369,-2.193504934664069,0.0,0.0007805500469575921,0.0,4.668603123070445e-05,0.0004940840395705426,0.0014321149998714885
135,-0.0109942729238907,-2.638625501733762,-0.000631969000355781,-0.1516725600853893,0.013759590991673176,3.3023018380015703,-0.00890437623622603,-2.137050296694251,0.0,0.0007864738808323663,0.0,4.6952445814105223e-05,0.0004691922688849584,0.0014321149998714885
136,-0.011064681961668793,-2.655523670800514,-0.0006252403488589131,-0.1500576837261308,0.014418743690553792,3.460498485732914,-0.008918224335548508,-2.140373840531655,0.0,0.0007915848503524069,0.0,4.549931463692916e-05,0.000515290421534611,0.0014321149998714885
137,-0.011145452285857303,-2.674908548605754,-0.0005988376454340028,-0.1437210349041716,0.014130280629068903,3.391267350976533,-0.008797484369227282,-2.111396248614554,0.0,0.0007966534065303433,0.0,4.5020738516186694e-05,0.0005277755405162027,0.001432114999871508
138,-0.011206534987577399,-2.6895683970185704,-0.0005914495884736803,-0.1419479012336718,0.014111688371687192,3.3868052092049328,-0.008776725747861092,-2.106414179486665,0.0,0.0008024677999430767,0.0,4.311462244416606e-05,0.0005401133726020098,0.0014321149998714885
139,-0.011265154140863903,-2.703636993807325,-0.0005911380216756523,-0.1418731252021435,0.014092376718235211,3.3821704123764547,-0.008778485398854508,-2.1068364957250867,0.0,0.0008068654125187238,0.0,4.258841090142833e-05,0.0005546210452037896,0.0014321149998714885
140,-0.0113193756184834,-2.7166501484360293,-0.0005961998836493398,-0.1430879720758323,0.014132877103618935,3.3918905048685337,-0.008790642510949076,-2.1097542026277765,0.0,0.0008110875551463211,0.0,4.255847029074945e-05,0.0005524164908986036,0.0014321149998714885
141,-0.011435233252767801,-2.7444559806642648,-0.000519406245297116,-0.1246574988713151,0.012915115887834061,3.099627813080193,-0.008154328212999107,-1.9570387711197856,0.0,0.0008149908714500283,0.0,4.292634924917135e-05,0.0005392898572788098,0.0014321149998714885
