,Phase,human_cube_pos,human_cube_orn,Cube_Pos,Cube_Orn,Cube_pos_in_start_pos,b'l_prox_pin'_link_pos,b'l_prox_pin'_link_orn,b'l_distal_pin'_link_pos,b'l_distal_pin'_link_orn,b'r_prox_pin'_link_pos,b'r_prox_pin'_link_orn,b'r_distal_pin'_link_pos,b'r_distal_pin'_link_orn,b'l_prox_pin'_joint_angle,b'l_prox_pin'_joint_vel,b'l_prox_pin'_joint_react_forces,b'l_prox_pin'_joint_motor_torque,b'l_distal_pin'_joint_angle,b'l_distal_pin'_joint_vel,b'l_distal_pin'_joint_react_forces,b'l_distal_pin'_joint_motor_torque,b'r_prox_pin'_joint_angle,b'r_prox_pin'_joint_vel,b'r_prox_pin'_joint_react_forces,b'r_prox_pin'_joint_motor_torque,b'r_distal_pin'_joint_angle,b'r_distal_pin'_joint_vel,b'r_distal_pin'_joint_react_forces,b'r_distal_pin'_joint_motor_torque,in_contact_l,contact_point_l_dist,contact_normal_l_dist,contact_distance_l_dist,contact_norm_force_l_dist,in_contact_r,contact_point_r_dist,contact_normal_r_dist,contact_distance_r_dist,contact_norm_force_r_dist
24,Move,"(0.0146, 0.0, -0.0146)","(0.0, 0.18759147866285453, 0.0)","(0.01314109993875307, 0.15939284350485228, 0.04857095358148372)","(-0.0026413539298209237, 0.00021505016835558283, 0.052712951799236386)","[0.010953882027376972, 0.0006226434955075855, 0.000620249351719962]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.4393696606877091]","[-0.057376570999622345, 0.11816143989562988, 0.03999999910593033]","[0.0, 0.0, -0.3875654216412247]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6339012693738133]","[0.06939506530761719, 0.1110120564699173, 0.03999999910593033]","[0.0, -0.0, 0.199210713243784]",0.43749429746112317,-0.4500833113115703,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.7890789123326531,-0.8263051370411071,0.1511854416508027,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.0140792755262378,-0.6352028918031032,-0.31239442555388897,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.612096331977033,0.8326481611832257,-0.11131129322782352,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.7432913206454252,True,"(-0.018773312461517387, 0.1817879961846006, 0.02399981283295649)","(0.9985863420059365, 0.05315338946484487, -0.00018640708429331536)",-0.0009494763949657881,12.386821876378443,True,"(0.043365061818846105, 0.1793995741650084, 0.02399688466763773)","(-0.9940239572680716, -0.10911769707920535, -0.003114572403051332)",7.34249722048074e-05,4.71270950888103
25,Move,"(0.0126, 0.0, -0.014199999999999999)","(0.0, 0.19366347913054283, 0.0)","(0.013931926318319361, 0.15938976406761013, 0.04859992690787877)","(-0.0038543242154283233, 0.0004404386864858042, 0.05160174119665097)","[0.011744708406943263, 0.0006195640582654371, 0.0006492226781150065]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.4307075823159166]","[-0.05681099742650986, 0.11842428147792816, 0.03999999910593033]","[0.0, 0.0, -0.39277537611756064]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6394113085521638]","[0.06971406191587448, 0.11077620089054108, 0.03999999910593033]","[0.0, -0.0, 0.1911016739353771]",0.4293368603471817,-0.3289742545025223,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.803975452889851,-0.8228637445133417,0.14860444857107702,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.9968796450383564,-0.640228812656251,-0.19621375340091293,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.5883120365461736,0.8300573355181445,-0.10933843144184412,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.7507932646855047,True,"(-0.017876956837143555, 0.18185250230156697, 0.023999674358791828)","(0.9986679268871274, 0.051597153595341554, -0.0003248812489553469)",-0.0009706701966655931,12.492749010915693,True,"(0.04423998243947462, 0.17933936440344062, 0.04700285698560811)","(-0.9982001020173387, -0.059971290828678456, 2.467623780126708e-05)",-3.668156054036641e-06,12.498969797091862
26,Move,"(0.0135, 0.0, -0.016100000000000003)","(0.0, 0.1605144406474145, 0.0)","(0.014732855974892172, 0.15936661065701876, 0.048630454917076106)","(-0.0048303892267825225, 0.00048197155856219095, 0.0502898566321513)","[0.012545638063516074, 0.0005964106476740727, 0.0006797506873123457]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.42285637577569596]","[-0.056296419352293015, 0.11865827441215515, 0.03999999910593033]","[0.0, 0.0, -0.3974161637333332]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6445050253257973]","[0.0700078010559082, 0.11055660247802734, 0.03999999910593033]","[0.0, -0.0, 0.18358685882232548]",0.4214461061174517,-0.3384735985460321,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.649790559786096,-0.8197143096749326,0.1339641941133628,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.9131349082941872,-0.645457431182004,-0.2285784489050737,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.4577827893233597,0.82766528523072,-0.10238099809422083,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.6883535913316071,True,"(-0.017068614285969876, 0.18190860756490285, 0.023999551755272932)","(0.9987271413067701, 0.050437059535519496, -0.0004474847678520049)",-0.0009689844770567213,11.374977398505589,True,"(0.045049675471545716, 0.1793092619436667, 0.04700285698560811)","(-0.9982001020173387, -0.059971290828678456, 2.467623780126708e-05)",-4.011430758262867e-06,11.382916834781769
27,Move,"(0.0148, 0.0, -0.0166)","(0.0, 0.12016417367055761, 0.0)","(0.015613700539981694, 0.15930325997055933, 0.04866630872375255)","(-0.005608420235888258, 0.00023068332644885555, 0.04824698501043112)","[0.013426482628605596, 0.0005330599612146381, 0.000715604493988789]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.4146316214353092]","[-0.05575540289282799, 0.11889906227588654, 0.03999999910593033]","[0.0, 0.0, -0.4027198544765256]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6504144843544271]","[0.07034717500209808, 0.1102999672293663, 0.03999999910593033]","[0.0, -0.0, 0.1754526834200606]",0.4131410515119678,-0.3577437575440986,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.4950936759278592,-0.8168412529003889,0.12246551089352578,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.8332218558289549,-0.6515173657493707,-0.2646930654728484,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.340574188536759,0.8254783619727716,-0.09330922676892482,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.629285811956332,True,"(-0.016192842959698556, 0.18194384573159356, 0.023999747300812425)","(0.9988215193121392, 0.04853358719088536, -0.0002519392283578574)",-0.0009323864739546487,10.196968855359556,True,"(0.045949112408668356, 0.17925336547503973, 0.04700285698560811)","(-0.9982001020173387, -0.059971290828678456, 2.467623780126708e-05)",-4.758049549145323e-06,10.412379910200514
28,Move,"(0.0145, 0.0, -0.0205)","(0.0, 0.07314849428033433, 0.0)","(0.016425123741726073, 0.15924108412122176, 0.048695294459633394)","(-0.006125307046886842, 4.063234158118829e-05, 0.04647443568421991)","[0.014237905830349975, 0.0004708841118770679, 0.0007445902298696336]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.40694268051360805]","[-0.05524785816669464, 0.11912013590335846, 0.03999999910593033]","[0.0, 0.0, -0.4077599175745212]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6562146798248892]","[0.07067879289388657, 0.1100461333990097, 0.03999999910593033]","[0.0, -0.0, 0.16764409621361254]",0.4056384024476835,-0.31303242784253077,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.4083656844850194,-0.8142174899561408,0.11644137358163387,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.7819723230437446,-0.6572123035014155,-0.23943366242320108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.230935740944917,0.8234999687117308,-0.08610901508027914,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.5764333543642614,True,"(-0.015368134985549758, 0.18196664793756634, 0.02399987997379377)","(0.9988752395846894, 0.047415625274710244, -0.00011926624701623271)",-0.0008792410694494388,9.586282121372848,True,"(0.04682088968759869, 0.17915127151168775, 0.04686609055747276)","(-0.9988962665696792, -0.04697071154408218, 2.9836204096962425e-05)",-5.278129844463856e-06,9.022512506082798
29,Move,"(0.0116, 0.0, -0.0212)","(0.0, 0.025778513051956248, 0.0)","(0.016950752486024793, 0.1592215013977167, 0.04870326738919781)","(-0.00599756697500459, 0.00011584639341604928, 0.04612005351104454)","[0.014763534574648695, 0.0004513013883720163, 0.0007525631594340471]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.40174091094847864]","[-0.054903529584407806, 0.11926747858524323, 0.03999999910593033]","[0.0, 0.0, -0.41073269404385526]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.660031424839916]","[0.0708962008357048, 0.1098780557513237, 0.03999999910593033]","[0.0, -0.0, 0.16213422016141027]",0.4010090188706732,-0.1756573740997677,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.1344961408181164,-0.8121145902040913,0.08615083760162254,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6026911372453383,-0.6605485331823606,-0.12410518143661267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.9399394028933445,0.8218827821337072,-0.06789279097079458,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.458596670089187,True,"(-0.014837324239735647, 0.18199879946680203, 0.023999914346095264)","(0.9989371574526146, 0.046092822147364154, -8.489394551955083e-05)",-0.0008194070240849445,7.7755467010621775,True,"(0.047419517299764374, 0.17911123678810364, 0.04686470803598055)","(-0.9989195082592097, -0.046473810753884584, 3.054817085689896e-05)",1.042572313592162e-06,6.996913431649074
30,Move,"(0.0094, 0.0, -0.018000000000000002)","(0.0, 0.06938556441303458, 0.0)","(0.017160679239419024, 0.15923536198786706, 0.04870286632881884)","(-0.005586554590237952, 0.00022602296162222338, 0.046563076177404454)","[0.014973461328042927, 0.00046516197852236596, 0.0007521620990550773]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.3993561979742365]","[-0.054745424538850784, 0.11933442950248718, 0.03999999910593033]","[0.0, 0.0, -0.41133104293158784]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.661264812451028]","[0.07096632570028305, 0.1098235622048378, 0.03999999910593033]","[0.0, -0.0, 0.159397461303197]",0.39908896921796916,-0.06415103813043926,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.0098880314801286,-0.8103877612174615,0.07189960846320229,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.49470438289306645,-0.6613323842395837,-0.016206175469740288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.8144459080742441,0.8203992358533515,-0.06313902833032727,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.4232137414977697,True,"(-0.01464172760816284, 0.1820426935962891, 0.023999797820653732)","(0.9989215305666344, 0.04642989554848179, -0.0002014193870513436)",-0.0007620123351468587,7.069624124911175,True,"(0.04767920275606794, 0.17912073352795144, 0.04686470803598055)","(-0.9989195082592097, -0.046473810753884584, 3.054817085689896e-05)",1.4573137576610015e-06,6.206233750329725
31,Move,"(0.0032, 0.0, -0.016399999999999998)","(0.0, 0.11331201102722786, 0.0)","(0.016758147264108944, 0.15928646135699637, 0.04870249035578625)","(-0.0032330412882068137, -0.0005825116164628166, 0.04813060761866476)","[0.014570929352732846, 0.0005162613476516753, 0.0007517861260224884]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.40187787005959597]","[-0.05491260811686516, 0.11926361918449402, 0.03999999910593033]","[0.0, 0.0, -0.40765114491388943]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6578700628214574]","[0.0707731619477272, 0.10997334122657776, 0.03999999910593033]","[0.0, -0.0, 0.16109774842498675]",0.4026941662403884,0.19590119785185148,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.70843891507152,-0.8093594312882308,0.0406964759029752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.275438725486818,-0.656924446217787,0.2269263789784252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.9537722666205302,0.8186022146574664,-0.08771926065091129,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.5665094839824871,True,"(-0.015039956199807046, 0.18211922468747727, 0.023999744846741375)","(0.9989102044754556, 0.04667267593413223, -0.0002543932994106212)",-0.0006662600849914778,3.961178849738092,True,"(0.047368247805603565, 0.17923082032589954, 0.04686470803598055)","(-0.9989195082592097, -0.046473810753884584, 3.054817085689896e-05)",1.9235612041442097e-07,5.826112135452694
32,Move,"(0.0024, 0.0, -0.0167)","(0.0, 0.1302259968083049, 0.0)","(0.01623185786285644, 0.15933559732262872, 0.048709588980991425)","(-0.0011305572007574243, -0.0013543254404653053, 0.04988090667610982)","[0.014044639951480344, 0.0005653973132840329, 0.0007588847512276647]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.40640380560945666]","[-0.055212218314409256, 0.11913548409938812, 0.03999999910593033]","[0.0, 0.0, -0.40219586038378363]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6524925829964952]","[0.07046614587306976, 0.11020924896001816, 0.03999999910593033]","[0.0, -0.0, 0.16450365889785326]",0.4072039649725951,0.19204318940056903,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6901327827692304,-0.8084337354250295,0.03980580334599942,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.26120914729232614,-0.6515294193338027,0.23112625447170043,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.9275271221592143,0.8166532183554361,-0.08229657746791275,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.5637304812978505,True,"(-0.01568305409552856, 0.18220766619768086, 0.023999744846741375)","(0.9989102044754556, 0.04667267593413223, -0.0002543932994106212)",-0.0005716166741552169,3.751060515821942,True,"(0.046825486682430334, 0.17938661396178374, 0.04686470803598055)","(-0.9989195082592097, -0.046473810753884584, 3.054817085689896e-05)",1.6865663153797045e-05,3.937371748168657
33,Move,"(0.0017, 0.0, -0.016800000000000002)","(0.0, 0.13186660630517957, 0.0)","(0.015686555705052715, 0.15939295507633108, 0.04872824692742921)","(0.00018242405377694504, -0.0020072596036622816, 0.05203580833574262)","[0.013499337793676618, 0.0006227550669863913, 0.0007775426976654523]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.4110155056784658]","[-0.055516909807920456, 0.11900351941585541, 0.03999999910593033]","[0.0, 0.0, -0.3967189589383132]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.6469681676532517]","[0.07014944404363632, 0.110449880361557, 0.03999999910593033]","[0.0, -0.0, 0.16819032732807448]",0.4118471591008948,0.19960861259508142,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.6317482590531884,-0.80757691290978,0.03781044528157605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.23943919304511377,-0.6459746595168094,0.23844150747272064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.8298446739786763,0.8148459370181045,-0.07500973320975181,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.5125826476750087,True,"(-0.016333770837550318, 0.18229125161988913, 0.023999744846741375)","(0.9989102044754556, 0.04667267593413223, -0.0002543932994106212)",-0.0004974342137463176,3.291742248290091,True,"(0.04625391078198947, 0.1795396155838248, 0.04686470803598055)","(-0.9989195082592097, -0.046473810753884584, 3.054817085689896e-05)",2.8733413797798016e-05,2.2994446922183975
