,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,-0.0,0.0,0.0,0.0,0.0
1,-0.0,-0.0,0.0,0.0,0.0,0.0
2,-0.0,-0.0,0.0,0.0,0.0,0.0
3,-0.0,-0.0,0.0,0.0,0.0,0.0
4,-0.0,-0.0,0.0,0.0,0.0,0.0
5,-0.0,-0.0,0.0,0.0,0.0,0.0
6,-0.0,-0.0,0.0,0.0,0.0,0.0
7,-0.0,-0.0,0.0,0.0,0.0,0.0
8,-0.0,-0.0,0.0,0.0,0.0,0.0
9,-0.0,-0.0,0.0,0.0,0.0,0.0
10,-0.0,-0.0,0.0,0.0,0.0,0.0
11,-0.0174,-0.0075,0.9359,-0.0014,-0.0006,0.078
12,-0.0,-0.0,0.0,-0.0013,-0.0006,0.072
13,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0668
14,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
15,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
16,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
17,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
18,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
19,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
20,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
21,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
22,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
23,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
24,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
25,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
26,-0.0,-0.0,0.0,0.0,0.0,0.0
27,-0.0,-0.0,0.0,0.0,0.0,0.0
28,-0.0,-0.0,0.0,0.0,0.0,0.0
29,-0.0,-0.0,0.0,0.0,0.0,0.0
30,-0.0,-0.0,0.0,0.0,0.0,0.0
31,-0.0,-0.0,0.0,0.0,0.0,0.0
32,-0.0,-0.0,0.0,0.0,0.0,0.0
33,-0.0,-0.0,0.0,0.0,0.0,0.0
34,-0.0,-0.0,0.0,0.0,0.0,0.0
35,-0.0,-0.0,0.0,0.0,0.0,0.0
36,-0.0,-0.0,0.0,0.0,0.0,0.0
37,-0.0,-0.0,0.0,0.0,0.0,0.0
38,-0.0,-0.0,0.0,0.0,0.0,0.0
39,-0.0,-0.0,0.0,0.0,0.0,0.0
40,-0.0,-0.0,0.0,0.0,0.0,0.0
41,-0.0,-0.0,0.0,0.0,0.0,0.0
42,-0.0,-0.0,0.0,0.0,0.0,0.0
43,-0.0174,-0.0075,0.9359,-0.0012,-0.0005,0.0624
44,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
45,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
46,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
47,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
48,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
49,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
50,-0.0,-0.0,0.0,-0.0012,-0.0005,0.0624
51,-0.0159,-0.0002,1.9701,-0.0022,-0.0005,0.1937
52,-0.0,-0.0,0.0,-0.0022,-0.0005,0.1937
53,-0.0183,0.0012,1.9701,-0.0034,-0.0004,0.3251
54,-0.0174,-0.0075,0.9359,-0.0046,-0.0009,0.3875
55,-0.0174,-0.0075,0.9359,-0.0058,-0.0014,0.4499
56,-0.0174,-0.0075,0.9359,-0.0069,-0.0019,0.5123
57,-0.0183,0.0012,1.9701,-0.0081,-0.0019,0.6436
58,-0.0174,-0.0075,0.9359,-0.0081,-0.0019,0.6436
59,-0.0183,0.0012,1.9701,-0.0094,-0.0018,0.7749
60,-0.0174,-0.0075,0.9359,-0.0105,-0.0023,0.8373
61,-0.0174,-0.0075,0.9359,-0.0117,-0.0028,0.8997
62,-0.0183,0.0012,1.9701,-0.0129,-0.0027,1.0311
63,-0.0174,-0.0075,0.9359,-0.0141,-0.0032,1.0935
64,-0.0174,-0.0075,0.9359,-0.0152,-0.0037,1.1558
65,-0.0183,0.0012,1.9701,-0.0164,-0.0036,1.2872
66,-0.0174,-0.0075,0.9359,-0.0165,-0.0041,1.2182
67,-0.0159,-0.0002,1.9701,-0.0176,-0.0041,1.3496
68,-0.0115,-0.0072,0.9359,-0.0171,-0.0047,1.2806
69,0.0366,0.0071,0.9359,-0.0135,-0.0037,1.2806
70,0.0366,0.0071,0.9359,-0.0099,-0.0027,1.2806
71,0.0247,0.0072,1.9701,-0.0071,-0.0017,1.3496
72,0.0094,0.0051,1.9701,-0.0053,-0.0015,1.3496
73,0.0119,0.0082,0.0,-0.0033,-0.0004,1.2872
74,0.0202,0.0085,1.0378,-0.0008,0.0,1.225
75,0.0301,0.0089,0.0,0.0024,0.0011,1.1626
76,0.059,0.0172,0.9359,0.0075,0.0028,1.1626
77,0.0395,0.0054,1.9701,0.0113,0.0031,1.1626
