,x,y,rmag,f_x,f_y,f_rot_mag
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0141,0.0028,0.0,0.0009,0.0002,0.0
38,-0.0072,0.0122,0.9321,0.0005,0.001,0.0621
39,-0.0072,0.0122,0.9321,-0.0,0.0018,0.1243
40,-0.0007,-0.0006,3.9451,-0.0001,0.0018,0.3873
41,-0.0111,-0.0142,6.856,-0.0008,0.0008,0.8444
42,-0.0214,-0.019,9.8513,-0.0022,-0.0004,1.5011
43,0.0208,-0.0145,13.7276,-0.0008,-0.0014,2.4163
44,-0.0017,-0.0275,16.7929,-0.001,-0.0032,3.5358
45,-0.0017,-0.0275,16.7929,-0.0011,-0.0051,4.6553
46,-0.0017,-0.0275,16.7929,-0.0012,-0.0069,5.7749
47,0.0111,-0.0046,16.7929,-0.0004,-0.0072,6.8944
48,0.0136,-0.017,16.7929,0.0005,-0.0083,8.0139
49,0.0136,-0.017,16.7929,0.0014,-0.0095,9.1334
50,0.0156,0.0061,18.6887,0.0024,-0.0091,10.3794
51,0.015,-0.0266,17.9814,0.0034,-0.0108,11.5781
52,0.0124,-0.0217,17.9814,0.0033,-0.0125,12.7769
53,0.0214,0.0045,18.6887,0.0052,-0.013,13.9606
54,0.0095,-0.0184,17.9814,0.0063,-0.015,15.0973
55,0.0183,-0.0235,17.9814,0.0076,-0.0166,16.033
56,0.0095,-0.0184,17.9814,0.009,-0.0168,16.7747
57,0.0183,-0.0235,17.9814,0.0116,-0.0171,17.3167
58,0.0163,-0.035,18.6887,0.0113,-0.0185,17.6475
59,0.0163,-0.035,18.6887,0.0125,-0.019,17.7738
60,0.0054,-0.0315,18.6887,0.013,-0.0193,17.9002
61,0.0054,-0.0315,18.6887,0.0134,-0.0195,18.0266
62,0.0224,-0.0276,19.8906,0.0142,-0.0211,18.2331
63,0.0224,-0.0276,19.8906,0.0148,-0.0218,18.4396
64,0.0284,-0.0247,21.7641,0.0158,-0.0223,18.7711
65,0.0342,-0.0318,21.1211,0.017,-0.0248,18.9332
66,0.0373,-0.0289,21.1211,0.0185,-0.025,19.1425
67,0.0326,-0.039,23.0029,0.0198,-0.0261,19.4773
68,0.0308,-0.0277,23.0029,0.0205,-0.0283,19.7649
69,0.0344,-0.0306,23.0029,0.0221,-0.0291,20.0997
70,0.0287,-0.0328,23.0029,0.0228,-0.0297,20.4344
71,0.0364,-0.0302,23.0029,0.0246,-0.0305,20.7692
72,0.0222,-0.0163,23.0029,0.0249,-0.03,21.104
73,0.0619,-0.0351,23.0029,0.0279,-0.03,21.3916
74,0.0619,-0.0351,23.0029,0.031,-0.03,21.6792
75,0.0619,-0.0351,23.0029,0.0347,-0.0303,21.9668
76,0.0421,-0.0326,23.0029,0.0372,-0.0303,22.2544
77,0.0421,-0.0326,23.0029,0.0385,-0.0307,22.4619
78,0.0421,-0.0326,23.0029,0.0398,-0.031,22.6694
79,0.0483,-0.0133,24.843,0.0411,-0.0302,22.8747
80,0.0496,-0.0387,24.2683,0.0422,-0.0307,23.0845
81,0.0086,-0.0317,23.0029,0.0402,-0.0309,23.2099
