,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0,0.0,0.0,0.0,0.0,0.0
2,-0.0,0.0,0.0,0.0,0.0,0.0
3,0.018,-0.0045,0.0,0.0045,-0.0011,0.0
4,0.018,-0.0045,0.0,0.0072,-0.0018,0.0
5,-0.0,0.0,0.0,0.006,-0.0015,0.0
6,0.0006,-0.0031,0.0,0.0052,-0.0017,0.0
7,-0.0,0.0,0.0,0.0046,-0.0015,0.0
8,-0.0,0.0,0.0,0.0041,-0.0013,0.0
9,0.018,-0.0045,0.0,0.0055,-0.0017,0.0
10,-0.0,0.0,0.0,0.005,-0.0015,0.0
11,-0.0023,-0.0061,0.0,0.0044,-0.0019,0.0
12,0.018,-0.0045,0.0,0.0054,-0.0021,0.0
13,-0.0,0.0,0.0,0.005,-0.0019,0.0
14,-0.0,0.0,0.0,0.0047,-0.0018,0.0
15,-0.0,0.0,0.0,0.0047,-0.0018,0.0
16,-0.0,0.0,0.0,0.0047,-0.0018,0.0
17,-0.0,0.0,0.0,0.0047,-0.0018,0.0
18,0.018,-0.0045,0.0,0.0047,-0.0018,0.0
19,-0.0,0.0,0.0,0.0035,-0.0015,0.0
20,-0.0,0.0,0.0,0.0035,-0.0015,0.0
21,-0.0,0.0,0.0,0.0034,-0.0013,0.0
22,-0.0,0.0,0.0,0.0034,-0.0013,0.0
23,-0.0023,-0.0061,0.0,0.0033,-0.0017,0.0
24,-0.0023,-0.0061,0.0,0.0019,-0.0018,0.0
25,-0.0023,-0.0061,0.0,0.0018,-0.0022,0.0
26,0.0006,-0.0031,0.0,0.002,-0.002,0.0
27,0.0056,-0.0093,0.9321,0.0012,-0.0023,0.0621
28,0.0038,-0.0078,0.0,0.0014,-0.0029,0.0621
29,-0.0019,-0.0138,0.0,0.0013,-0.0038,0.0621
30,-0.0019,-0.0138,0.0,0.0012,-0.0047,0.0621
31,-0.0019,-0.0138,0.0,0.001,-0.0056,0.0621
32,-0.0019,-0.0138,0.0,0.0009,-0.0065,0.0621
33,-0.0019,-0.0138,0.0,-0.0004,-0.0072,0.0621
34,-0.0019,-0.0138,0.0,-0.0006,-0.0081,0.0621
35,-0.0019,-0.0138,0.0,-0.0007,-0.009,0.0621
36,0.0038,-0.0078,0.0,-0.0004,-0.0095,0.0621
37,0.023,-0.0077,1.9608,0.0011,-0.01,0.1929
38,-0.0023,-0.0061,0.0,0.0011,-0.01,0.1929
39,-0.0028,0.0015,0.0,0.0011,-0.0095,0.1929
40,0.0037,0.007,0.0,0.0015,-0.0087,0.1929
41,-0.0032,0.0092,0.0,0.0012,-0.0078,0.1929
42,0.0105,0.0135,3.0561,0.0015,-0.0063,0.3345
43,0.0026,0.0258,5.0274,0.0015,-0.0041,0.6696
44,-0.0049,0.0351,8.9025,0.0013,-0.0008,1.2631
45,-0.0241,0.0322,10.091,-0.0002,0.0022,1.9359
46,-0.0321,0.046,11.3099,-0.0022,0.0062,2.6898
47,-0.0515,0.064,6.9776,-0.0055,0.0114,3.155
48,-0.0541,0.0671,5.0274,-0.009,0.0168,3.4902
49,-0.0661,0.0868,6.9776,-0.0133,0.0235,3.9554
50,-0.0787,0.0984,5.0274,-0.0184,0.031,4.2905
51,-0.0852,0.1049,5.0274,-0.0243,0.0385,4.6257
52,-0.09,0.112,5.0274,-0.0319,0.0465,4.8301
53,-0.0845,0.1215,5.0274,-0.0374,0.055,5.1653
54,-0.0967,0.1295,3.9081,-0.0436,0.0635,5.4258
55,-0.113,0.1372,1.9608,-0.0514,0.0722,5.5565
56,-0.1196,0.144,1.9608,-0.0592,0.0812,5.6873
57,-0.1198,0.1607,1.9701,-0.0678,0.091,5.6149
58,-0.1084,0.1772,0.0,-0.0752,0.1011,5.2797
59,-0.1334,0.174,0.0,-0.0838,0.1104,4.6862
60,-0.1467,0.1788,1.9608,-0.092,0.1201,4.1442
61,-0.1526,0.2032,1.0679,-0.1,0.1306,3.4614
62,-0.1605,0.1999,1.9608,-0.1073,0.1397,3.1269
63,-0.1664,0.2153,3.0561,-0.1148,0.1496,2.9955
64,-0.1744,0.2211,1.9608,-0.122,0.1585,2.6611
65,-0.1706,0.2426,1.9701,-0.1281,0.1681,2.4572
66,-0.1732,0.2537,3.9451,-0.134,0.178,2.3851
67,-0.1597,0.2565,2.94,-0.1386,0.1877,2.2459
68,-0.1649,0.2563,2.94,-0.144,0.1967,2.1068
69,-0.1809,0.2655,5.9201,-0.1496,0.2057,2.2409
70,-0.1914,0.2613,3.9451,-0.1548,0.214,2.3732
71,-0.1975,0.2613,3.9451,-0.16,0.2218,2.5055
72,-0.1943,0.2577,2.94,-0.165,0.2283,2.5701
73,-0.2134,0.2561,1.9701,-0.172,0.2336,2.7015
74,-0.2063,0.2651,2.94,-0.1769,0.2396,2.8975
75,-0.2257,0.2632,1.9701,-0.1821,0.2453,2.8981
76,-0.2083,0.2704,1.9701,-0.1858,0.2497,2.9582
