,x,y,rmag,f_x,f_y,f_rot_mag
0,0.0,0.0,0.028,0.0,0.0,0.028
1,0.0,0.0,0.028,0.0,0.0,0.028
2,0.0,0.0,0.028,0.0,0.0,0.028
3,0.0,0.0,0.028,0.0,0.0,0.028
4,0.0,0.0,0.028,0.0,0.0,0.028
5,-0.0056,-0.0005,1.0344,-0.0009,-0.0001,0.1957
6,-0.0056,-0.0005,1.0344,-0.0016,-0.0001,0.3155
7,0.0,0.0,0.028,-0.0014,-0.0001,0.2796
8,0.0,0.0,0.028,-0.0012,-0.0001,0.2516
9,-0.0056,-0.0005,1.0344,-0.0017,-0.0002,0.3299
10,-0.0056,-0.0005,1.0344,-0.002,-0.0002,0.394
11,0.0,0.0,0.028,-0.0019,-0.0002,0.3635
12,0.0,0.0,0.028,-0.0017,-0.0002,0.3377
13,-0.0056,-0.0005,1.0344,-0.002,-0.0002,0.3874
14,-0.0056,-0.0005,1.0344,-0.0022,-0.0002,0.4306
15,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
16,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
17,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
18,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
19,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
20,-0.0056,-0.0005,1.0344,-0.0022,-0.0002,0.4306
21,-0.0056,-0.0005,1.0344,-0.0022,-0.0002,0.4306
22,-0.0056,-0.0005,1.0344,-0.0026,-0.0002,0.4977
23,0.0,0.0,0.028,-0.0026,-0.0002,0.4977
24,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
25,-0.0056,-0.0005,1.0344,-0.0022,-0.0002,0.4306
26,-0.0056,-0.0005,1.0344,-0.0026,-0.0002,0.4977
27,0.0,0.0,0.028,-0.0026,-0.0002,0.4977
28,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
29,-0.0056,-0.0005,1.0344,-0.0022,-0.0002,0.4306
30,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
31,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
32,-0.0056,-0.0005,1.0344,-0.0026,-0.0002,0.4977
33,0.0,0.0,0.028,-0.0026,-0.0002,0.4977
34,0.0,0.0,0.028,-0.0026,-0.0002,0.4977
35,0.0,0.0,0.028,-0.0022,-0.0002,0.4306
36,0.0,0.0,0.028,-0.0019,-0.0002,0.3635
37,0.0,0.0,0.028,-0.0015,-0.0001,0.2964
38,0.0,0.0,0.028,-0.0015,-0.0001,0.2964
39,0.0,0.0,0.028,-0.0015,-0.0001,0.2964
40,0.0,0.0,0.028,-0.0011,-0.0001,0.2293
41,0.0,0.0,0.028,-0.0007,-0.0001,0.1622
42,0.0,0.0,0.028,-0.0007,-0.0001,0.1622
43,-0.0056,-0.0005,1.0344,-0.0011,-0.0001,0.2293
44,-0.0056,-0.0005,1.0344,-0.0011,-0.0001,0.2293
45,0.0,0.0,0.028,-0.0011,-0.0001,0.2293
46,0.0,0.0,0.028,-0.0011,-0.0001,0.2293
47,0.0,0.0,0.028,-0.0007,-0.0001,0.1622
48,0.0,0.0,0.028,-0.0007,-0.0001,0.1622
49,-0.0056,-0.0005,1.0344,-0.0011,-0.0001,0.2293
50,-0.0056,-0.0005,1.0344,-0.0015,-0.0001,0.2964
51,0.0,0.0,0.028,-0.0015,-0.0001,0.2964
52,-0.003,0.0001,1.0344,-0.0017,-0.0001,0.3635
53,0.0143,-0.0034,1.0344,-0.0007,-0.0004,0.4306
54,0.0069,-0.0027,1.0344,-0.0003,-0.0005,0.4977
55,-0.002,-0.0069,1.0344,-0.0004,-0.001,0.5647
56,-0.002,-0.0069,1.0344,-0.0005,-0.0015,0.6318
