,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,-0.0,0.0,0.0,0.0,0.0
1,-0.0,-0.0,0.0,0.0,0.0,0.0
2,-0.0,-0.0,0.0,0.0,0.0,0.0
3,-0.0,-0.0,0.0,0.0,0.0,0.0
4,-0.0,-0.0,0.0,0.0,0.0,0.0
5,-0.0045,-0.0074,0.0,-0.0007,-0.0012,0.0
6,-0.0,-0.0,0.0,-0.0006,-0.0011,0.0
7,-0.0,-0.0,0.0,-0.0006,-0.0009,0.0
8,-0.0,-0.0,0.0,-0.0005,-0.0008,0.0
9,-0.0,-0.0,0.0,-0.0004,-0.0007,0.0
10,-0.0,-0.0,0.0,-0.0004,-0.0007,0.0
11,-0.0,-0.0,0.0,-0.0004,-0.0006,0.0
12,-0.0,-0.0,0.0,-0.0003,-0.0006,0.0
13,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
14,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
15,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
16,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
17,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
18,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
19,-0.0045,-0.0074,0.0,-0.0006,-0.001,0.0
20,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
21,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
22,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
23,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
24,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
25,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
26,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
27,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
28,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
29,-0.0,-0.0,0.0,-0.0003,-0.0005,0.0
30,0.0016,-0.0069,0.0,-0.0002,-0.001,0.0
31,0.0016,-0.0069,0.0,-0.0001,-0.0014,0.0
32,0.0016,-0.0069,0.0,0.0,-0.0019,0.0
33,0.0016,-0.0069,0.0,0.0001,-0.0023,0.0
34,0.0016,-0.0069,0.0,0.0005,-0.0023,0.0
35,0.001,-0.0113,3.0561,0.0006,-0.0031,0.2037
36,-0.0089,-0.0288,5.0274,0.0,-0.005,0.5389
37,0.0025,-0.0544,7.7442,0.0002,-0.0086,1.0552
38,0.0103,-0.0721,10.7984,0.0009,-0.0134,1.7751
39,0.0113,-0.0795,10.7984,0.0016,-0.0187,2.495
40,0.0202,-0.0885,12.0002,0.003,-0.0246,3.295
41,-0.004,-0.107,13.2307,0.0027,-0.0317,4.177
42,0.0298,-0.1092,13.8737,0.0047,-0.039,5.1019
43,0.0185,-0.1308,10.7984,0.0059,-0.0477,5.8218
44,0.0205,-0.1455,10.7984,0.0073,-0.0574,6.5417
45,0.0243,-0.1413,8.9025,0.0088,-0.0664,7.1352
46,0.0248,-0.1473,6.9776,0.0103,-0.0758,7.6004
47,0.0204,-0.1734,5.8372,0.0116,-0.0869,7.9895
48,0.0208,-0.1795,2.8209,0.0129,-0.0984,8.1776
49,0.0297,-0.1791,3.9081,0.0147,-0.1098,8.4381
50,0.0153,-0.1939,1.9608,0.0157,-0.122,8.3651
51,0.0153,-0.1939,1.9608,0.0173,-0.133,8.1607
52,0.0167,-0.1749,1.9608,0.0183,-0.1411,7.7751
53,0.0283,-0.2022,5.0274,0.0195,-0.1497,7.3904
54,0.0058,-0.1953,10.091,0.0191,-0.1575,7.3432
55,0.021,-0.223,13.2307,0.0191,-0.1664,7.4253
56,-0.0094,-0.2274,16.3779,0.0188,-0.1744,7.6351
57,0.0299,-0.2344,19.5138,0.0188,-0.1828,8.0111
58,0.0091,-0.2455,20.0173,0.0182,-0.1904,8.6257
59,-0.0143,-0.2294,20.8299,0.0158,-0.196,9.2944
60,-0.0025,-0.2294,22.6199,0.0141,-0.2019,10.2089
61,0.01,-0.2435,22.6199,0.0131,-0.2083,11.2518
62,0.0045,-0.2304,25.6786,0.012,-0.2121,12.5745
63,0.0045,-0.2304,25.6786,0.0109,-0.2155,14.0984
64,0.0093,-0.2229,25.6786,0.0096,-0.2184,15.5497
65,-0.0092,-0.2139,25.3036,0.0079,-0.2198,17.1059
66,-0.0092,-0.2139,25.3036,0.0063,-0.2211,18.6621
67,0.002,-0.2237,25.6786,0.0053,-0.2244,20.2433
68,0.002,-0.2237,25.6786,0.0036,-0.2258,21.62
69,0.002,-0.2237,25.6786,0.0033,-0.2277,22.6592
70,0.002,-0.2237,25.6786,0.002,-0.2277,23.4891
71,0.002,-0.2237,25.6786,0.0028,-0.2275,24.1091
72,0.002,-0.2237,25.6786,0.0009,-0.2268,24.5201
73,0.002,-0.2237,25.6786,0.0005,-0.2253,24.8975
74,0.002,-0.2237,25.6786,0.0016,-0.2249,25.2208
75,0.0055,-0.2286,25.6786,0.0021,-0.2249,25.4247
