,x,y,rmag,f_x,f_y,f_rot_mag
391,0.0623,-0.1886,1.0344,0.0572,-0.1914,2.6964
392,0.0543,-0.2077,1.0344,0.0572,-0.1932,2.5048
393,0.0625,-0.2106,0.0,0.0577,-0.1956,2.1157
394,0.0625,-0.2106,0.0,0.057,-0.1973,1.7805
395,0.0625,-0.2106,0.0,0.0572,-0.1988,1.52
396,0.0682,-0.1883,1.0344,0.0583,-0.2,1.2538
397,0.0597,-0.2178,1.9701,0.0594,-0.2024,1.0499
398,0.0597,-0.2178,1.9701,0.0587,-0.2048,0.9207
399,0.0539,-0.2,0.0,0.0586,-0.2057,0.6602
400,0.0687,-0.195,1.0344,0.0599,-0.2058,0.5984
401,0.0699,-0.211,0.0,0.0607,-0.2068,0.5385
402,0.0664,-0.2181,1.9608,0.0613,-0.2073,0.6692
403,0.0712,-0.2113,1.9608,0.0623,-0.2073,0.8
404,0.0712,-0.2113,1.9608,0.0633,-0.2073,0.9307
405,0.0712,-0.2113,1.9608,0.0643,-0.2073,1.0614
406,0.0709,-0.2187,1.0679,0.0649,-0.2093,1.0636
407,0.0709,-0.2187,1.0679,0.066,-0.2101,1.0659
408,0.0709,-0.2187,1.0679,0.0665,-0.2106,1.1371
409,0.0746,-0.2128,0.8987,0.0673,-0.2108,1.197
410,0.0539,-0.2143,0.0,0.0668,-0.211,1.197
411,0.0539,-0.2143,0.0,0.0658,-0.2127,1.128
412,0.0539,-0.2143,0.0,0.0654,-0.2125,0.9967
413,0.0539,-0.2143,0.0,0.065,-0.2123,0.8653
414,0.0539,-0.2143,0.0,0.065,-0.2132,0.8653
415,0.0539,-0.2143,0.0,0.064,-0.2145,0.7964
416,0.0539,-0.2143,0.0,0.063,-0.2147,0.7964
