,x,y,rmag,f_x,f_y,f_rot_mag
0,0.0,-0.0,0.0,0.0,0.0,0.0
1,0.0,-0.0,0.0,0.0,0.0,0.0
2,0.0,-0.0,0.0,0.0,0.0,0.0
3,0.0,-0.0,0.0,0.0,0.0,0.0
4,0.0,-0.0,0.0,0.0,0.0,0.0
5,0.0,-0.0,0.0,0.0,0.0,0.0
6,0.0,-0.0,0.0,0.0,0.0,0.0
7,0.0,-0.0,0.0,0.0,0.0,0.0
8,0.0,-0.0,0.0,0.0,0.0,0.0
9,0.0,-0.0,0.0,0.0,0.0,0.0
10,0.0,-0.0,0.0,0.0,0.0,0.0
11,0.0,-0.0,0.0,0.0,0.0,0.0
12,0.0,-0.0,0.0,0.0,0.0,0.0
13,0.0,-0.0,0.0,0.0,0.0,0.0
14,0.0,-0.0,0.0,0.0,0.0,0.0
15,0.0,-0.0,0.0,0.0,0.0,0.0
16,0.0,-0.0,0.0,0.0,0.0,0.0
17,0.0,-0.0,0.0,0.0,0.0,0.0
18,0.0,-0.0,0.0,0.0,0.0,0.0
19,0.0,-0.0,0.0,0.0,0.0,0.0
20,0.0,-0.0,0.0,0.0,0.0,0.0
21,0.0,-0.0,0.0,0.0,0.0,0.0
22,0.0,-0.0,0.0,0.0,0.0,0.0
23,0.0,-0.0,0.0,0.0,0.0,0.0
24,0.0,-0.0,0.0,0.0,0.0,0.0
25,0.0,-0.0,0.0,0.0,0.0,0.0
26,0.0,-0.0,0.0,0.0,0.0,0.0
27,0.0,-0.0,0.0,0.0,0.0,0.0
28,0.0,-0.0,0.0,0.0,0.0,0.0
29,-0.0127,-0.0032,0.0,-0.0008,-0.0002,0.0
30,-0.0127,-0.0032,0.0,-0.0017,-0.0004,0.0
31,-0.0127,-0.0032,0.0,-0.0025,-0.0006,0.0
32,0.0022,-0.0075,1.0344,-0.0024,-0.0011,0.069
33,0.0133,-0.0043,1.0344,-0.0015,-0.0014,0.1379
34,0.0133,-0.0043,1.0344,-0.0006,-0.0017,0.2069
35,0.0036,-0.0029,1.0344,-0.0004,-0.0019,0.2758
36,0.0048,-0.0038,1.0344,-0.0001,-0.0022,0.3448
37,0.0052,-0.003,0.0,0.0003,-0.0024,0.3448
38,0.0031,-0.0068,1.9701,0.0005,-0.0028,0.4761
39,0.007,0.0009,1.9701,0.001,-0.0028,0.6075
40,0.0219,0.0065,2.9741,0.0024,-0.0023,0.8058
41,0.0149,0.0106,5.9201,0.0034,-0.0016,1.2004
42,0.0091,0.0081,5.9201,0.004,-0.0011,1.5951
43,0.0131,0.0117,7.8903,0.0049,-0.0003,2.1211
44,0.0131,0.0117,7.8903,0.0066,0.0007,2.6471
45,0.025,0.0185,6.9579,0.0091,0.0021,3.111
46,0.0271,0.0391,2.94,0.0118,0.005,3.307
47,0.036,0.0505,1.9701,0.014,0.0088,3.3694
48,0.0454,0.0668,0.0,0.0162,0.0136,3.3004
49,0.0503,0.0791,0.0,0.0186,0.0191,3.2315
50,0.073,0.0939,1.0679,0.0233,0.0256,3.2337
51,0.0745,0.1164,1.0679,0.0279,0.0336,3.2359
52,0.0785,0.148,6.1795,0.0328,0.0437,3.6479
53,0.0865,0.1676,8.1496,0.0384,0.0553,4.0599
54,0.0886,0.19,8.1496,0.0438,0.0679,4.4718
55,0.1017,0.1988,8.9025,0.0491,0.0807,4.8671
56,0.1343,0.2042,5.0274,0.0571,0.0936,4.8075
57,0.134,0.2059,5.0274,0.0654,0.1068,4.748
58,0.1274,0.2284,6.9776,0.073,0.1213,4.6872
59,0.1472,0.2367,8.1496,0.082,0.1363,4.7045
60,0.1524,0.2399,9.3534,0.0905,0.151,4.8642
61,0.1531,0.2607,10.091,0.0989,0.1658,5.3409
62,0.1673,0.2596,9.3534,0.1076,0.1797,5.8331
63,0.1782,0.2634,6.9776,0.1165,0.1928,6.2983
64,0.1838,0.2773,8.1496,0.1254,0.2061,6.8416
65,0.1897,0.2789,8.1496,0.1331,0.2184,7.3137
66,0.179,0.2711,6.9776,0.1401,0.2287,7.7077
67,0.2,0.2818,6.9776,0.1482,0.2376,7.7609
68,0.1842,0.2869,8.1496,0.1547,0.2456,7.7609
69,0.1825,0.2896,6.1795,0.161,0.2522,7.6296
70,0.2131,0.2825,5.0274,0.1684,0.2578,7.3712
71,0.203,0.2766,3.0561,0.173,0.2626,7.2398
72,0.2331,0.2706,1.0679,0.1796,0.2669,6.9758
73,0.2392,0.2862,0.0,0.1871,0.2708,6.5107
74,0.2504,0.2796,1.9701,0.1939,0.2736,6.0987
75,0.2229,0.2806,0.0,0.1986,0.2764,5.4751
76,0.2586,0.2975,1.9701,0.2057,0.2788,4.9337
77,0.2698,0.2883,0.9321,0.2125,0.2807,4.3723
78,0.2683,0.288,1.9701,0.2185,0.2824,4.0385
79,0.2683,0.288,1.9701,0.2241,0.2831,3.6265
80,0.2439,0.2996,0.9321,0.2278,0.2845,3.1454
81,0.2439,0.2996,0.9321,0.2321,0.2864,2.7423
