,Phase,human_cube_pos,human_cube_orn,Cube_Pos,Cube_Orn,Cube_pos_in_start_pos,b'l_prox_pin'_link_pos,b'l_prox_pin'_link_orn,b'l_distal_pin'_link_pos,b'l_distal_pin'_link_orn,b'r_prox_pin'_link_pos,b'r_prox_pin'_link_orn,b'r_distal_pin'_link_pos,b'r_distal_pin'_link_orn,b'l_prox_pin'_joint_angle,b'l_prox_pin'_joint_vel,b'l_prox_pin'_joint_react_forces,b'l_prox_pin'_joint_motor_torque,b'l_distal_pin'_joint_angle,b'l_distal_pin'_joint_vel,b'l_distal_pin'_joint_react_forces,b'l_distal_pin'_joint_motor_torque,b'r_prox_pin'_joint_angle,b'r_prox_pin'_joint_vel,b'r_prox_pin'_joint_react_forces,b'r_prox_pin'_joint_motor_torque,b'r_distal_pin'_joint_angle,b'r_distal_pin'_joint_vel,b'r_distal_pin'_joint_react_forces,b'r_distal_pin'_joint_motor_torque,in_contact_l,contact_point_l_dist,contact_normal_l_dist,contact_distance_l_dist,contact_norm_force_l_dist,in_contact_r,contact_point_r_dist,contact_normal_r_dist,contact_distance_r_dist,contact_norm_force_r_dist
85,Move,"(0.00033, 0.0, -0.00017)","(0.0, -0.0, 0.0)","(0.0003451306809450429, 0.17163430915472036, 0.0009893203412099133)","(1.5708196581774316, 1.1845683113148768e-05, 0.008080138416809282)","[0.0003450521194800373, 0.0016352467782015379, 7.443065812217861e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5847007624938132]","[-0.06649038940668106, 0.11303916573524475, 0.03999999910593033]","[0.0, 0.0, -0.22978933571402088]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5850569986175583]","[0.06651178002357483, 0.11302500218153, 0.03999999910593033]","[0.0, -0.0, 0.2309498697052514]",0.5849118366947362,0.05066257504301914,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000147424927269713,-0.8144900705391713,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.0960035262451584e-05,-0.5852205501469069,-0.03924430054657016,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.17763962959743e-05,0.8160069057864524,1.5187850974225164e-13,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.630224502508584e-06,True,"(-0.03225863093728019, 0.18486575378616643, 0.039999980375857454)","(0.9999673555798813, 0.00808006122948572, -1.9624142548549337e-05)",0.0005365602163836601,0.0,True,"(0.03219669348512645, 0.18479681539788764, 0.04000001962414255)","(-0.9999673555798814, -0.008080061229483087, 1.9624142551581945e-05)",-3.895305396484575e-06,0.0
86,Move,"(0.00019, 0.0, -0.00018)","(0.0, -0.0, 0.0)","(0.00034512609225775787, 0.17163431514575933, 0.0009893118457752893)","(1.5708150609379652, 6.978817392910939e-06, 0.008080127886858985)","[0.00034504753079275227, 0.0016352527692405083, 7.44221626875546e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5849118392360564]","[-0.06650306284427643, 0.11303077638149261, 0.03999999910593033]","[0.0, 0.0, -0.22957825252451763]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5852205413518137]","[0.06652159243822098, 0.11301849782466888, 0.03999999910593033]","[0.0, -0.0, 0.23078634380803734]",0.5851192895344433,0.04978868152968672,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0012705873334617412,-0.8144900705391713,-3.1763735522036263e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.474153536522885e-05,-0.5853763858522733,-0.03740056928793978,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0026974274158689747,0.8160069057864523,-1.5987212348695642e-14,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00020119018968931757,True,"(-0.0322864651638925, 0.18486437691114882, 0.03999998815431689)","(0.9999673557890331, 0.008080050492991804, -1.1845683108998288e-05)",0.0005640939158690898,0.0,True,"(0.03221824586084754, 0.18479575950195715, 0.04000001184568312)","(-0.9999673557890331, -0.00808005049299089, 1.1845683116702962e-05)",1.795859350271681e-05,0.0
87,Move,"(0.00018, 0.0, -0.00022000000000000003)","(0.0, -0.0, 0.0)","(0.00034512229702391974, 0.17163432046382024, 0.0009893068467745568)","(1.570811139807233, 2.900869313843856e-06, 0.008080117435307104)","[0.00034504373555891413, 0.0016352580873014166, 7.441716368682214e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5851193418023508]","[-0.06651551276445389, 0.11302252858877182, 0.03999999910593033]","[0.0, 0.0, -0.22937077896492697]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5853763766080656]","[0.06653094291687012, 0.11301229894161224, 0.03999999910593033]","[0.0, -0.0, 0.2306305211679898]",0.5853558866066404,0.05678329732731683,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01028235969001024,-0.8144900705391713,3.1234339930002325e-21,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0007670394313268451,-0.5855014758219007,-0.030021592710589372,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.010825169384040424,0.8160069057864523,2.6645324003641787e-15,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000807474196016938,True,"(-0.032313818986129214, 0.18486301806181293, 0.0399999930211826)","(0.999967355919922, 0.008080039963752807, -6.978817390930833e-06)",0.0005912635685777192,0.0,True,"(0.03223878552640065, 0.1847947499335086, 0.04000000697881739)","(-0.9999673559199221, -0.00808003996376448, 6.978817388699564e-06)",3.868369669728451e-05,0.0
88,Move,"(0.0002, 0.0, -0.0002)","(0.0, -0.0, 0.0)","(0.0003451188278076548, 0.17163432546951118, 0.0009893021767041852)","(1.570807532279831, -8.532206262563952e-07, 0.008080107026158937)","[0.0003450402663426492, 0.0016352630929923617, 7.44124936164505e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5853559379713345]","[-0.06652971357107162, 0.1130131185054779, 0.03999999910593033]","[0.0, 0.0, -0.22913419145859973]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5855014514800582]","[0.06653845310211182, 0.1130073219537735, 0.03999999910593033]","[0.0, -0.0, 0.23050542599581114]",0.5855860809493527,0.055246642250968064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0022421738858668192,-0.8144900705391713,3.1763735522036263e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0001672067653681627,-0.5856220130951412,-0.028928945577710287,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0015969168286569474,0.8160069057864523,7.940933880509066e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00011910771106968528,True,"(-0.032345015294309915, 0.18486146138824594, 0.039999997099130685)","(0.9999673560245148, 0.008080029512709992, -2.900869315525149e-06)",0.000622308742379062,0.0,True,"(0.032255272687484904, 0.18479393723486842, 0.04000000290086932)","(-0.9999673560245148, -0.008080029512704662, 2.9008693212629745e-06)",5.5326454468022255e-05,0.0
89,Move,"(0.00011999999999999999, 0.0, -0.00023)","(0.0, 0.016268213957839145, 0.0)","(0.0003451156607972181, 0.1716343301882009, 0.0009892978790479918)","(1.570804213227324, -4.307148763235813e-06, 0.008080096650698742)","[0.0003450370993322125, 0.0016352678116820785, 7.440819596025712e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5855860829486126]","[-0.06654352694749832, 0.11300396174192429, 0.03999999910593033]","[0.0, 0.0, -0.22890400564504457]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5856220616426074]","[0.06654568761587143, 0.11300253123044968, 0.03999999910593033]","[0.0, -0.0, 0.23038489926823172]",0.5858149244075442,0.05492242996597018,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0004623548705405783,-0.8144900705391713,1.0587911840678754e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.4445155470588355e-05,-0.5857508911073569,-0.030930722931767605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0029462903135235134,0.8160069057864523,-3.044024654195142e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00021978802505592414,True,"(-0.03237536702167795, 0.18485993975673604, 0.04000000085322063)","(0.9999673561124643, 0.008080019103930894, 8.532206251266873e-07)",0.0006525220360098891,0.0,True,"(0.03227115969586902, 0.1847931521638913, 0.03999999914677937)","(-0.9999673561124642, -0.008080019103930072, -8.532206326848288e-07)",7.135634500023372e-05,0.0
90,Move,"(0.00014000000000000001, 0.0, -0.00029)","(0.0, -0.0, 0.0)","(0.0003451127718559547, 0.1716343346427846, 0.0009892939213956297)","(1.5708011596882185, -7.484896102260046e-06, 0.008080086303530892)","[0.0003450342103909491, 0.0016352722662657804, 7.440423830789504e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5858148465615454]","[-0.06655725836753845, 0.11299484968185425, 0.03999999910593033]","[0.0, 0.0, -0.2286751645895617]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5857509843846823]","[0.06655342131853104, 0.1129973977804184, 0.03999999910593033]","[0.0, -0.0, 0.23025603389441535]",0.5860072798132739,0.046165297375135014,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.012844314245664986,-0.8144900705391713,1.2176098616780567e-21,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0009580673640227962,-0.5859090025076819,-0.03794673607797825,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0103090825879763,0.8160069057864523,5.1880768019325896e-21,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0007690109531577999,True,"(-0.03240554028340885, 0.18485842012944675, 0.040000004307148763)","(0.9999673561873869, 0.008080008728730515, 4.30714876379578e-06)",0.0006825688620788722,0.0,True,"(0.03228814592240195, 0.1847923106497979, 0.03999999569285123)","(-0.9999673561873869, -0.008080008728739171, -4.307148768009691e-06)",8.847295239089487e-05,0.0
91,Move,"(0.00013, 0.0, -0.00038)","(0.0, -0.0, 0.0)","(0.0003451101387403, 0.17163433885440044, 0.0009892902768460182)","(1.5707983504221759, -1.0408546789197788e-05, 0.008080075979968132)","[0.0003450315772752944, 0.0016352764778816142, 7.44005937582835e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5860073117530021]","[-0.06656879931688309, 0.11298719048500061, 0.03999999910593033]","[0.0, 0.0, -0.22848281613520827]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5859090007707715]","[0.06656290590763092, 0.112991102039814, 0.03999999910593033]","[0.0, -0.0, 0.23009790427313478]",0.5862400875531893,0.055873857579709196,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.01426628187955409,-0.8144900705391713,5.293955920339377e-23,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001064211717523363,-0.5860084165854046,-0.023859378653458045,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.020674807007453482,0.8160069057864523,-3.1763735522036263e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0015421989205538405,True,"(-0.03243090228572823, 0.1848571374569643, 0.040000007484896107)","(0.9999673562522564, 0.008079998381753382, 7.4848961025866615e-06)",0.000707813720357085,0.0,True,"(0.03230898498485677, 0.1847912752624501, 0.039999992515103895)","(-0.9999673562522562, -0.008079998381758864, -7.484896106640016e-06)",0.00010942965358021328,0.0
92,Move,"(0.00011999999999999999, 0.0, -0.00047000000000000004)","(0.0, -0.0, 0.0)","(0.00034510774098696145, 0.17163434284249382, 0.0009892869206324154)","(1.570795765888163, -1.3098418720200301e-05, 0.00808006567607093)","[0.00034502917952195585, 0.0016352804659749975, 7.439723754468068e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5862400373991103]","[-0.06658276170492172, 0.11297792196273804, 0.03999999910593033]","[0.0, 0.0, -0.22824998284379663]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5860084077732709]","[0.06656886637210846, 0.11298714578151703, 0.03999999910593033]","[0.0, -0.0, 0.22999853553389993]",0.5864587944745064,0.05248966111611438,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00495510765886129,-0.8144900705391713,1.7470054537119944e-21,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0003695772162634121,-0.5860981672970053,-0.021540170784166306,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0033993752978130343,0.8160069057864523,3.970466940254533e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00025356532875348887,True,"(-0.03246159758542087, 0.18485557851542017, 0.040000010408546796)","(0.9999673563095146, 0.008079988058318954, 1.0408546790422282e-05)",0.0007384040998846235,0.0,True,"(0.032322087663714055, 0.18479062256927978, 0.03999998959145321)","(-0.9999673563095145, -0.008079988058314645, -1.0408546787526677e-05)",0.000122643149633157,0.0
93,Move,"(0.0001, 0.0, -0.0005600000000000001)","(0.0, -0.0, 0.0)","(0.00034514044953610844, 0.17163431458157838, 0.0009893837451579591)","(1.5708256734351036, 1.9954910471187012e-05, 0.008080058097260279)","[0.00034506188807110284, 0.0016352522050595564, 7.449406207022443e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5864588099682106]","[-0.0665958821773529, 0.11296920478343964, 0.03999999910593033]","[0.0, 0.0, -0.2280312703916035]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.586098143467314]","[0.06657425314188004, 0.1129835695028305, 0.03999999910593033]","[0.0, -0.0, 0.22990875109460976]",0.586667399634358,0.050065238364362136,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0035467395886912383,-0.8144900705391713,5.293955920339377e-23,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0002645264656322479,-0.5861749834970686,-0.018435888015214796,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0045526571806718185,0.8160069057864523,0.0,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0003395949182397813,True,"(-0.03249043338510944, 0.18485410748611036, 0.040000013098418725)","(0.9999673563611556, 0.008079977754501472, 1.3098418719773325e-05)",0.0007671436827036172,0.0,True,"(0.03233391666451955, 0.1847900322021378, 0.03999998690158128)","(-0.9999673563611555, -0.00807997775450274, -1.3098418719979024e-05)",0.00013457415948019496,0.0
94,Move,"(9e-05, 0.0, -0.00065)","(0.0, -0.0, 0.0)","(0.00034513256813093276, 0.17163432280200017, 0.0009893450783575984)","(1.5708187894176688, 1.1821825308860255e-05, 0.00808004753794297)","[0.00034505400666592716, 0.001635260425481344, 7.445539526986368e-05]","[-0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, -0.0, 0.5866674547142636]","[-0.06660839170217514, 0.11296089738607407, 0.03999999910593033]","[0.0, 0.0, -0.22782268528815142]","[0.026750000193715096, 0.05299999937415123, 0.03999999910593033]","[0.0, 0.0, -0.5861750221089536]","[0.06657885760068893, 0.11298051476478577, 0.03999999910593033]","[0.0, -0.0, 0.22983194884862113]",0.5868686619431472,0.04830295410943312,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.002575141953861277,-0.8144900705391713,-3.705769144237564e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0001920545379526356,-0.5862361082763663,-0.014669947031443035,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005524922062084421,0.8160069057864523,-5.823351512373315e-22,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0004121219688831412,True,"(-0.03251793699994818, 0.18485269852745367, 0.03999998004508953)","(0.9999673563090808, 0.008079970175021224, -1.9954910471413885e-05)",0.0007959797934724549,0.0,True,"(0.032344040875289984, 0.18478952607191323, 0.04000001995491046)","(-0.9999673563090807, -0.00807997017503177, 1.9954910462294765e-05)",0.00014337193749293923,0.0
