,x,y,rmag,f_x,f_y,f_rot_mag
0,0.0,0.0,0.0,0,0,0
1,0.0,0.0,0.0,0,0,0
2,0.0,0.0,0.0,0,0,0
3,0.0,0.0,0.0,0,0,0
4,0.0,0.0,0.0,0,0,0
5,0.0,0.0,0.0,0,0,0
6,-0.0177,0.0041,0.0,0,0,0
7,0.0,0.0,0.0,0,0,0
8,0.0,0.0,0.0,0,0,0
9,0.0,0.0,0.0,0,0,0
10,0.0,0.0,0.0,0,0,0
11,0.0,0.0,0.0,0,0,0
12,-0.0177,0.0041,0.0,0,0,0
13,0.0,0.0,0.0,0,0,0
14,0.0,0.0,0.0,-0.0024,0.0005,0.0
15,0.0,0.0,0.0,-0.0024,0.0005,0.0
16,0.0,0.0,0.0,-0.0024,0.0005,0.0
17,-0.0177,0.0041,0.0,-0.0035,0.0008,0.0
18,0.0,0.0,0.0,-0.0035,0.0008,0.0
19,0.0,0.0,0.0,-0.0035,0.0008,0.0
20,0.0,0.0,0.0,-0.0035,0.0008,0.0
21,0.0,0.0,0.0,-0.0024,0.0005,0.0
22,0.0,0.0,0.0,-0.0024,0.0005,0.0
23,-0.0177,0.0041,0.0,-0.0035,0.0008,0.0
24,-0.0177,0.0041,0.0,-0.0047,0.0011,0.0
25,-0.0177,0.0041,0.0,-0.0059,0.0014,0.0
26,0.0,0.0,0.0,-0.0059,0.0014,0.0
27,0.0,0.0,0.0,-0.0047,0.0011,0.0
28,0.0,0.0,0.0,-0.0047,0.0011,0.0
29,-0.0177,0.0041,0.0,-0.0059,0.0014,0.0
30,0.0,0.0,0.0,-0.0059,0.0014,0.0
31,0.0,0.0,0.0,-0.0059,0.0014,0.0
32,0.0,0.0,0.0,-0.0047,0.0011,0.0
33,-0.0177,0.0041,0.0,-0.0059,0.0014,0.0
34,0.0,0.0,0.0,-0.0059,0.0014,0.0
35,0.0,0.0,0.0,-0.0059,0.0014,0.0
36,0.014,0.0036,1.062,-0.005,0.0016,0.0708
37,-0.0038,-0.0068,1.9608,-0.0052,0.0012,0.2015
38,0.0022,-0.0063,1.9608,-0.0039,0.0005,0.3322
39,0.0083,-0.0057,1.9608,-0.0022,-0.0002,0.463
40,0.0083,-0.0057,1.9608,-0.0004,-0.0008,0.5937
41,0.0126,-0.0038,0.8931,0.0004,-0.0011,0.6532
42,0.0016,0.0012,0.0,0.0005,-0.001,0.6532
43,-0.0056,-0.0006,0.0,0.0001,-0.0011,0.6532
44,-0.0169,0.0002,1.062,0.0002,-0.0013,0.724
45,-0.0271,0.0116,3.9311,-0.0016,-0.0005,0.9861
46,-0.0414,0.0081,5.9061,-0.0044,-0.0,1.3798
47,-0.0394,0.02,5.9061,-0.007,0.0013,1.7736
48,-0.0581,0.0267,8.817,-0.0097,0.0028,2.3614
49,-0.0857,0.0281,8.817,-0.0154,0.0047,2.9492
50,-0.088,0.0239,9.8513,-0.0213,0.0063,3.6059
51,-0.0948,0.0321,8.9189,-0.0285,0.0082,4.1297
