,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,0.0,0.0,0,0,0
1,-0.0,0.0,0.0,0,0,0
2,-0.0,0.0,0.0,0,0,0
3,-0.0,0.0,0.0,0,0,0
4,-0.0,0.0,0.0,0,0,0
5,-0.0,0.0,0.0,0,0,0
6,-0.0,0.0,0.0,0,0,0
7,-0.0,0.0,0.0,0,0,0
8,-0.0,0.0,0.0,0,0,0
9,-0.0,0.0,0.0,0,0,0
10,-0.0,0.0,0.0,0,0,0
11,-0.0,0.0,0.0,0,0,0
12,-0.0,0.0,0.0,0,0,0
13,-0.0,0.0,0.0,0,0,0
14,-0.0,0.0,0.0,0.0,0.0,0.0
15,-0.0,0.0,0.0,0.0,0.0,0.0
16,-0.0,0.0,0.0,0.0,0.0,0.0
17,-0.0,0.0,0.0,0.0,0.0,0.0
18,-0.0,0.0,0.0,0.0,0.0,0.0
19,-0.0,0.0,0.0,0.0,0.0,0.0
20,-0.0,0.0,0.0,0.0,0.0,0.0
21,-0.0,0.0,0.0,0.0,0.0,0.0
22,-0.0,0.0,0.0,0.0,0.0,0.0
23,-0.0,0.0,0.0,0.0,0.0,0.0
24,-0.0,0.0,0.0,0.0,0.0,0.0
25,-0.0,0.0,0.0,0.0,0.0,0.0
26,-0.0046,-0.0073,0.0,-0.0003,-0.0005,0.0
27,-0.0046,-0.0073,0.0,-0.0006,-0.001,0.0
28,-0.0046,-0.0073,0.0,-0.0009,-0.0015,0.0
29,-0.0,0.0,0.0,-0.0009,-0.0015,0.0
30,0.0043,0.0005,1.0344,-0.0006,-0.0014,0.069
31,0.0015,-0.0067,0.0,-0.0005,-0.0019,0.069
32,0.0015,-0.0067,0.0,-0.0004,-0.0023,0.069
33,0.0059,0.0004,0.0,-0.0,-0.0023,0.069
34,0.0059,0.0004,0.0,0.0004,-0.0023,0.069
35,0.0037,-0.0033,1.9701,0.0006,-0.0025,0.2003
36,0.0078,0.0043,1.9701,0.0011,-0.0022,0.3316
37,0.0096,0.0048,1.9701,0.0018,-0.0019,0.463
38,0.0161,0.0114,5.9201,0.0028,-0.0011,0.8577
39,0.0275,0.0206,5.9201,0.0047,0.0003,1.2523
40,0.0265,0.0219,7.8903,0.0064,0.0017,1.7783
41,0.0407,0.0365,9.8513,0.0095,0.0046,2.4351
42,0.0493,0.0213,8.9583,0.013,0.0065,3.0323
43,0.0394,0.0363,7.8903,0.016,0.0094,3.5583
44,0.0522,0.0488,4.9502,0.0195,0.0127,3.8884
45,0.0392,0.0834,1.0679,0.0218,0.0182,3.8906
46,0.069,0.0816,1.0679,0.0263,0.0241,3.9618
47,0.0646,0.0998,1.0679,0.0305,0.0312,4.033
48,0.0807,0.1064,1.9701,0.0355,0.0383,4.1643
49,0.0846,0.1163,1.9701,0.0407,0.046,4.2957
50,0.0978,0.1265,0.9321,0.047,0.0547,4.2265
51,0.1028,0.1409,3.0561,0.0533,0.0638,4.2989
52,0.0867,0.1582,5.0274,0.0585,0.074,4.5027
