,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,-0.0,0.0,0,0,0
1,-0.0,-0.0,0.0,0,0,0
2,0.0158,0.0075,0.1009,0,0,0
3,-0.0015,-0.0006,1.0378,0,0,0
4,0.0022,-0.0038,0.9321,0,0,0
5,-0.0,-0.0,0.0,0,0,0
6,-0.0015,-0.0006,1.0378,0,0,0
7,-0.0015,-0.0006,1.0378,0,0,0
8,-0.0015,-0.0006,1.0378,0,0,0
9,-0.0,-0.0,0.0,0,0,0
10,0.0022,-0.0038,0.9321,0,0,0
11,-0.0,-0.0,0.0,0,0,0
12,-0.0015,-0.0006,1.0378,0,0,0
13,-0.0015,-0.0006,1.0378,0,0,0
14,-0.0015,-0.0006,1.0378,0.0006,-0.0003,0.6153
15,-0.0,-0.0,0.0,0.0006,-0.0003,0.6153
16,-0.0,-0.0,0.0,0.0006,-0.0003,0.6153
17,-0.0015,-0.0006,1.0378,-0.0005,-0.0008,0.6778
18,0.0165,-0.0011,0.9321,0.0007,-0.0009,0.6707
19,0.0158,0.0075,0.1009,0.0016,-0.0001,0.6153
20,-0.0,-0.0,0.0,0.0016,-0.0001,0.6153
21,0.0165,-0.0011,0.9321,0.0028,-0.0001,0.6083
22,-0.0015,-0.0006,1.0378,0.0028,-0.0001,0.6083
23,-0.0,-0.0,0.0,0.0029,-0.0001,0.5391
24,0.0037,-0.0042,1.0378,0.0031,-0.0004,0.6083
25,-0.0055,-0.0008,3.0127,0.0026,-0.0002,0.747
26,0.0073,-0.0123,6.9579,0.0031,-0.001,1.2108
27,0.0073,-0.0123,6.9579,0.0037,-0.0018,1.6055
28,0.0073,-0.0123,6.9579,0.0043,-0.0026,2.0002
29,0.0073,-0.0123,6.9579,0.0049,-0.0033,2.3949
30,0.0091,-0.0125,6.0255,0.0055,-0.0042,2.7966
31,0.0105,-0.0162,8.9189,0.0062,-0.0053,3.3911
32,-0.0083,-0.011,8.9189,0.0057,-0.0059,3.9166
33,0.0012,-0.0262,10.8661,0.0047,-0.0076,4.5788
34,0.0225,-0.0186,12.7952,0.0052,-0.0094,5.4251
35,0.0092,-0.0268,13.9356,0.0058,-0.0111,6.3541
36,0.0092,-0.0268,13.9356,0.0053,-0.0129,7.221
37,0.0092,-0.0268,13.9356,0.006,-0.0146,8.0809
38,0.0124,-0.0079,15.8605,0.0068,-0.0151,9.1383
39,0.0124,-0.0079,15.8605,0.0074,-0.0154,10.1264
40,0.0124,-0.0079,15.8605,0.0086,-0.0159,10.983
41,0.0124,-0.0079,15.8605,0.0089,-0.0156,11.5765
42,0.0124,-0.0079,15.8605,0.0093,-0.0153,12.17
43,0.0144,-0.02,15.8605,0.0098,-0.0158,12.7635
44,0.015,-0.0211,15.8605,0.0103,-0.0164,13.357
45,0.015,-0.0211,15.8605,0.0107,-0.0169,14.0127
46,0.015,-0.0211,15.8605,0.011,-0.0173,14.4754
47,0.015,-0.0211,15.8605,0.0125,-0.0179,14.9382
