,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,-0.0,0.0,0,0,0
1,-0.0,-0.0,0.0,0,0,0
2,-0.0,-0.0,0.0,0,0,0
3,-0.0,-0.0,0.0,0,0,0
4,-0.0,-0.0,0.0,0,0,0
5,-0.0,-0.0,0.0,0,0,0
6,0.0005,0.016,1.0378,0,0,0
7,-0.0057,0.0087,0.0,0,0,0
8,-0.0,-0.0,0.0,0,0,0
9,-0.0,-0.0,0.0,0,0,0
10,-0.0015,-0.0006,1.0378,0,0,0
11,-0.0015,-0.0006,1.0378,0,0,0
12,-0.0,-0.0,0.0,0,0,0
13,-0.0015,-0.0006,1.0378,0,0,0
14,-0.0057,0.0087,0.0,-0.001,0.0021,0.2767
15,0.0005,0.016,1.0378,-0.001,0.0032,0.3459
16,-0.0037,0.0154,1.0378,-0.0012,0.0042,0.4151
17,-0.0,-0.0,0.0,-0.0012,0.0042,0.4151
18,0.0045,-0.0004,1.0378,-0.0009,0.0042,0.4843
19,-0.0003,-0.0185,2.0418,-0.001,0.0029,0.6204
20,-0.0059,-0.0037,1.0378,-0.0014,0.0027,0.6896
21,-0.0081,-0.0106,2.0418,-0.0019,0.0009,0.7565
22,0.0045,-0.0004,1.0378,-0.0012,0.0003,0.8257
23,0.0045,-0.0004,1.0378,-0.0009,0.0003,0.8949
24,0.0045,-0.0004,1.0378,-0.0006,0.0003,0.9641
25,0.0045,-0.0004,1.0378,-0.0002,0.0003,0.9641
26,-0.0081,-0.0106,2.0418,-0.0007,-0.0004,1.031
27,-0.0003,-0.0185,2.0418,-0.0007,-0.0016,1.1672
28,-0.0003,-0.0185,2.0418,-0.0006,-0.0028,1.2341
29,-0.0003,-0.0185,2.0418,-0.0003,-0.0046,1.3702
30,-0.0003,-0.0185,2.0418,-0.0003,-0.0069,1.4371
31,0.0045,-0.0004,1.0378,0.0002,-0.008,1.4371
32,0.0045,-0.0004,1.0378,0.0005,-0.008,1.5063
33,0.0076,-0.0011,1.0378,0.0007,-0.0081,1.5063
34,0.0076,-0.0011,1.0378,0.0013,-0.0069,1.4394
35,0.0186,-0.0103,1.0378,0.0029,-0.0073,1.4394
36,0.0186,-0.0103,1.0378,0.0047,-0.0073,1.3725
37,0.0183,-0.0053,1.0378,0.0056,-0.0076,1.3725
38,0.0305,-0.0056,2.0418,0.0073,-0.008,1.4394
39,0.0305,-0.0056,2.0418,0.0091,-0.0083,1.5063
40,-0.0085,-0.0057,1.0378,0.0082,-0.0087,1.5063
41,-0.0048,-0.0123,3.0127,0.0084,-0.0088,1.5711
42,-0.0227,-0.0088,3.0127,0.0069,-0.0082,1.6358
43,-0.0141,-0.0153,4.9877,0.006,-0.0079,1.8322
44,0.024,-0.0176,3.0127,0.0076,-0.0079,1.8969
45,0.0096,-0.0163,3.9838,0.0083,-0.0077,2.0264
46,-0.0204,-0.0227,4.9877,0.0066,-0.0092,2.2897
47,-0.0038,-0.0289,3.0127,0.0061,-0.0111,2.4214
