,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,-0.0,0.0,0,0,0
1,-0.0,-0.0,0.0,0,0,0
2,-0.0,-0.0,0.0,0,0,0
3,-0.0,-0.0,0.0,0,0,0
4,-0.0,-0.0,0.0,0,0,0
5,-0.0,-0.0,0.0,0,0,0
6,-0.0,-0.0,0.0,0,0,0
7,-0.0,-0.0,0.0,0,0,0
8,-0.0,-0.0,0.0,0,0,0
9,-0.0,-0.0,0.0,0,0,0
10,-0.0,-0.0,0.0,0,0,0
11,-0.0,-0.0,0.0,0,0,0
12,-0.0,-0.0,0.0,0,0,0
13,-0.0,-0.0,0.0,0,0,0
14,-0.0,-0.0,0.0,0.0,0.0,0.0
15,-0.0,-0.0,0.0,0.0,0.0,0.0
16,-0.0,-0.0,0.0,0.0,0.0,0.0
17,-0.0,-0.0,0.0,0.0,0.0,0.0
18,-0.0,-0.0,0.0,0.0,0.0,0.0
19,-0.0,-0.0,0.0,0.0,0.0,0.0
20,-0.0,-0.0,0.0,0.0,0.0,0.0
21,-0.0,-0.0,0.0,0.0,0.0,0.0
22,-0.0,-0.0,0.0,0.0,0.0,0.0
23,-0.0,-0.0,0.0,0.0,0.0,0.0
24,-0.0,-0.0,0.0,0.0,0.0,0.0
25,-0.0,-0.0,0.0,0.0,0.0,0.0
26,-0.0,-0.0,0.0,0.0,0.0,0.0
27,-0.0,-0.0,0.0,0.0,0.0,0.0
28,-0.0,-0.0,0.0,0.0,0.0,0.0
29,-0.0,-0.0,0.0,0.0,0.0,0.0
30,0.002,0.0002,1.0679,0.0001,0.0,0.0712
31,-0.0,-0.0,0.0,0.0001,0.0,0.0712
32,-0.0,-0.0,0.0,0.0001,0.0,0.0712
33,0.006,0.0005,0.0,0.0005,0.0,0.0712
34,0.0256,0.0143,1.0344,0.0022,0.001,0.1402
35,0.0315,0.0146,1.0344,0.0043,0.002,0.2091
36,0.0241,0.002,0.0,0.0059,0.0021,0.2091
37,0.0302,0.0025,0.0,0.008,0.0023,0.2091
38,0.0492,0.0152,1.0344,0.0112,0.0033,0.2781
39,0.0483,0.004,0.0,0.0145,0.0036,0.2781
40,0.0444,0.009,0.0,0.0174,0.0042,0.2781
41,0.0632,0.0123,0.9321,0.0216,0.005,0.3402
42,0.0849,-0.0006,0.0,0.0273,0.0049,0.3402
43,0.103,0.001,0.0,0.0342,0.005,0.3402
44,0.128,-0.0046,0.0,0.0427,0.0047,0.3402
45,0.1277,-0.0046,0.0,0.0511,0.0044,0.269
46,0.1532,-0.0096,1.9701,0.0613,0.0037,0.4004
47,0.1493,0.0174,2.94,0.0712,0.0049,0.5964
48,0.1726,0.0186,1.9701,0.0823,0.0061,0.7277
49,0.1801,0.0416,1.0679,0.0926,0.0079,0.7299
50,0.1791,0.0686,1.0679,0.1025,0.0115,0.7322
51,0.2038,0.0695,1.9608,0.1145,0.016,0.8629
52,0.2118,0.0796,3.0561,0.1266,0.0212,1.0666
