,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,-0.0,0.0,0,0,0
1,-0.0,-0.0,0.0,0,0,0
2,-0.0,-0.0,0.0,0,0,0
3,-0.0,-0.0,0.0,0,0,0
4,-0.0,-0.0,0.0,0,0,0
5,-0.0,-0.0,0.0,0,0,0
6,-0.0,-0.0,0.0,0,0,0
7,-0.0,-0.0,0.0,0,0,0
8,-0.0,-0.0,0.0,0,0,0
9,-0.0,-0.0,0.0,0,0,0
10,-0.0,-0.0,0.0,0,0,0
11,-0.0,-0.0,0.0,0,0,0
12,-0.0,-0.0,0.0,0,0,0
13,-0.0,-0.0,0.0,0,0,0
14,-0.0,-0.0,0.0,0.0,0.0,0.0
15,-0.0,-0.0,0.0,0.0,0.0,0.0
16,-0.0,-0.0,0.0,0.0,0.0,0.0
17,-0.0,-0.0,0.0,0.0,0.0,0.0
18,-0.0,-0.0,0.0,0.0,0.0,0.0
19,-0.0,-0.0,0.0,0.0,0.0,0.0
20,-0.0,-0.0,0.0,0.0,0.0,0.0
21,-0.0,-0.0,0.0,0.0,0.0,0.0
22,-0.0,-0.0,0.0,0.0,0.0,0.0
23,-0.0,-0.0,0.0,0.0,0.0,0.0
24,-0.0,-0.0,0.0,0.0,0.0,0.0
25,-0.0,-0.0,0.0,0.0,0.0,0.0
26,0.0022,-0.0033,1.0378,0.0001,-0.0002,0.0692
27,-0.0,-0.0,0.0,0.0001,-0.0002,0.0692
28,-0.0,-0.0,0.0,0.0001,-0.0002,0.0692
29,-0.0,-0.0,0.0,0.0001,-0.0002,0.0692
30,-0.0,-0.0,0.0,0.0001,-0.0002,0.0692
31,0.0022,-0.0033,1.0378,0.0003,-0.0004,0.1384
32,0.0022,-0.0033,1.0378,0.0004,-0.0007,0.2076
33,-0.0,-0.0,0.0,0.0004,-0.0007,0.2076
34,-0.0,-0.0,0.0,0.0004,-0.0007,0.2076
35,0.0017,-0.007,3.0127,0.0006,-0.0011,0.4084
36,0.0017,-0.0038,3.0127,0.0007,-0.0014,0.6093
37,0.0017,-0.0038,3.0127,0.0008,-0.0016,0.8101
38,0.0017,-0.0038,3.0127,0.0009,-0.0019,1.0109
39,0.0017,-0.0038,3.0127,0.001,-0.0021,1.2118
40,0.0017,-0.007,3.0127,0.0011,-0.0026,1.4126
41,0.0149,0.0004,1.0378,0.002,-0.0024,1.4126
42,0.0108,0.0048,0.9321,0.0027,-0.002,1.4748
43,-0.0011,0.0132,2.8933,0.0026,-0.0012,1.6677
44,0.0007,0.0238,5.9598,0.0027,0.0004,2.065
45,0.0029,0.0356,9.8349,0.0029,0.0028,2.7206
46,-0.0098,0.0421,12.9326,0.0021,0.0058,3.5136
47,-0.0137,0.0536,16.0449,0.001,0.0096,4.5141
48,-0.015,0.0722,17.885,-0.0,0.0144,5.7064
49,-0.038,0.0816,12.9326,-0.0025,0.0199,6.5686
50,-0.0432,0.1083,9.0819,-0.0055,0.0276,6.9732
