,x,y,rmag,f_x,f_y,f_rot_mag
0,-0.0,0.0,0.0,0,0,0
1,-0.0,0.0,0.0,0,0,0
2,-0.0,0.0,0.0,0,0,0
3,-0.0,0.0,0.0,0,0,0
4,-0.0,0.0,0.0,0,0,0
5,-0.0,0.0,0.0,0,0,0
6,-0.0,0.0,0.0,0,0,0
7,-0.0,0.0,0.0,0,0,0
8,-0.0,0.0,0.0,0,0,0
9,-0.0,0.0,0.0,0,0,0
10,-0.0,0.0,0.0,0,0,0
11,-0.0,0.0,0.0,0,0,0
12,-0.0,0.0,0.0,0,0,0
13,-0.0,0.0,0.0,0,0,0
14,-0.0,0.0,0.0,0.0,0.0,0.0
15,-0.0,0.0,0.0,0.0,0.0,0.0
16,-0.0,0.0,0.0,0.0,0.0,0.0
17,-0.0,0.0,0.0,0.0,0.0,0.0
18,-0.0,0.0,0.0,0.0,0.0,0.0
19,-0.0,0.0,0.0,0.0,0.0,0.0
20,-0.0,0.0,0.0,0.0,0.0,0.0
21,-0.0,0.0,0.0,0.0,0.0,0.0
22,-0.0,0.0,0.0,0.0,0.0,0.0
23,-0.0,0.0,0.0,0.0,0.0,0.0
24,-0.0,0.0,0.0,0.0,0.0,0.0
25,-0.0,0.0,0.0,0.0,0.0,0.0
26,-0.0173,-0.0071,0.9708,-0.0012,-0.0005,0.0647
27,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
28,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
29,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
30,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
31,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
32,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
33,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
34,-0.0,0.0,0.0,-0.0012,-0.0005,0.0647
35,0.0212,-0.0033,0.0,0.0003,-0.0007,0.0647
36,0.0122,-0.0124,1.9748,0.0011,-0.0015,0.1964
37,0.0061,-0.0,0.0,0.0015,-0.0015,0.1964
38,0.0365,-0.0014,0.9708,0.0039,-0.0016,0.2611
39,0.0208,-0.0108,0.0,0.0053,-0.0023,0.2611
40,0.006,-0.0077,0.0,0.0057,-0.0028,0.2611
41,-0.0106,-0.0222,0.9708,0.0061,-0.0039,0.2611
42,0.006,-0.0154,0.0,0.0065,-0.0049,0.2611
43,0.0239,-0.0163,1.9748,0.0081,-0.006,0.3927
44,0.012,-0.0231,0.0,0.0089,-0.0075,0.3927
45,-0.0203,-0.0198,1.9748,0.0076,-0.0088,0.5244
46,0.0137,-0.0202,1.0048,0.0085,-0.0102,0.5914
47,0.0135,-0.0297,1.9748,0.0094,-0.0122,0.723
48,0.0625,-0.0417,2.9108,0.0136,-0.0149,0.9171
49,0.0347,-0.0485,1.9748,0.0159,-0.0182,1.0487
50,0.0571,-0.0401,2.9108,0.0183,-0.0206,1.2428
51,0.0456,-0.0495,3.9451,0.0205,-0.0231,1.3742
