,x,y,rmag,f_x,f_y,f_rot_mag
0,0.0,0.0,0.0,0,0,0
1,0.0,0.0,0.0,0,0,0
2,0.0,0.0,0.0,0,0,0
3,0.0,0.0,0.0,0,0,0
4,0.0,0.0,0.0,0,0,0
5,0.0,0.0,0.0,0,0,0
6,0.0,0.0,0.0,0,0,0
7,0.0,0.0,0.0,0,0,0
8,0.0,0.0,0.0,0,0,0
9,0.0,0.0,0.0,0,0,0
10,0.0,0.0,0.0,0,0,0
11,0.0,0.0,0.0,0,0,0
12,0.0,0.0,0.0,0,0,0
13,0.0,0.0,0.0,0,0,0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0163,0.0007,1.9701,0.0011,0.0,0.1313
27,0.0,0.0,0.0,0.0011,0.0,0.1313
28,0.0,0.0,0.0,0.0011,0.0,0.1313
29,0.0,0.0,0.0,0.0011,0.0,0.1313
30,0.0,0.0,0.0,0.0011,0.0,0.1313
31,0.0,0.0,0.0,0.0011,0.0,0.1313
32,0.0,0.0,0.0,0.0011,0.0,0.1313
33,0.0163,0.0007,1.9701,0.0022,0.0001,0.2627
34,0.0131,-0.007,1.9701,0.003,-0.0004,0.394
35,-0.0096,0.0074,3.0382,0.0024,0.0001,0.5966
36,0.0037,-0.0031,1.9701,0.0027,-0.0001,0.7279
37,0.0037,-0.0031,1.9701,0.0029,-0.0003,0.8592
38,0.0037,-0.0031,1.9701,0.0031,-0.0005,0.9906
39,0.0037,-0.0031,1.9701,0.0034,-0.0007,1.1219
40,0.0224,0.0058,2.869,0.0049,-0.0003,1.3132
41,0.0078,-0.0056,3.9311,0.0043,-0.0007,1.4439
42,0.0078,-0.0056,3.9311,0.0048,-0.0011,1.706
43,0.0205,0.0036,7.8075,0.0062,-0.0009,2.2265
44,0.0267,-0.0065,10.8728,0.008,-0.0013,2.9514
45,0.0045,0.0082,13.2802,0.0083,-0.0008,3.8367
46,0.0117,0.0077,15.2009,0.0091,-0.0002,4.8501
47,0.0272,0.0139,17.0828,0.0109,0.0007,5.9889
48,0.0272,0.0139,17.0828,0.0116,0.0016,6.9965
49,0.0196,0.016,17.0828,0.012,0.0031,8.004
50,0.0196,0.016,17.0828,0.014,0.0037,8.9403
51,0.0388,0.0227,18.9228,0.0163,0.0054,10.0705
52,0.0066,0.0058,18.9228,0.0165,0.006,11.2006
53,0.0321,0.0155,20.1914,0.0184,0.0072,12.4154
